from,to,layer
node53,node122,2
node62,node3,1
node120,node49,1
node38,node104,2
node35,node79,2
node85,node41,1
node40,node51,1
node104,node30,2
node22,node103,1
node84,node8,2
node90,node105,2
node38,node80,2
node36,node21,2
node22,node103,2
node37,node69,1
node59,node81,2
node28,node41,2
node31,node8,2
node79,node98,1
node47,node85,2
node46,node103,1
node41,node14,2
node13,node93,1
node84,node9,2
node71,node33,2
node89,node122,1
node42,node16,2
node30,node62,1
node3,node81,1
node22,node113,2
node79,node120,2
node50,node78,2
node82,node44,1
node66,node99,2
node44,node10,2
node95,node75,1
node113,node51,2
node99,node24,1
node125,node123,2
node18,node58,2
node70,node29,1
node119,node23,2
node101,node62,2
node15,node113,1
node35,node105,2
node76,node33,1
node32,node88,2
node90,node78,2
node120,node21,2
node38,node110,2
node107,node4,1
node58,node30,1
node59,node43,2
node21,node70,2
node94,node91,2
node81,node82,2
node87,node6,2
node83,node70,2
node61,node51,2
node26,node76,2
node120,node102,2
node95,node7,2
node92,node34,1
node33,node15,2
node118,node57,1
node84,node27,2
node42,node82,1
node111,node12,1
node36,node118,2
node5,node4,1
node83,node61,1
node21,node120,2
node98,node29,1
node32,node53,2
node51,node110,2
node16,node12,2
node85,node86,1
node107,node96,2
node63,node76,1
node74,node98,2
node6,node65,2
node76,node44,1
node28,node10,2
node75,node112,1
node124,node34,1
node21,node75,2
node114,node22,2
node70,node50,2
node113,node107,2
node83,node27,1
node35,node50,2
node3,node79,1
node12,node53,2
node69,node20,1
node40,node15,2
node92,node50,2
node21,node120,1
node119,node97,1
node79,node36,2
node116,node122,1
node7,node45,1
node86,node5,1
node23,node65,2
node80,node73,2
node117,node46,1
node18,node118,1
node18,node11,1
node110,node15,2
node43,node18,1
node17,node59,2
node18,node42,1
node95,node52,2
node28,node22,2
node98,node33,2
node89,node65,1
node93,node102,1
node98,node103,1
node62,node90,1
node16,node122,1
node101,node100,1
node90,node77,1
node14,node48,1
node82,node56,2
node122,node32,2
node24,node22,1
node10,node81,1
node49,node55,2
node37,node123,2
node6,node75,1
node122,node22,1
node26,node37,1
node49,node23,2
node3,node32,1
node37,node85,1
node4,node68,1
node106,node109,2
node90,node49,2
node86,node26,2
node38,node62,1
node95,node83,1
node41,node55,2
node30,node22,1
node69,node56,1
node83,node71,2
node113,node112,1
node16,node102,1
node38,node22,1
node78,node105,2
node121,node17,2
node107,node83,2
node34,node70,1
node96,node30,2
node86,node38,1
node20,node10,1
node108,node51,2
node12,node91,2
node20,node21,2
node15,node53,1
node23,node99,1
node64,node106,1
node106,node97,1
node107,node35,2
node70,node61,1
node21,node98,2
node62,node39,2
node4,node24,1
node42,node59,2
node23,node30,1
node76,node28,2
node123,node112,1
node94,node53,2
node4,node121,2
node6,node27,1
node91,node124,1
node82,node104,1
node51,node112,2
node24,node111,2
node40,node28,2
node30,node37,1
node14,node73,1
node81,node69,1
node93,node120,2
node1,node27,2
node70,node87,1
node118,node105,1
node122,node43,2
node72,node123,2
node26,node108,1
node115,node63,1
node72,node56,2
node53,node55,1
node100,node79,1
node17,node113,1
node60,node121,1
node11,node105,2
node111,node78,1
node104,node6,1
node100,node59,2
node11,node3,1
node116,node54,2
node68,node116,1
node24,node30,1
node28,node117,2
node65,node96,1
node28,node118,1
node82,node112,2
node23,node72,1
node70,node101,2
node98,node32,2
node46,node125,2
node63,node87,1
node114,node50,2
node78,node99,2
node125,node95,1
node36,node53,1
node60,node75,2
node97,node29,2
node9,node83,1
node109,node52,2
node120,node81,2
node47,node83,2
node92,node56,1
node44,node125,1
node18,node7,1
node118,node113,1
node63,node44,1
node33,node79,2
node47,node70,2
node113,node41,2
node46,node10,1
node23,node28,1
node69,node36,1
node70,node89,2
node111,node22,2
node6,node114,1
node19,node36,1
node44,node41,1
node75,node37,1
node24,node69,1
node2,node34,1
node26,node94,1
node110,node104,2
node33,node28,1
node28,node47,1
node105,node52,2
node118,node34,2
node114,node18,1
node43,node69,2
node61,node27,2
