from,to,layer
node97,node44,3
node109,node72,2
node27,node65,5
node99,node48,2
node101,node107,2
node76,node68,4
node35,node29,5
node90,node148,3
node149,node81,4
node93,node3,1
node1,node107,5
node18,node40,5
node132,node88,1
node79,node28,5
node150,node79,5
node131,node3,2
node74,node76,5
node122,node74,1
node54,node128,4
node84,node8,2
node36,node47,5
node136,node30,3
node85,node129,3
node98,node110,3
node141,node101,2
node145,node120,3
node39,node119,2
node92,node83,3
node75,node148,3
node7,node137,1
node130,node2,4
node78,node39,5
node18,node104,2
node62,node97,1
node38,node5,2
node141,node90,5
node17,node138,3
node59,node2,5
node57,node79,2
node82,node143,2
node73,node47,5
node94,node100,4
node134,node36,4
node23,node52,4
node63,node25,5
node121,node78,2
node39,node37,3
node83,node105,1
node26,node2,4
node143,node75,1
node92,node32,1
node113,node2,1
node49,node44,1
node91,node85,5
node35,node73,4
node122,node145,2
node132,node142,5
node41,node140,1
node102,node34,5
node91,node38,4
node22,node62,5
node45,node120,5
node61,node64,1
node110,node113,1
node133,node69,2
node16,node24,5
node85,node96,1
node144,node124,5
node104,node91,1
node63,node1,2
node29,node50,5
node35,node145,3
node88,node16,3
node79,node84,4
node7,node91,4
node66,node134,2
node35,node42,5
node74,node125,4
node90,node15,2
node107,node62,4
node13,node90,1
node25,node31,2
node130,node141,3
node126,node49,1
node90,node24,5
node109,node8,1
node60,node76,1
node14,node57,2
node122,node119,4
node115,node143,3
node134,node144,2
node10,node28,1
node4,node27,1
node17,node68,2
node140,node74,4
node34,node121,3
node52,node79,5
node123,node73,1
node38,node9,5
node32,node52,1
node135,node119,5
node108,node64,3
node135,node105,5
node9,node75,5
node13,node123,2
node50,node122,1
node98,node110,1
node118,node53,1
node84,node22,2
node26,node29,4
node72,node15,3
node96,node123,1
node100,node5,5
node115,node34,5
node81,node40,1
node62,node139,1
node92,node54,2
node117,node45,2
node82,node112,4
node113,node32,2
node103,node68,3
node40,node137,1
node150,node131,3
node48,node148,3
node84,node23,3
node17,node53,1
node92,node139,1
node37,node41,1
node87,node44,2
node148,node109,1
node44,node61,1
node8,node36,4
node117,node138,3
node19,node28,1
node47,node31,4
node65,node30,4
node59,node25,2
node107,node13,1
node145,node143,3
node78,node91,2
node94,node85,4
node37,node55,1
node18,node57,1
node98,node77,1
node15,node3,4
node25,node62,3
node132,node145,3
node138,node77,5
node72,node127,1
node47,node74,2
node20,node82,4
node26,node35,2
node63,node80,1
node89,node114,4
node45,node29,3
node21,node103,2
node6,node123,1
node57,node9,4
node66,node10,1
node21,node66,3
node23,node145,3
node36,node19,2
node21,node135,1
node105,node68,5
node48,node55,3
node142,node116,3
node13,node106,5
node30,node51,1
node23,node120,3
node73,node118,2
node127,node31,1
node115,node43,2
node94,node130,3
node139,node65,3
node60,node94,3
node120,node102,4
node91,node48,2
node88,node8,5
node3,node61,3
node90,node45,4
node93,node69,5
node82,node90,3
node33,node15,2
node137,node149,3
node47,node61,5
node82,node115,5
node107,node23,2
node91,node60,4
node31,node113,3
node80,node29,4
node45,node102,4
node85,node108,1
node106,node132,5
node42,node94,5
node1,node38,2
node42,node113,1
node65,node5,3
node93,node117,1
node140,node50,2
node99,node32,1
node52,node136,5
node99,node90,2
node23,node117,1
node53,node8,4
node18,node9,2
node106,node142,4
node6,node116,3
node55,node91,3
node126,node79,4
node52,node129,2
node25,node84,4
node59,node146,1
node38,node117,2
node32,node45,3
node135,node136,2
node65,node16,5
node47,node36,1
node118,node144,2
node10,node148,5
node52,node91,2
node40,node15,5
node39,node9,1
node108,node109,2
node45,node17,5
node19,node137,2
node141,node40,1
node106,node75,3
node149,node39,4
node6,node92,4
node51,node132,3
node54,node42,5
node8,node125,4
node112,node54,4
node58,node18,1
node4,node27,4
node65,node50,5
node76,node24,1
node145,node144,5
node60,node142,5
node26,node48,5
node64,node136,2
node116,node26,1
node89,node63,4
node73,node46,2
node20,node131,2
node11,node75,4
node14,node5,2
node127,node3,5
node89,node118,2
node68,node129,5
node125,node61,5
node142,node139,3
node55,node70,1
node104,node27,3
node26,node103,2
node108,node18,3
node44,node6,2
