from,to,layer
node12,node45,1
node19,node20,2
node82,node10,1
node96,node135,2
node55,node63,2
node11,node144,1
node38,node71,2
node53,node49,2
node85,node99,1
node22,node125,1
node123,node138,2
node88,node18,1
node125,node95,2
node109,node118,1
node139,node34,1
node5,node68,2
node109,node30,2
node89,node99,1
node20,node30,2
node33,node113,1
node48,node24,1
node140,node20,2
node135,node70,2
node127,node144,1
node75,node46,1
node8,node139,1
node41,node23,1
node1,node117,2
node63,node97,1
node94,node139,1
node26,node3,2
node81,node12,2
node70,node114,1
node150,node84,2
node49,node133,1
node8,node86,2
node54,node3,1
node8,node82,2
node135,node35,1
node62,node143,1
node140,node24,1
node85,node31,2
node3,node129,1
node59,node18,2
node49,node1,1
node20,node65,1
node25,node140,2
node46,node10,1
node28,node125,1
node121,node75,2
node115,node68,2
node107,node19,2
node103,node90,2
node23,node6,1
node67,node115,2
node142,node141,1
node16,node147,1
node64,node4,1
node139,node125,1
node102,node2,2
node70,node57,2
node21,node123,2
node20,node79,1
node23,node108,1
node111,node133,2
node12,node138,2
node89,node132,2
node148,node42,2
node15,node26,2
node41,node1,2
node37,node28,2
node118,node79,2
node86,node72,1
node40,node17,1
node61,node146,2
node10,node115,1
node3,node101,2
node144,node28,1
node26,node57,1
node139,node40,1
node54,node84,1
node99,node85,2
node49,node101,2
node21,node116,1
node40,node121,2
node79,node62,2
node47,node87,1
node52,node25,1
node116,node134,2
node19,node37,2
node68,node97,2
node74,node135,2
node19,node56,1
node73,node80,2
node65,node25,1
node7,node14,2
node4,node106,1
node13,node126,2
node72,node41,1
node111,node105,1
node90,node132,1
node5,node88,2
node38,node96,2
node4,node61,2
node83,node55,2
node67,node99,2
node41,node101,1
node90,node22,1
node16,node108,2
node8,node21,2
node30,node7,1
node44,node18,2
node50,node106,1
node132,node126,2
node62,node17,2
node90,node58,1
node51,node71,2
node52,node17,1
node65,node13,1
node78,node140,1
node70,node25,1
node138,node96,1
node144,node22,2
node53,node111,2
node140,node111,2
node19,node106,1
node51,node140,1
node73,node77,1
node64,node14,1
node36,node59,2
node142,node57,2
node101,node93,1
node62,node12,2
node74,node107,2
node9,node140,2
node93,node114,1
node49,node67,2
node109,node144,1
node11,node147,1
node14,node110,1
