from,to,layer
node11,node19,1
node28,node11,1
node46,node36,2
node35,node13,2
node11,node47,2
node29,node1,2
node29,node10,2
node17,node21,2
node29,node7,1
node18,node29,2
node32,node42,2
node8,node2,2
node46,node30,1
node40,node49,2
node28,node20,1
node29,node34,1
node35,node39,2
node12,node1,1
node8,node10,1
node37,node18,2
node31,node8,1
node8,node29,1
node40,node5,2
node40,node10,1
node21,node4,2
node25,node16,2
node23,node37,1
node7,node38,2
node20,node17,1
node37,node17,2
node27,node12,2
node26,node11,2
node12,node46,1
node46,node15,1
node35,node25,1
node39,node29,1
node50,node27,1
node8,node15,1
node2,node20,2
node45,node19,1
node16,node5,1
node34,node6,2
node11,node46,1
node15,node46,1
node40,node1,1
node22,node4,2
node7,node43,2
node32,node36,1
node39,node3,2
node41,node6,2
node30,node5,1
node31,node3,1
node34,node36,1
node50,node9,1
node9,node41,2
node25,node43,2
node12,node11,1
node37,node32,1
node38,node41,1
node42,node27,1
node42,node17,1
node37,node14,1
node20,node29,1
node15,node41,1
node33,node42,1
node48,node25,2
node29,node41,1
node17,node38,1
node16,node30,2
node16,node40,2
node17,node1,2
node25,node4,1
node49,node35,1
node1,node23,1
node48,node41,2
node40,node43,2
node34,node2,2
node35,node40,1
node50,node14,2
node1,node32,1
node36,node28,2
node2,node32,2
node32,node44,1
node13,node8,2
node15,node43,1
node24,node3,1
node33,node27,1
node34,node47,2
node44,node47,1
node19,node46,2
node36,node39,2
node4,node8,1
node8,node28,1
node24,node11,1
node8,node47,1
node20,node24,1
node8,node3,2
node25,node21,2
node10,node8,1
node7,node17,1
node7,node26,1
node11,node1,2
node16,node49,1
node28,node19,1
node15,node40,1
node45,node3,1
node47,node34,2
node44,node45,2
node38,node7,2
node36,node16,2
node15,node11,2
node15,node34,1
node7,node17,2
node3,node29,1
node17,node10,2
node34,node32,2
node13,node1,1
node39,node47,2
node5,node23,2
node44,node12,2
node8,node28,2
node12,node40,1
node30,node26,2
node13,node10,1
node47,node2,1
node3,node25,2
node46,node16,2
node15,node22,2
node15,node48,2
node45,node19,2
node11,node42,1
node13,node3,2
node23,node33,2
node24,node12,2
node41,node18,2
node28,node34,2
node1,node27,1
node27,node21,2
node29,node32,1
node35,node4,2
node3,node2,2
node49,node50,1
node1,node43,2
node7,node6,1
node45,node27,1
node4,node43,2
node21,node45,1
node32,node43,1
node32,node29,2
node17,node16,2
node35,node18,2
node33,node28,1
node15,node48,1
node34,node12,1
node12,node28,2
node43,node31,2
node44,node6,2
node4,node16,1
node47,node22,1
node29,node42,1
node19,node31,2
node12,node36,1
node22,node8,1
node5,node35,2
node27,node38,2
node24,node30,2
node13,node24,2
node14,node16,2
node28,node35,2
node12,node26,2
node9,node4,1
node43,node34,1
node10,node21,1
node38,node46,2
node27,node21,1
node37,node50,1
node22,node29,1
node30,node22,2
node38,node50,2
node25,node48,2
node9,node35,2
node6,node25,1
node19,node11,2
node18,node27,1
node49,node48,1
node29,node3,1
node1,node17,1
node33,node20,1
node45,node2,2
node10,node1,2
node4,node2,2
node14,node17,2
node16,node29,2
node46,node36,1
node20,node39,2
node8,node16,2
node32,node45,1
node50,node47,2
node9,node8,1
node13,node31,2
node13,node37,2
node9,node24,2
node19,node48,2
node32,node47,1
node50,node11,2
node45,node25,1
node44,node4,2
node48,node31,1
node39,node38,2
node2,node10,1
node42,node32,1
node24,node10,1
node18,node26,2
node8,node46,2
node7,node48,1
node23,node6,1
node20,node33,1
node26,node23,2
node35,node45,1
node41,node8,2
node28,node40,2
node48,node7,2
node7,node22,1
node17,node30,1
node5,node8,2
node12,node10,1
node41,node47,1
node15,node42,1
node47,node23,1
node9,node17,1
node3,node23,1
node12,node7,2
node18,node46,1
node50,node38,1
node36,node1,2
node38,node45,1
node22,node39,1
node6,node35,1
node30,node11,1
node29,node33,1
node8,node9,1
node37,node50,2
node31,node44,2
node47,node7,2
node18,node32,2
node23,node26,1
node38,node17,2
node11,node7,2
node44,node6,1
