from,to,layer
node65,node12,5
node11,node52,2
node74,node89,2
node56,node38,1
node40,node19,1
node34,node76,3
node65,node9,4
node91,node19,2
node57,node42,4
node57,node63,5
node88,node83,2
node89,node85,3
node44,node87,3
node12,node60,5
node9,node45,5
node14,node30,5
node65,node89,3
node26,node72,2
node19,node39,1
node21,node59,2
node89,node85,4
node61,node11,3
node88,node6,3
node45,node48,2
node79,node67,3
node71,node52,2
node38,node84,2
node35,node40,4
node87,node6,4
node3,node62,1
node82,node52,3
node28,node51,2
node95,node70,4
node81,node99,2
node62,node74,1
node6,node85,4
node57,node4,1
node6,node63,5
node75,node40,1
node97,node47,1
node71,node49,4
node74,node12,3
node23,node70,1
node29,node86,3
node72,node57,4
node22,node23,2
node99,node7,2
node42,node66,3
node34,node65,3
node35,node42,3
node87,node91,2
node32,node86,1
node74,node46,3
node10,node49,2
node43,node39,4
node32,node33,4
node33,node47,3
node7,node94,5
node23,node44,3
node67,node92,1
node68,node10,4
node95,node29,3
node26,node11,3
node90,node11,2
node34,node50,1
node23,node42,2
node89,node8,5
node13,node70,2
node46,node38,2
node67,node62,4
node83,node74,5
node16,node61,3
node88,node67,1
node49,node56,3
node74,node83,2
node80,node24,5
node91,node14,5
node52,node24,4
node58,node39,5
node1,node90,2
node85,node13,4
node31,node2,5
node85,node32,1
node31,node7,5
node64,node52,2
node11,node36,2
node91,node93,5
node100,node27,4
node5,node93,2
node64,node19,4
node48,node76,5
node47,node27,3
node46,node87,3
node19,node23,2
node46,node60,1
node62,node12,1
node13,node85,2
node75,node9,1
node72,node61,3
node24,node19,3
node65,node93,2
node89,node33,2
node23,node80,4
node83,node30,3
node93,node68,1
node79,node43,2
node59,node6,1
node95,node13,5
node66,node94,4
node16,node21,4
node27,node33,3
node77,node20,3
node57,node51,5
node22,node47,3
node12,node27,3
node82,node54,4
node47,node83,2
node62,node61,4
node71,node23,4
node28,node83,4
node58,node41,1
node94,node35,2
node97,node86,2
node67,node59,3
node39,node96,3
node27,node6,1
node84,node10,4
node74,node36,2
node78,node33,5
node50,node54,3
node32,node84,1
node76,node13,4
node82,node3,1
node24,node53,2
node39,node8,1
node89,node3,5
node28,node81,5
node30,node9,5
node5,node18,2
node1,node81,1
node64,node67,2
node88,node94,1
node32,node26,5
node61,node34,3
node93,node100,2
node98,node19,2
node63,node22,2
node59,node61,2
node94,node11,1
node19,node93,5
node17,node64,3
node90,node53,1
node60,node49,2
node29,node21,4
node4,node73,4
node47,node15,3
node60,node58,1
node14,node26,3
node43,node10,3
node18,node56,1
node12,node55,4
node26,node83,5
node53,node54,4
node20,node74,1
node83,node18,1
node49,node69,3
node84,node82,4
node38,node39,4
node80,node30,1
node77,node58,4
node88,node43,5
node69,node25,4
node6,node40,2
node83,node89,1
node100,node53,3
node79,node39,5
node52,node27,3
node69,node66,1
node11,node79,1
node95,node24,4
node27,node15,5
node31,node53,5
node63,node71,2
node10,node5,1
node19,node60,1
node23,node35,1
node24,node21,4
node41,node2,2
node84,node50,5
node30,node6,1
node43,node15,5
node35,node57,2
node13,node39,4
node19,node20,1
node34,node74,3
node65,node85,1
node91,node90,1
node49,node30,3
node28,node77,4
node61,node70,3
node9,node3,3
node64,node91,3
node42,node54,4
node38,node2,5
node93,node25,2
node38,node44,2
node88,node48,5
node33,node61,1
node57,node48,2
node22,node41,2
node40,node78,4
node34,node80,3
node62,node100,1
node76,node14,4
node46,node15,5
node30,node87,1
node25,node16,1
node81,node39,4
node13,node66,3
node16,node18,3
node27,node4,5
node11,node97,5
node70,node92,1
node49,node79,3
node47,node88,5
node60,node58,5
node77,node69,3
node55,node36,3
node94,node19,1
node15,node55,1
node28,node36,4
node74,node31,4
node15,node76,4
node45,node23,2
node91,node95,4
node52,node39,2
node89,node37,4
node82,node7,3
node73,node40,5
node70,node19,4
node86,node4,5
node29,node71,3
node24,node14,4
node45,node4,5
node51,node84,1
node2,node10,1
node38,node2,4
node72,node55,2
node10,node84,5
node29,node23,5
node54,node23,3
node64,node90,3
node57,node10,1
node52,node25,2
node70,node42,3
node28,node50,1
node46,node61,1
node14,node39,3
node2,node43,4
node74,node99,3
node1,node81,2
node10,node89,1
node14,node90,2
node72,node84,5
node80,node50,3
node53,node16,3
node68,node57,5
node5,node66,1
node13,node15,2
node34,node98,3
node70,node94,3
node8,node65,4
node12,node52,5
node83,node85,1
node20,node78,3
node80,node75,3
node43,node82,3
node19,node13,4
node55,node64,2
node30,node81,2
node13,node21,5
node4,node66,3
node13,node62,4
node93,node90,1
node59,node72,1
node45,node2,5
node94,node29,1
node100,node39,3
node15,node69,4
node79,node78,1
node10,node30,5
node2,node78,4
node28,node94,1
node54,node33,3
node36,node97,4
node9,node48,3
node22,node99,4
node5,node93,3
node49,node99,2
node2,node67,1
node40,node61,4
node76,node30,2
node44,node15,3
node86,node54,4
node57,node39,5
node26,node6,1
node26,node54,4
node57,node27,3
node66,node47,4
node44,node43,4
node38,node57,3
node50,node9,1
node34,node28,1
node85,node86,4
node8,node94,4
node38,node18,2
node34,node71,1
node51,node8,5
node12,node35,4
node2,node8,4
node99,node83,3
node77,node95,5
node60,node27,4
node96,node99,2
node26,node29,4
node24,node72,5
node33,node10,2
node19,node95,4
node91,node85,3
node27,node52,3
node56,node19,2
node1,node80,5
node26,node33,5
node80,node57,3
node69,node68,1
node19,node79,5
node51,node62,3
node91,node56,3
node98,node39,4
node1,node32,1
node45,node49,4
node7,node27,3
node66,node82,4
node26,node56,5
node27,node25,1
node34,node6,1
node19,node95,1
node17,node38,3
node21,node76,4
node27,node11,3
node78,node23,3
node33,node80,3
node58,node54,4
node77,node93,5
node84,node63,5
node43,node5,5
node84,node51,2
node98,node14,3
node62,node97,1
node45,node88,2
node5,node37,2
node28,node16,4
node64,node39,1
node48,node90,3
node1,node78,3
node16,node41,5
node45,node31,4
node98,node97,4
node58,node86,3
node9,node57,2
node85,node13,2
node34,node16,3
node83,node80,2
node30,node74,3
node87,node88,4
node57,node35,1
node78,node99,4
node89,node78,3
node39,node14,4
node24,node66,3
node100,node54,5
node46,node52,4
node53,node96,5
node13,node1,3
node71,node57,5
node61,node66,2
node40,node31,5
node43,node54,4
node45,node6,2
node77,node33,2
node17,node98,4
node53,node49,4
node40,node43,4
node73,node42,4
node1,node56,2
node24,node25,3
node68,node85,4
node20,node35,1
node69,node8,3
node4,node67,3
node73,node88,1
node47,node43,4
node18,node43,5
node82,node67,5
node21,node47,5
node34,node32,4
node33,node42,3
node19,node6,1
node14,node48,5
node59,node47,4
node85,node90,2
node41,node26,1
node87,node28,4
node18,node50,1
node21,node83,3
node10,node29,2
node70,node86,4
node32,node18,2
node25,node79,1
node30,node24,5
node96,node85,5
node82,node97,3
node41,node89,5
node89,node46,5
node10,node86,2
node91,node85,5
node47,node95,4
node66,node22,2
node4,node67,5
node81,node97,4
node75,node68,1
node48,node58,3
node7,node95,2
node42,node29,3
node40,node27,3
node40,node17,1
node25,node36,4
node47,node42,4
node4,node92,3
node37,node22,2
node63,node80,4
node28,node98,1
node27,node61,3
node8,node81,3
node61,node75,1
node20,node93,4
node43,node86,3
node7,node32,2
node61,node75,3
node88,node23,1
node31,node85,5
node69,node86,2
node100,node69,2
node100,node60,2
node58,node87,5
node63,node44,3
node39,node29,3
node53,node95,4
node44,node91,2
node23,node96,5
node19,node30,5
node36,node63,2
node66,node79,2
node95,node8,5
node77,node44,2
node78,node45,1
node72,node4,1
node67,node97,2
node46,node63,2
node85,node70,1
node48,node68,3
node34,node96,2
node15,node46,1
node90,node99,1
node88,node13,1
node97,node34,2
node28,node41,2
node85,node84,5
node71,node83,1
node43,node38,1
node24,node62,1
node64,node36,2
node19,node25,3
node25,node46,3
node28,node24,5
node90,node48,5
node62,node26,5
node29,node18,5
node84,node6,2
node5,node38,4
node27,node96,3
node87,node60,3
node60,node62,5
node9,node35,5
node91,node47,3
node36,node66,3
node52,node76,5
node67,node16,5
node100,node62,2
