from,to,layer
node136,node58,1
node50,node22,1
node117,node145,1
node86,node38,2
node78,node136,1
node133,node46,2
node108,node111,2
node9,node144,2
node113,node137,2
node53,node120,2
node28,node100,2
node118,node117,2
node110,node67,1
node144,node117,1
node14,node4,1
node17,node92,2
node73,node7,2
node106,node97,2
node27,node78,1
node107,node57,2
node99,node37,1
node24,node5,2
node92,node62,1
node5,node114,1
node103,node89,1
node91,node71,1
node27,node133,2
node108,node97,1
node9,node102,1
node48,node6,2
node143,node42,2
node54,node105,2
node103,node80,1
node98,node21,2
node53,node55,2
node53,node74,2
node47,node84,1
node91,node55,1
node50,node132,1
node67,node54,2
node147,node88,2
node149,node136,2
node79,node36,2
node144,node96,1
node27,node35,2
node50,node42,1
node25,node74,1
node56,node103,1
node99,node29,1
node16,node22,1
node45,node67,1
node77,node139,1
node115,node93,2
node39,node56,2
node36,node91,2
node48,node148,1
node1,node67,1
node87,node53,2
node78,node44,1
node35,node45,1
node14,node82,2
node103,node96,1
node125,node55,1
node106,node105,2
node137,node109,1
node27,node48,2
node106,node16,2
node33,node3,1
node48,node89,1
node36,node2,1
node4,node113,2
node131,node91,1
node44,node150,2
node109,node122,1
node90,node4,1
node45,node70,1
node57,node54,2
node28,node37,1
node53,node26,1
node136,node39,2
node103,node91,1
node11,node33,2
node25,node106,1
node55,node33,2
node147,node7,1
node96,node49,1
node5,node69,2
node7,node13,1
node136,node86,2
node120,node42,2
node88,node62,1
node80,node65,2
node36,node119,2
node74,node132,1
node148,node126,2
node88,node85,2
node131,node118,1
node54,node68,1
node66,node123,2
node69,node9,1
node28,node83,2
node96,node15,1
node92,node84,1
node46,node86,1
node147,node125,2
node133,node17,1
node50,node73,2
node143,node89,2
node119,node144,2
node133,node109,1
node17,node136,1
node48,node19,2
node149,node93,2
node134,node9,2
node71,node17,2
node128,node92,1
node83,node89,2
node101,node123,2
node137,node37,1
node52,node110,2
node110,node61,2
node141,node97,2
node19,node127,1
node124,node118,1
node69,node32,2
node48,node5,2
node33,node81,2
node1,node58,1
node139,node118,2
node49,node140,1
node42,node112,1
node49,node17,1
node147,node140,1
node3,node50,2
node118,node34,1
node111,node88,2
node82,node113,2
node96,node62,2
node91,node55,2
node10,node61,1
node52,node21,2
node129,node91,2
node89,node57,1
node74,node62,1
node145,node85,2
node32,node13,1
node17,node90,2
node112,node51,2
node91,node48,2
node17,node91,2
node129,node150,2
node58,node30,1
node23,node57,2
node64,node13,2
node132,node20,1
node49,node96,2
node70,node73,2
node130,node84,1
node91,node70,1
node39,node50,1
node18,node21,2
node37,node124,2
node86,node14,2
node43,node83,2
node3,node83,1
node37,node116,2
node149,node135,2
node61,node143,1
node46,node32,1
node131,node121,1
node67,node145,2
node111,node84,2
node88,node34,1
node20,node85,2
node93,node106,1
node13,node1,2
node9,node97,2
node135,node132,1
node137,node10,2
node54,node40,1
node84,node52,2
node13,node137,2
node82,node42,2
node25,node134,2
node124,node116,1
node133,node138,1
node70,node34,1
node64,node79,1
node119,node87,1
node61,node55,1
node96,node106,1
node8,node105,2
node112,node74,2
node9,node67,1
node148,node140,2
node52,node120,1
node61,node48,1
node121,node12,1
node82,node29,1
node78,node85,2
node139,node53,2
node20,node76,1
node108,node150,1
node103,node97,2
node39,node2,2
node39,node90,2
node115,node90,2
node145,node93,2
node93,node67,1
node33,node54,2
node78,node22,2
node107,node120,1
node3,node76,1
node20,node82,2
node13,node38,1
node4,node113,1
node109,node50,1
node110,node85,2
node20,node94,1
node112,node110,2
node108,node141,2
node112,node97,1
node143,node91,1
node78,node134,1
node30,node90,2
node15,node26,2
node66,node43,1
node17,node76,1
node49,node88,1
node21,node54,2
node96,node43,2
node113,node129,2
node24,node74,2
node32,node53,1
node138,node128,1
node126,node58,1
node67,node96,1
node110,node63,2
node148,node78,2
node50,node85,2
node126,node33,2
node126,node109,1
node16,node65,1
node85,node59,1
node95,node134,2
node49,node50,1
node78,node38,1
node112,node21,2
node116,node4,2
node36,node119,1
node106,node68,2
node86,node91,1
node96,node98,1
node82,node124,2
node124,node97,2
node1,node8,1
node67,node132,1
node9,node53,2
node71,node10,2
node141,node150,2
node131,node86,1
node82,node117,2
node113,node64,1
node133,node46,1
node117,node14,2
node148,node92,2
node63,node125,1
node116,node30,2
node74,node119,1
node92,node3,2
node19,node31,1
node29,node24,2
node25,node52,2
node60,node110,2
node140,node137,1
node81,node107,2
node110,node33,2
node15,node116,2
node41,node31,2
node10,node120,1
node15,node145,2
node70,node119,2
node30,node111,1
node47,node110,2
node99,node97,2
node51,node48,2
node54,node10,1
node59,node136,1
node64,node21,1
node94,node96,1
node11,node58,1
node10,node14,2
node111,node137,2
node41,node119,2
node75,node114,2
node95,node62,2
node145,node17,1
node55,node63,2
node2,node13,1
node58,node141,2
