from,to,layer
node27,node85,2
node96,node53,3
node40,node57,4
node3,node6,5
node29,node117,2
node18,node77,1
node67,node69,4
node63,node15,4
node30,node85,5
node7,node14,5
node36,node107,5
node11,node62,2
node67,node53,4
node90,node16,2
node20,node51,2
node23,node18,4
node12,node21,4
node95,node112,1
node92,node23,5
node29,node58,4
node71,node7,3
node39,node106,3
node86,node124,2
node31,node56,4
node91,node37,5
node14,node83,2
node42,node31,2
node93,node74,4
node43,node117,1
node106,node13,2
node62,node4,3
node27,node45,5
node83,node24,5
node59,node112,1
node38,node104,1
node87,node100,4
node31,node80,2
node64,node74,4
node109,node74,2
node86,node58,5
node43,node29,1
node89,node95,3
node70,node106,2
node8,node38,1
node110,node1,4
node65,node87,5
node120,node63,2
node2,node88,4
node73,node15,1
node60,node49,5
node50,node43,4
node87,node27,4
node101,node48,3
node91,node34,5
node101,node64,3
node116,node81,1
node85,node38,2
node14,node30,5
node86,node18,4
node61,node119,3
node118,node94,2
node14,node122,2
node96,node53,1
node28,node25,2
node112,node62,1
node54,node114,2
node104,node46,1
node57,node47,3
node1,node56,5
node124,node113,3
node88,node115,5
node108,node45,2
node63,node91,4
node10,node33,1
node29,node80,4
node40,node105,4
node115,node97,3
node22,node81,2
node104,node53,5
node90,node94,3
node94,node30,5
node42,node103,2
node67,node51,1
node3,node13,3
node88,node75,1
node73,node96,5
node74,node19,2
node26,node46,2
node98,node84,2
node78,node72,3
node56,node24,2
node106,node61,2
node31,node76,3
node124,node85,1
node29,node122,4
node67,node120,3
node113,node41,2
node63,node76,4
node67,node88,4
node52,node89,5
node74,node34,2
node68,node99,5
node21,node26,2
node110,node43,3
node75,node42,5
node105,node66,1
node115,node122,5
node47,node111,3
node48,node37,5
node64,node92,1
node22,node115,1
node109,node67,5
node16,node13,4
node93,node30,5
node68,node117,4
node20,node1,5
node61,node89,1
node91,node50,4
node82,node79,4
node34,node105,5
node67,node119,3
node107,node44,3
node96,node86,5
node92,node114,3
node79,node86,4
node111,node108,4
node41,node6,4
node39,node69,4
node37,node18,5
node20,node6,5
node50,node37,2
node69,node25,5
node45,node36,1
node17,node50,3
node32,node28,2
node20,node19,2
node89,node12,5
node60,node112,2
node56,node24,3
node19,node11,2
node39,node100,1
node77,node39,1
node55,node34,5
node69,node108,5
node7,node104,2
node27,node61,5
node122,node33,1
node106,node45,5
node82,node45,2
node124,node84,1
node117,node125,5
node4,node96,5
node55,node34,4
node15,node16,2
node46,node57,3
node96,node125,2
node35,node20,5
node125,node46,4
node85,node71,4
node37,node45,1
node29,node28,5
node86,node26,5
node11,node117,3
node30,node62,3
node43,node20,3
node100,node55,3
node121,node115,5
node81,node67,5
node12,node6,2
node60,node102,1
node7,node84,1
node44,node14,2
node55,node25,4
node13,node41,1
node114,node15,2
node112,node26,4
node10,node109,4
node32,node52,5
node116,node1,4
node116,node16,4
node102,node42,1
node81,node41,1
node110,node125,5
node5,node69,5
node84,node125,4
node56,node117,4
node79,node53,1
node58,node120,2
node21,node22,1
node56,node103,1
node2,node71,4
node112,node119,3
node37,node66,1
node56,node16,4
node97,node99,1
node34,node10,2
node35,node67,1
node58,node111,5
node88,node21,1
node70,node74,2
node108,node21,3
node115,node122,1
node63,node32,4
node9,node32,2
node72,node31,3
node118,node20,1
node117,node72,1
node26,node29,2
node94,node84,4
node6,node37,3
node53,node118,2
node58,node113,4
node9,node5,2
node76,node112,2
node98,node67,5
node73,node125,3
node70,node98,2
node118,node93,1
node125,node94,1
node47,node102,4
node32,node11,1
node31,node30,3
node27,node111,3
node25,node59,2
node120,node81,1
node13,node8,1
node18,node44,4
node67,node54,2
node111,node75,5
node87,node99,4
node7,node87,4
node112,node55,1
node7,node41,2
node26,node79,1
node40,node58,3
node65,node58,4
node101,node18,2
node113,node17,5
node63,node62,5
node30,node92,2
node87,node31,1
node38,node81,4
node28,node75,5
node87,node1,5
node71,node58,3
node44,node31,5
node11,node13,4
node55,node4,4
node106,node24,3
