from,to,layer
node5,node14,5
node19,node9,2
node9,node17,5
node13,node7,3
node2,node12,2
node12,node20,3
node12,node7,1
node17,node2,5
node17,node19,1
node10,node1,1
node4,node3,1
node14,node15,4
node15,node12,2
node20,node1,4
node4,node14,3
node14,node18,4
node10,node6,5
node4,node18,2
node8,node4,2
node5,node12,2
node10,node18,3
node18,node14,3
node18,node10,4
node20,node2,3
node14,node9,4
node4,node1,4
node11,node6,1
node6,node9,4
node18,node16,5
node18,node20,3
node3,node14,1
node16,node13,1
node19,node18,3
node11,node6,3
node9,node8,1
node9,node6,4
node1,node7,3
node16,node1,2
node6,node11,3
node16,node4,4
node3,node8,5
node7,node12,1
node6,node20,4
node20,node17,1
node15,node14,4
node9,node19,4
node1,node2,4
node10,node8,1
node7,node9,5
node12,node4,3
node19,node12,1
node15,node10,1
node16,node3,1
node17,node9,4
node14,node20,1
node17,node18,5
node17,node1,4
node4,node3,3
node18,node9,1
node5,node7,1
node5,node11,2
node5,node1,1
node2,node11,1
node8,node4,4
node12,node7,3
node14,node15,5
node10,node6,2
node12,node10,4
node2,node15,1
node6,node14,5
node16,node7,5
node15,node12,4
node20,node6,3
node12,node3,1
node2,node19,5
node16,node10,2
node15,node11,4
node19,node1,1
node11,node8,3
node10,node14,4
node12,node8,3
node15,node14,1
node7,node17,3
node4,node10,1
node20,node8,2
node12,node4,5
node19,node18,2
node17,node12,4
node6,node11,2
node10,node8,2
node10,node3,3
node11,node9,4
node3,node14,3
node19,node3,1
node14,node10,1
node9,node6,2
node12,node5,3
node19,node20,3
node3,node8,2
