from,to,layer
node69,node37,1
node72,node31,2
node28,node64,1
node74,node21,1
node118,node82,1
node13,node122,2
node45,node108,2
node50,node31,2
node21,node55,1
node54,node61,2
node110,node44,1
node25,node109,1
node34,node9,1
node64,node78,1
node99,node46,1
node89,node11,1
node29,node84,2
node39,node34,1
node121,node25,2
node34,node14,2
node27,node100,1
node54,node107,2
node90,node122,1
node12,node98,1
node9,node37,2
node50,node107,1
node66,node6,2
node40,node72,1
node55,node54,1
node46,node92,1
node50,node7,2
node80,node111,1
node119,node37,2
node57,node77,1
node52,node28,1
node123,node99,2
node54,node107,1
node31,node16,2
node32,node81,2
node86,node100,1
node6,node108,1
node54,node51,1
node23,node91,2
node108,node98,2
node33,node122,2
node118,node6,1
node109,node34,1
node108,node30,2
node22,node56,1
node39,node67,1
node77,node95,2
node99,node93,2
node78,node29,2
node89,node59,2
node9,node104,1
node47,node18,2
node32,node113,2
node54,node66,2
node1,node32,1
node44,node3,1
node94,node35,1
node83,node93,2
node76,node61,1
node93,node65,1
node89,node54,1
node22,node9,1
node61,node29,1
node26,node82,2
node124,node83,1
node76,node37,1
node15,node20,1
node65,node104,2
node69,node2,1
node118,node21,2
node93,node85,2
node14,node69,2
node93,node47,2
node32,node95,2
node103,node88,1
node50,node91,2
node107,node67,2
node64,node84,2
node125,node64,2
node81,node94,1
node22,node113,1
node51,node89,2
node44,node41,2
node97,node95,2
node60,node78,1
node109,node70,1
node35,node2,1
node65,node43,2
node84,node5,2
node107,node44,2
node24,node111,2
node101,node29,2
node124,node80,1
node43,node69,1
node61,node89,1
node118,node105,1
node66,node25,2
node25,node84,2
node27,node80,1
node98,node31,1
node23,node53,2
node93,node48,1
node101,node79,1
node38,node121,2
node83,node66,2
node77,node120,2
node104,node7,1
node125,node82,1
node108,node33,2
node27,node109,1
node11,node57,1
node89,node1,1
node62,node33,1
node20,node114,1
node19,node44,2
node104,node68,1
node30,node2,1
node81,node14,2
node56,node111,2
node47,node19,2
node102,node14,1
node120,node27,1
node52,node54,2
node35,node36,2
node44,node12,1
node10,node84,2
node103,node13,1
node39,node44,2
node24,node39,1
node88,node15,1
node113,node123,1
node104,node55,1
node59,node75,2
node116,node87,2
node64,node117,2
node13,node9,2
node16,node93,1
node116,node93,2
node121,node31,2
node24,node94,1
node125,node105,1
node39,node15,1
node12,node104,1
node82,node86,2
node31,node4,1
node24,node13,1
node120,node37,2
node45,node72,2
node110,node38,2
node101,node18,1
node38,node43,1
node91,node119,1
node25,node83,1
node125,node40,1
node111,node10,2
node56,node98,2
node74,node38,1
node70,node48,1
node99,node32,2
node105,node4,1
node25,node56,2
node39,node97,2
node34,node38,2
node48,node78,2
node38,node119,1
node42,node31,1
node41,node26,1
node87,node20,1
node117,node34,2
node34,node69,1
node82,node77,1
node73,node26,1
node42,node52,1
node100,node1,2
node95,node119,1
node13,node45,1
node95,node80,1
node7,node36,1
node114,node117,2
node61,node124,1
node95,node35,2
node63,node9,1
node3,node13,1
node9,node60,1
node43,node121,1
node115,node30,2
node30,node77,1
node112,node14,1
node112,node8,1
node30,node10,1
node22,node7,1
node87,node3,1
node113,node9,2
node45,node91,1
node46,node60,1
node123,node1,1
node19,node110,1
node41,node32,2
node113,node74,1
node62,node1,2
node56,node89,2
node119,node77,1
node24,node121,1
node47,node3,2
node111,node118,2
node112,node58,2
node24,node113,2
node121,node52,2
node45,node85,2
node13,node82,1
node17,node48,2
node79,node59,2
node92,node43,2
node119,node24,1
node66,node30,1
node46,node50,2
node110,node80,2
node96,node79,1
node77,node49,1
node21,node35,1
node16,node91,2
node121,node117,2
node14,node49,1
node9,node39,2
node32,node63,2
node124,node2,1
node21,node55,2
node115,node100,1
node58,node4,1
node47,node67,2
node46,node66,2
node49,node74,2
node82,node4,2
node40,node82,1
node52,node55,2
node102,node2,1
node34,node121,1
node9,node55,2
node22,node94,2
node117,node48,1
node53,node30,2
node6,node7,2
node46,node29,2
node71,node82,2
node35,node125,1
