from,to,layer
node13,node39,2
node42,node54,4
node77,node38,1
node91,node43,4
node27,node16,4
node17,node63,4
node72,node25,3
node79,node1,1
node84,node86,1
node23,node20,3
node93,node6,5
node52,node100,1
node4,node95,1
node16,node33,1
node41,node10,5
node19,node86,2
node31,node64,1
node67,node73,3
node89,node17,2
node7,node94,3
node20,node68,5
node88,node70,2
node17,node66,3
node68,node86,4
node18,node14,5
node97,node19,5
node74,node25,2
node3,node15,4
node56,node79,3
node12,node58,2
node87,node47,2
node100,node70,3
node14,node24,1
node54,node85,5
node9,node53,3
node16,node36,2
node5,node32,2
node100,node62,2
node94,node26,2
node46,node4,2
node52,node47,3
node11,node91,3
node24,node37,4
node78,node62,1
node71,node83,4
node58,node48,1
node85,node88,3
node63,node49,3
node63,node30,1
node89,node12,3
node84,node30,1
node96,node5,1
node33,node19,5
node47,node40,5
node92,node79,3
node13,node41,2
node67,node54,5
node36,node59,5
node37,node17,2
node91,node26,3
node22,node77,4
node98,node55,5
node40,node86,3
node64,node2,3
node89,node16,2
node94,node16,1
node67,node52,1
node5,node59,4
node71,node37,1
node37,node92,1
node94,node39,4
node79,node61,2
node8,node58,3
node82,node97,5
node85,node42,1
node71,node66,4
node1,node36,3
node80,node75,3
node97,node29,3
node31,node80,2
node74,node44,3
node82,node72,4
node99,node60,5
node57,node66,2
node90,node93,2
node89,node38,1
node41,node16,2
node66,node34,4
node73,node53,5
node30,node82,1
node19,node100,4
node91,node51,4
node21,node29,2
node7,node27,5
node69,node85,1
node70,node34,5
node38,node80,2
node57,node3,1
node24,node17,3
node4,node54,3
node10,node54,4
node76,node65,4
node93,node32,5
node57,node99,2
node13,node40,4
node87,node73,4
node55,node57,3
node18,node4,5
node73,node100,2
node93,node16,1
node54,node34,5
node48,node37,2
node69,node37,4
node4,node29,3
node19,node63,3
node94,node32,5
node56,node28,3
node23,node90,5
node72,node73,2
node100,node79,1
node78,node61,1
node46,node69,1
node55,node43,5
node54,node3,1
node12,node81,2
node63,node98,4
node62,node87,2
node25,node21,2
node26,node39,1
node38,node80,1
node89,node5,3
node18,node46,5
node58,node81,2
node48,node99,2
node23,node97,5
node97,node92,3
node87,node44,1
node58,node49,4
node31,node32,3
node27,node70,2
node33,node12,1
node67,node57,1
node46,node26,1
node86,node22,4
node15,node1,5
node76,node20,3
node2,node29,2
node6,node84,2
node2,node25,5
node78,node58,5
node2,node84,3
node75,node41,4
node68,node97,4
node90,node68,2
node44,node87,2
node56,node11,4
node16,node53,2
node24,node40,3
node96,node72,2
node21,node95,2
node15,node25,4
node83,node38,5
node61,node16,2
node46,node25,5
node16,node77,4
node28,node49,4
node15,node56,4
node39,node60,4
node21,node35,4
node71,node62,3
node13,node8,3
