from,to,layer
node31,node162,2
node1,node42,2
node90,node150,1
node14,node240,1
node172,node145,2
node92,node229,2
node29,node79,2
node229,node122,1
node172,node238,2
node176,node161,1
node244,node109,2
node25,node91,2
node232,node104,1
node241,node20,2
node60,node62,1
node34,node38,2
node183,node173,2
node163,node133,1
node91,node53,2
node180,node198,1
node76,node111,1
node181,node102,2
node121,node49,2
node96,node145,2
node222,node232,1
node22,node61,2
node90,node112,1
node117,node39,2
node48,node85,1
node61,node247,2
node190,node66,2
node159,node167,2
node125,node244,1
node215,node220,2
node164,node244,2
node122,node221,1
node181,node10,1
node10,node22,1
node38,node106,1
node90,node20,2
node65,node126,1
node178,node83,2
node182,node183,1
node191,node35,1
node179,node84,1
node159,node206,1
node242,node46,1
node185,node201,2
node157,node198,2
node158,node150,2
node217,node134,2
node131,node220,2
node147,node94,1
node224,node29,1
node99,node209,1
node141,node124,1
node116,node64,1
node220,node206,2
node109,node221,2
node38,node153,2
node39,node199,2
node120,node63,2
node244,node97,2
node225,node196,1
node233,node190,2
node174,node110,2
node176,node85,1
node169,node7,1
node145,node227,1
node39,node21,2
node104,node217,1
node198,node123,2
node141,node28,1
node120,node81,2
node76,node119,1
node160,node17,1
node12,node188,1
node87,node250,1
node75,node100,1
node145,node94,2
node209,node28,2
node42,node233,2
node57,node62,2
node163,node109,2
node74,node20,2
node111,node90,2
node227,node71,2
node8,node202,1
node202,node247,1
node20,node22,1
node74,node91,1
node149,node194,2
node185,node161,2
node70,node205,1
node104,node243,2
node47,node167,1
node128,node148,2
node242,node197,2
node27,node127,2
node98,node1,2
node189,node25,2
node4,node165,1
node19,node34,1
node74,node181,2
node213,node159,1
node238,node126,1
node22,node119,1
node47,node216,2
node112,node56,1
node247,node244,1
node83,node149,1
node219,node50,1
node9,node86,1
node78,node165,2
node248,node233,2
node61,node98,2
node230,node224,2
node213,node69,1
node246,node89,2
node134,node133,2
node177,node246,2
node138,node122,2
node82,node184,1
node40,node245,2
node218,node155,1
node62,node18,1
node162,node78,2
node165,node111,1
node163,node243,1
node15,node65,2
node62,node52,2
node168,node7,1
node128,node158,1
node84,node238,2
node243,node236,2
node30,node119,2
node36,node141,2
node96,node86,1
node83,node217,1
node228,node58,1
node214,node250,1
node141,node128,2
node185,node2,2
node138,node79,1
node120,node6,1
node107,node181,2
node9,node55,2
node158,node5,2
node128,node240,1
node67,node83,1
node114,node30,1
node64,node201,2
node129,node6,1
node205,node157,2
node31,node209,2
node170,node119,2
node244,node9,2
node7,node122,2
node247,node2,2
node57,node202,1
node94,node8,1
node144,node199,2
node123,node25,2
node51,node33,2
node192,node122,2
node177,node146,1
node152,node50,2
node11,node176,1
node36,node173,1
node201,node93,1
node44,node129,2
node16,node9,2
node122,node15,2
node222,node8,2
node250,node79,1
node86,node132,2
node124,node42,2
