from,to,layer
node125,node19,1
node107,node34,2
node40,node129,2
node29,node181,2
node241,node108,2
node183,node93,1
node219,node78,1
node36,node173,2
node28,node217,2
node72,node239,2
node142,node165,1
node123,node188,2
node68,node156,1
node8,node87,1
node162,node230,1
node114,node40,1
node78,node226,1
node15,node68,1
node236,node44,1
node215,node105,2
node100,node187,2
node214,node48,1
node73,node184,1
node227,node127,1
node232,node66,1
node18,node2,1
node34,node126,2
node250,node209,2
node121,node124,1
node155,node136,1
node40,node58,2
node23,node25,2
node131,node220,2
node28,node241,2
node174,node88,1
node147,node223,2
node91,node54,1
node85,node195,2
node244,node119,2
node76,node13,2
node83,node35,1
node160,node215,2
node106,node231,2
node163,node195,1
node199,node83,2
node29,node191,2
node186,node222,2
node227,node125,2
node97,node201,2
node27,node82,1
node86,node178,2
node246,node213,1
node148,node182,1
node166,node78,2
node223,node10,2
node137,node177,2
node238,node15,2
node243,node149,2
node244,node70,1
node18,node132,2
node208,node244,1
node235,node64,1
node130,node46,1
node219,node177,2
node131,node238,2
node219,node34,2
node160,node212,1
node140,node65,2
node204,node192,2
node53,node141,2
node6,node85,1
node206,node71,1
node45,node221,1
node240,node176,2
node172,node39,2
node76,node65,2
node159,node6,2
node220,node230,1
node176,node172,2
node101,node163,2
node159,node218,1
node73,node187,1
node66,node73,1
node53,node110,1
node178,node128,2
node85,node65,2
node207,node168,2
node135,node199,2
node151,node18,1
node131,node200,2
node139,node202,2
node7,node97,2
node185,node83,1
node57,node122,2
node134,node243,2
node96,node12,2
node93,node129,1
node242,node240,2
node89,node197,2
node226,node122,2
node161,node39,1
node148,node15,1
node58,node85,1
node215,node172,2
node154,node39,2
node250,node201,2
node175,node186,1
node250,node183,2
node93,node15,1
node14,node177,1
node176,node217,1
node240,node206,1
node78,node194,1
node14,node21,2
node99,node172,2
node115,node109,2
node95,node128,2
node157,node41,2
node2,node181,1
node94,node247,1
node208,node188,1
node2,node87,2
node178,node71,1
node201,node248,2
node246,node41,2
node14,node193,1
node224,node177,1
node57,node149,2
node60,node3,2
node132,node202,2
node167,node169,1
node23,node234,2
node30,node82,1
node19,node230,1
node206,node192,1
node102,node17,1
node153,node77,2
node56,node155,2
node64,node178,2
node218,node7,1
node207,node149,2
node149,node17,2
node57,node200,1
node85,node127,2
node160,node106,2
node250,node175,2
node178,node130,2
node154,node242,1
node92,node143,1
node78,node139,1
node20,node221,1
node85,node49,1
node187,node77,2
node211,node238,2
node105,node117,2
node149,node147,1
node139,node199,2
node30,node147,2
node190,node219,2
node8,node22,2
node83,node207,2
node1,node49,2
node235,node76,2
node219,node205,2
node169,node69,2
node215,node169,2
node113,node78,1
node7,node109,1
node237,node91,1
node157,node40,1
node151,node61,1
node168,node170,2
node19,node184,2
node225,node59,1
node161,node176,2
node143,node159,2
node147,node7,1
node152,node196,2
node74,node13,2
node26,node50,2
node148,node115,1
node81,node158,1
node236,node179,1
node168,node123,2
node223,node168,2
node120,node116,1
node3,node135,1
node227,node241,1
node135,node28,2
node14,node130,1
node233,node79,1
node72,node14,1
node60,node239,2
node60,node149,2
node222,node228,1
node119,node133,1
node209,node87,1
node235,node160,2
node234,node241,1
node64,node20,2
node136,node57,1
node91,node52,2
