from,to,layer
node5,node3,1
node1,node24,1
node24,node19,1
node5,node4,1
node13,node28,2
node5,node7,2
node5,node20,1
node17,node12,2
node9,node16,2
node12,node9,1
node25,node2,1
node22,node5,2
node11,node17,1
node28,node26,2
node14,node8,2
node6,node5,1
node17,node30,2
node25,node17,2
node14,node11,1
node7,node28,2
node13,node27,1
node27,node17,1
node8,node26,1
node25,node13,2
node6,node4,1
node24,node8,2
node21,node16,2
node17,node28,2
node9,node5,1
node7,node25,1
node18,node27,2
node1,node23,2
node22,node23,1
node19,node1,2
node5,node4,2
node1,node14,1
node16,node13,2
node16,node21,1
node30,node22,1
node16,node3,2
node10,node23,2
node8,node19,2
node28,node7,1
node30,node23,2
node2,node20,1
node30,node26,1
node8,node28,1
node7,node16,2
node16,node30,1
node22,node5,1
node26,node18,2
node25,node7,2
node10,node18,2
node11,node25,2
node29,node1,1
node7,node25,2
node20,node14,2
node15,node4,1
node22,node15,1
node1,node8,2
node25,node20,1
node27,node24,2
node23,node3,1
node14,node6,2
node4,node24,1
node2,node8,1
node26,node24,2
node10,node23,1
node1,node11,2
node22,node9,2
node2,node20,2
node26,node16,1
node22,node27,2
node8,node26,2
node23,node18,2
node26,node10,2
node15,node6,1
node15,node29,1
node14,node15,2
node11,node8,2
node27,node6,1
node28,node27,2
node20,node26,2
node16,node9,1
node26,node22,2
node17,node29,2
node4,node9,2
node19,node2,2
node18,node21,2
node1,node25,2
node3,node11,2
node7,node24,1
node12,node14,2
node16,node1,1
node17,node10,1
node17,node26,2
node23,node5,1
node30,node11,1
node27,node3,1
