from,to,layer
node7,node47,3
node67,node99,2
node55,node64,4
node109,node10,1
node110,node102,3
node48,node93,2
node107,node20,5
node66,node10,2
node114,node108,4
node114,node76,1
node110,node24,5
node3,node54,1
node83,node78,5
node54,node89,4
node52,node74,2
node25,node111,2
node11,node75,5
node35,node68,2
node19,node52,1
node36,node112,3
node54,node69,2
node110,node38,5
node35,node101,5
node121,node83,2
node79,node122,4
node27,node98,2
node114,node80,4
node38,node7,1
node28,node104,3
node63,node13,5
node108,node82,5
node73,node10,4
node113,node32,4
node87,node80,1
node113,node81,5
node32,node62,1
node87,node62,5
node64,node114,1
node123,node43,2
node98,node113,4
node124,node64,1
node90,node17,5
node106,node52,5
node114,node39,2
node22,node35,1
node88,node102,1
node122,node25,2
node63,node41,5
node52,node107,3
node87,node22,4
node86,node47,3
node113,node55,5
node87,node109,3
node21,node113,5
node84,node15,4
node46,node38,4
node103,node69,5
node92,node38,3
node39,node47,4
node79,node34,4
node110,node24,2
node65,node117,5
node95,node12,1
node22,node101,3
node32,node107,1
node24,node9,3
node72,node13,5
node36,node75,2
node55,node18,2
node94,node43,1
node29,node41,1
node122,node56,5
node90,node46,1
node108,node63,3
node99,node49,4
node2,node45,3
node43,node96,4
node47,node98,3
node77,node58,1
node5,node25,5
node75,node71,3
node17,node1,3
node22,node28,4
node87,node5,3
node50,node30,2
node43,node113,5
node103,node11,2
node27,node11,5
node108,node16,5
node45,node59,1
node35,node26,1
node68,node107,3
node63,node85,1
node96,node82,2
node33,node43,5
node11,node28,5
node78,node22,1
node76,node115,1
node14,node17,4
node10,node56,3
node49,node88,3
node57,node12,5
node91,node52,2
node54,node55,4
node51,node41,2
node120,node99,1
node5,node70,1
node30,node35,4
node102,node101,5
node47,node54,5
node112,node125,2
node54,node55,5
node76,node54,3
node50,node52,2
node87,node112,1
node28,node24,3
node59,node45,4
node116,node90,5
node6,node58,5
node108,node81,1
node86,node27,5
node110,node111,4
node13,node64,2
node11,node45,1
node23,node79,1
node49,node35,5
node95,node65,4
node94,node77,3
node31,node80,1
node17,node97,1
node82,node116,3
node1,node47,1
node51,node59,3
node62,node26,1
node100,node44,3
node66,node78,1
node98,node67,4
node36,node93,3
node49,node81,3
node45,node96,3
node67,node59,1
node31,node97,4
node120,node77,3
node56,node40,3
node29,node74,5
node91,node53,3
node26,node28,3
node1,node36,3
node90,node77,2
node11,node71,4
node21,node104,2
node115,node98,3
node33,node20,4
node66,node124,3
node83,node19,1
node37,node29,2
node28,node88,2
node77,node60,1
node12,node74,1
node122,node56,2
node105,node64,5
node1,node44,2
node94,node45,3
node38,node8,5
node73,node33,4
node104,node44,4
node11,node5,1
node85,node14,4
node1,node51,4
node25,node104,2
node110,node45,3
node24,node96,1
node121,node116,4
node47,node98,1
node52,node7,3
node48,node3,2
node37,node107,1
node19,node120,4
node54,node103,1
node118,node74,3
node60,node12,5
node96,node2,3
node79,node36,3
node85,node125,2
node78,node27,2
node56,node63,3
node20,node63,1
node46,node90,3
node60,node59,2
node119,node75,5
node27,node87,1
node58,node13,3
node70,node62,5
node66,node108,2
node55,node58,3
node112,node31,3
node6,node83,3
node109,node58,2
node22,node38,3
node49,node71,4
node73,node26,3
node17,node119,5
node99,node34,4
node9,node86,3
node83,node73,5
node65,node7,3
node14,node20,2
node77,node4,3
node118,node119,1
node120,node123,3
node20,node55,5
node95,node56,2
node31,node41,2
node13,node31,3
node34,node107,4
node117,node118,2
node52,node35,2
node90,node35,1
node34,node2,3
node26,node96,3
node82,node59,5
node115,node5,5
node36,node107,3
node54,node34,4
node39,node53,1
node18,node67,2
node40,node90,4
node124,node102,1
node47,node48,5
node17,node47,3
node21,node83,1
node60,node107,5
node20,node117,5
node22,node55,3
node69,node60,4
node49,node35,1
node84,node49,3
node18,node121,2
node80,node1,1
node101,node48,3
node93,node92,2
node78,node33,2
node102,node6,5
node98,node31,5
node35,node124,1
node16,node44,3
node3,node58,1
node86,node22,3
node98,node20,2
