from,to,layer
node45,node136,1
node62,node140,2
node85,node72,2
node94,node29,2
node139,node114,2
node126,node117,1
node70,node28,2
node107,node125,2
node104,node118,2
node1,node17,2
node79,node130,2
node79,node28,1
node78,node109,1
node8,node138,1
node141,node3,2
node133,node137,1
node8,node67,1
node65,node83,2
node65,node148,1
node17,node59,2
node86,node127,2
node7,node62,1
node135,node59,1
node139,node60,1
node31,node126,2
node133,node16,2
node107,node35,2
node121,node88,2
node58,node11,1
node7,node97,1
node31,node105,2
node21,node107,1
node104,node30,1
node41,node16,1
node27,node18,1
node141,node101,1
node112,node32,2
node94,node13,1
node102,node96,1
node125,node45,2
node19,node59,2
node24,node37,1
node90,node47,2
node94,node2,1
node126,node86,2
node103,node81,2
node35,node67,1
node77,node11,1
node54,node5,2
node18,node80,2
node95,node67,1
node71,node99,2
node76,node42,1
node5,node98,1
node90,node70,2
node114,node72,1
node61,node89,2
node137,node114,2
node146,node126,2
node98,node53,1
node57,node89,1
node68,node129,1
node70,node50,2
node133,node95,1
node51,node12,2
node79,node84,2
node129,node119,2
node50,node18,2
node120,node12,2
node87,node94,2
node102,node113,2
node100,node52,1
node30,node93,1
node19,node33,1
node63,node117,1
node24,node54,1
node39,node55,1
node12,node33,2
node92,node33,2
node66,node96,2
node69,node23,2
node30,node134,2
node134,node83,2
node34,node126,1
node75,node39,2
node44,node14,1
node70,node78,2
node68,node134,1
node64,node76,2
node11,node137,2
node74,node70,2
node39,node119,1
node136,node82,2
node81,node132,2
node43,node10,2
node44,node145,1
node91,node73,1
node90,node75,2
node22,node8,1
node67,node29,1
node114,node69,1
node76,node31,1
node38,node3,1
node13,node12,1
node11,node48,2
node116,node27,2
node76,node82,1
node97,node66,1
node1,node42,2
node76,node121,1
node25,node30,1
node111,node135,1
node63,node58,1
node102,node8,1
node133,node70,1
node57,node29,1
node113,node71,2
node32,node35,2
node141,node126,1
node58,node79,1
node25,node19,1
node113,node104,1
node100,node69,1
node120,node77,1
node16,node72,1
node146,node89,2
node44,node43,2
node93,node128,2
node104,node58,2
node72,node35,2
node123,node12,2
node109,node20,2
node142,node57,1
node42,node40,1
node80,node112,1
node142,node125,2
node113,node117,2
node115,node124,2
node1,node108,2
node21,node142,2
node105,node136,1
node145,node81,2
node14,node145,1
node3,node7,1
node97,node15,1
node106,node22,1
node83,node138,2
node35,node99,1
node82,node66,2
node150,node51,1
node137,node123,1
node40,node23,1
node76,node53,1
node24,node85,1
node114,node94,2
node139,node122,2
node64,node106,2
node83,node16,1
node138,node146,2
node129,node90,2
node80,node39,2
node129,node141,2
node93,node119,1
node65,node101,1
node49,node48,1
node73,node59,1
node30,node18,2
node97,node129,2
node111,node115,1
node43,node145,1
node115,node17,1
node139,node146,1
node16,node40,2
node64,node139,1
node47,node111,1
node4,node83,1
node42,node123,2
node53,node92,2
node45,node59,1
node9,node34,1
node111,node47,2
node73,node147,2
node89,node111,1
node13,node37,1
node94,node19,1
node35,node150,1
node96,node140,1
node87,node124,1
node94,node126,1
node67,node54,1
node110,node6,1
node131,node81,1
node78,node48,2
node36,node63,1
node145,node127,1
node132,node46,2
node119,node71,1
node71,node112,2
node59,node84,1
node77,node86,1
node96,node48,2
node31,node133,2
node123,node77,2
node40,node10,2
