from,to,layer
node16,node1,2
node7,node22,2
node29,node21,2
node6,node12,2
node27,node2,2
node5,node20,1
node16,node11,1
node28,node26,1
node6,node10,2
node9,node24,2
node13,node10,2
node26,node12,1
node18,node28,1
node10,node4,1
node13,node27,2
node3,node9,2
node6,node18,2
node25,node23,1
node23,node25,1
node30,node20,2
node29,node17,2
node1,node28,2
node13,node30,1
node3,node11,2
node1,node17,2
node29,node19,2
node2,node17,1
node24,node11,2
node7,node4,1
node25,node14,1
node6,node18,1
node30,node18,2
node18,node24,2
node21,node18,2
node8,node16,2
node22,node16,1
node23,node5,2
node23,node18,2
node24,node25,1
node4,node7,2
node10,node25,2
node2,node26,2
node23,node22,1
node7,node24,2
node9,node19,2
node4,node30,1
node21,node20,1
node22,node16,2
node9,node22,1
node8,node13,1
node13,node5,2
node26,node19,2
node4,node2,1
node19,node6,2
node20,node8,2
node19,node27,1
node23,node22,2
node25,node26,2
node14,node8,2
node8,node19,1
node26,node1,1
node11,node2,1
node18,node19,1
node22,node3,1
node28,node29,2
node15,node28,1
node17,node20,2
node29,node22,1
node18,node29,1
node11,node4,2
node26,node4,1
node5,node8,2
node21,node16,1
node26,node13,1
node28,node19,1
node6,node17,2
node29,node20,1
node15,node3,1
node22,node13,2
node14,node28,2
node9,node8,2
node13,node22,2
node17,node12,2
node30,node29,2
node15,node24,2
node28,node10,1
node4,node15,1
node13,node7,2
node17,node7,2
node13,node21,1
node24,node25,2
node24,node28,2
node2,node13,2
node24,node15,2
node13,node15,1
node21,node23,1
node12,node7,2
node14,node9,1
node27,node19,1
