from,to,layer
node12,node9,2
node3,node21,2
node11,node16,1
node37,node3,5
node44,node14,1
node38,node18,4
node3,node20,1
node19,node27,3
node21,node34,2
node31,node14,1
node25,node16,5
node19,node13,5
node23,node3,2
node14,node13,5
node32,node22,4
node24,node30,3
node31,node20,4
node25,node32,5
node1,node48,1
node48,node44,4
node7,node11,1
node39,node31,2
node11,node42,3
node49,node21,2
node30,node36,5
node26,node50,5
node42,node1,1
node5,node28,1
node10,node47,2
node8,node9,5
node34,node41,4
node21,node45,1
node8,node35,3
node30,node9,5
node38,node10,4
node14,node32,3
node44,node47,1
node38,node19,4
node46,node19,1
node32,node28,4
node3,node44,2
node5,node30,1
node38,node19,5
node27,node28,5
node45,node1,5
node16,node10,5
node46,node29,4
node42,node34,2
node10,node6,1
node45,node33,2
node26,node16,4
node22,node40,2
node19,node40,3
node43,node12,4
node11,node12,1
node45,node38,5
node41,node11,3
node40,node19,2
node28,node45,5
node39,node45,3
node25,node19,2
node5,node19,3
node34,node13,2
node18,node37,2
node19,node14,1
node7,node2,4
node23,node4,4
node32,node10,2
node4,node39,1
node11,node24,2
node33,node32,3
node3,node27,1
node35,node2,1
node2,node45,5
node22,node49,3
node22,node37,5
node6,node45,4
node10,node7,4
node21,node50,2
node19,node4,2
node45,node39,3
node45,node39,5
node26,node18,2
node16,node39,5
node20,node31,5
node49,node14,5
node5,node12,2
node32,node34,4
node6,node9,1
node34,node21,3
node4,node12,3
node23,node13,3
node29,node25,1
node13,node29,1
node38,node13,2
node35,node39,4
node10,node32,1
node35,node14,2
node2,node50,2
node16,node40,4
node37,node27,4
node28,node14,5
node14,node8,3
node6,node17,1
node38,node6,3
node35,node44,3
node45,node18,4
node10,node17,3
node14,node27,3
node16,node50,4
node14,node40,5
node37,node6,5
node20,node36,1
node13,node48,2
node19,node17,1
node5,node20,3
node46,node41,5
node12,node36,3
node14,node27,4
node42,node18,3
node38,node7,5
node46,node25,4
node48,node40,4
node17,node14,1
node19,node13,2
node25,node31,4
node22,node14,3
node37,node10,5
node47,node22,1
node48,node31,1
node8,node46,4
node37,node9,5
node45,node22,1
node29,node28,3
node20,node28,4
node47,node46,5
node11,node43,1
node50,node13,5
node29,node45,5
node7,node24,4
node43,node19,5
node6,node15,3
node6,node3,2
node31,node35,5
node47,node43,2
node17,node31,3
node43,node32,2
node34,node13,4
node32,node11,2
node16,node48,2
node41,node6,2
node40,node46,2
node40,node7,3
node35,node23,2
node4,node20,2
node13,node39,5
node45,node23,5
node19,node47,5
node5,node4,3
node28,node14,3
node25,node42,2
node40,node36,2
node35,node47,4
node33,node37,3
node25,node24,3
node46,node39,4
node5,node23,3
node46,node30,3
node32,node27,5
node14,node29,5
node5,node19,4
node7,node38,4
node26,node19,4
node38,node5,2
node18,node20,4
node20,node48,5
node50,node32,3
node27,node29,1
node8,node9,2
node19,node12,5
node16,node22,2
node47,node4,3
node4,node36,2
node43,node16,2
node34,node8,1
node48,node3,4
node8,node2,5
node44,node35,3
node14,node34,4
node15,node6,3
node42,node16,4
node38,node44,4
node9,node4,4
node31,node40,3
node33,node7,2
node12,node48,1
node3,node41,3
node31,node12,5
node19,node44,2
node31,node19,2
node37,node3,3
node42,node43,1
node9,node35,5
node21,node20,2
node8,node36,1
node40,node50,1
node28,node25,2
node1,node18,4
node23,node44,1
node16,node44,3
node38,node34,5
node11,node49,5
node49,node5,4
node48,node33,4
node46,node41,3
node29,node6,1
node15,node2,1
node27,node32,3
node44,node14,2
node41,node5,3
node29,node26,2
node39,node20,4
node43,node32,5
node8,node16,2
node31,node17,1
node7,node6,3
node42,node39,5
node45,node4,5
node47,node19,5
node10,node16,5
node24,node8,5
node39,node40,1
node24,node32,3
node32,node4,3
node30,node10,3
node8,node31,3
node17,node4,1
node31,node10,5
node34,node19,2
node32,node11,5
node38,node21,4
node19,node28,4
node10,node12,2
node37,node33,3
node40,node23,2
node47,node4,2
node34,node6,5
node12,node46,4
node41,node19,3
