from,to,layer
node49,node8,2
node8,node36,3
node39,node16,5
node8,node50,5
node47,node43,3
node41,node35,4
node2,node21,5
node5,node36,3
node10,node19,1
node26,node7,5
node18,node20,1
node24,node39,1
node22,node29,4
node4,node31,4
node41,node3,5
node42,node20,2
node37,node35,1
node15,node42,4
node3,node47,5
node17,node38,5
node18,node1,5
node18,node48,1
node37,node23,5
node16,node33,2
node39,node32,5
node45,node35,2
node43,node48,2
node39,node41,5
node4,node2,4
node29,node5,5
node48,node15,5
node8,node33,1
node15,node31,4
node23,node2,5
node35,node18,2
node19,node49,5
node13,node33,5
node40,node49,2
node1,node27,3
node1,node6,4
node9,node42,3
node5,node2,2
node35,node3,1
node9,node19,5
node49,node48,2
node47,node35,5
node38,node28,4
node32,node40,4
node14,node11,2
node6,node38,2
node5,node17,1
node37,node16,4
node28,node48,2
node41,node19,5
node48,node38,4
node42,node26,2
node34,node19,5
node14,node47,3
node22,node10,3
node42,node43,2
node24,node33,4
node4,node37,1
node6,node32,3
node36,node12,4
node39,node19,1
node35,node21,4
node4,node16,2
node35,node43,3
node6,node20,4
node25,node15,2
node20,node24,5
node31,node40,4
node7,node32,4
node1,node43,5
node50,node2,2
node46,node6,2
node9,node43,2
node39,node25,2
node2,node18,4
node21,node33,1
node7,node17,5
node36,node15,1
node30,node3,1
node22,node44,4
node3,node5,2
node4,node32,3
node6,node13,4
node48,node33,3
node50,node28,4
node2,node5,1
node14,node46,3
node4,node22,2
node34,node20,4
node28,node7,4
node6,node29,1
node16,node40,3
node3,node22,2
node21,node30,2
node45,node15,5
node37,node43,5
node10,node3,2
node36,node45,1
node36,node38,3
node48,node20,3
node4,node17,1
node50,node14,2
node42,node36,3
node31,node5,1
node10,node21,5
node33,node23,5
node37,node11,4
node28,node49,2
node32,node20,5
node23,node15,1
node20,node11,1
node20,node25,1
node10,node4,5
node36,node47,5
node44,node28,3
node38,node22,2
node8,node23,1
node24,node42,4
node49,node30,5
node18,node14,3
node36,node24,4
node39,node18,2
node23,node16,1
node28,node38,2
node43,node24,3
node18,node45,5
node18,node50,4
node16,node10,1
node22,node29,3
node4,node20,2
node50,node43,1
node29,node5,3
node31,node27,2
node7,node44,1
node12,node38,2
node11,node24,3
node34,node22,2
node19,node33,2
node32,node25,5
node45,node29,2
node32,node5,1
node43,node14,4
node35,node21,3
node48,node45,3
node3,node16,1
node16,node45,4
node1,node38,3
node14,node42,2
node30,node29,5
node41,node10,3
node16,node50,4
node28,node38,1
node44,node12,4
node3,node4,1
node39,node3,2
node28,node38,4
node17,node10,2
node3,node26,1
node16,node37,2
node27,node23,2
node20,node4,3
node45,node11,1
node21,node27,1
node11,node4,2
node45,node48,2
node33,node38,4
node32,node3,1
node21,node7,5
node49,node13,3
node45,node1,5
node50,node23,3
node32,node13,4
node6,node9,2
node32,node49,4
node29,node31,5
node43,node3,2
node48,node11,3
node46,node26,4
node14,node34,1
node34,node21,2
node15,node5,3
node39,node24,1
node28,node49,5
node11,node41,4
node28,node32,1
node16,node21,5
node23,node6,3
node24,node28,1
node34,node23,5
node36,node30,5
node44,node36,2
node18,node50,2
node29,node25,3
node37,node32,5
node11,node45,2
node8,node31,1
node29,node43,1
node17,node26,5
node47,node19,2
node43,node27,1
node10,node25,1
node50,node32,3
node41,node50,5
node19,node1,4
node42,node32,2
node5,node37,2
node32,node24,1
node35,node39,4
node22,node47,2
node44,node23,4
node25,node10,2
node20,node33,2
node26,node16,5
node10,node3,1
node22,node39,4
node44,node10,3
node42,node26,5
node45,node42,2
node31,node10,3
node41,node49,3
node31,node35,2
node46,node24,5
node43,node24,5
node11,node22,1
node9,node26,4
node30,node3,3
node28,node42,3
node50,node27,1
node2,node14,4
node14,node42,1
node13,node22,3
node22,node12,5
node42,node6,5
node11,node9,2
node38,node35,3
node25,node3,1
node17,node10,5
node22,node20,5
node4,node5,5
node46,node34,4
node21,node24,2
node18,node6,5
node2,node15,4
node8,node18,3
node20,node29,3
