from,to,layer
node15,node37,5
node44,node5,2
node24,node38,3
node42,node1,1
node30,node44,2
node12,node11,1
node9,node25,3
node17,node24,4
node5,node33,1
node30,node41,5
node43,node39,1
node49,node38,2
node2,node9,2
node35,node15,1
node5,node41,4
node17,node28,1
node14,node10,1
node49,node17,3
node15,node40,4
node4,node39,5
node43,node34,5
node36,node9,2
node45,node48,1
node41,node47,2
node43,node6,5
node25,node29,1
node2,node7,2
node45,node25,2
node43,node32,4
node45,node3,4
node30,node27,4
node9,node39,2
node50,node22,4
node29,node13,5
node23,node30,2
node5,node40,5
node40,node42,3
node38,node1,2
node31,node43,1
node14,node27,5
node29,node32,1
node33,node25,5
node47,node4,3
node16,node49,3
node18,node50,5
node48,node17,2
node24,node8,4
node30,node48,1
node28,node41,1
node11,node21,2
node43,node16,4
node24,node8,1
node26,node32,1
node29,node47,3
node7,node28,3
node15,node5,1
node42,node30,5
node22,node21,4
node24,node4,4
node31,node47,1
node47,node25,1
node27,node37,2
node27,node49,5
node24,node44,2
node25,node2,4
node2,node38,5
node38,node14,1
node21,node39,1
node49,node13,5
node18,node6,2
node4,node34,3
node29,node38,2
node45,node21,1
node22,node40,2
node26,node33,5
node3,node36,2
node24,node13,4
node14,node30,5
node29,node49,2
node36,node33,1
node50,node35,1
node10,node6,1
node46,node9,4
node14,node22,4
node1,node27,4
node15,node7,2
node48,node40,4
node33,node14,3
node34,node23,4
node33,node1,1
node17,node35,1
node13,node44,2
node44,node30,3
node12,node16,2
node32,node39,5
node34,node13,5
node5,node3,5
node21,node38,2
node19,node30,2
node4,node33,1
node34,node31,1
node27,node46,4
node31,node10,1
node21,node26,4
node28,node8,5
node27,node44,2
node30,node21,3
node21,node12,3
node45,node38,2
node29,node43,1
node18,node46,1
node18,node49,5
node49,node32,3
node24,node43,1
node11,node29,3
node47,node30,1
node41,node30,5
node37,node39,5
node3,node11,4
node15,node48,5
node43,node30,3
node10,node33,5
node30,node3,1
node23,node22,3
node5,node36,5
node17,node1,3
node29,node3,5
node24,node3,2
node6,node36,5
node9,node50,3
node47,node40,5
node45,node5,5
node44,node33,1
node45,node38,3
node1,node31,3
node44,node45,3
node17,node32,3
node7,node15,3
node16,node2,5
node28,node39,5
node24,node27,5
node35,node8,1
node20,node29,4
node36,node23,1
node24,node44,3
node37,node31,2
node8,node21,4
node20,node2,4
node32,node3,2
node37,node38,2
node1,node25,5
node24,node25,5
node39,node20,5
node45,node26,1
node35,node15,4
node3,node38,2
node17,node45,2
node38,node4,4
node1,node44,4
node16,node9,2
node30,node2,4
node38,node2,4
node43,node40,1
node43,node3,4
node30,node22,1
node28,node50,2
node10,node20,2
node42,node27,2
node49,node24,2
node6,node42,2
node43,node23,2
node11,node12,1
node34,node9,1
node43,node50,2
node50,node30,3
node22,node8,5
node37,node10,5
node24,node22,4
node31,node3,5
node29,node32,5
node45,node43,4
node8,node44,2
node11,node27,4
node4,node22,5
node10,node34,1
node45,node13,4
node24,node10,2
node22,node34,1
node33,node4,4
node30,node22,5
node19,node27,5
node33,node28,3
node9,node8,1
node9,node13,1
node20,node11,5
node8,node32,2
node18,node50,4
node26,node28,5
node44,node5,1
node49,node50,3
node36,node49,1
node7,node32,3
node49,node14,1
node33,node27,4
node4,node28,3
node20,node32,3
node5,node35,3
node16,node1,5
node38,node5,2
node35,node34,5
node33,node15,2
node10,node35,5
node40,node47,5
node17,node33,2
node39,node37,3
node12,node43,3
node41,node24,5
node27,node6,5
node45,node39,4
node22,node20,5
node48,node7,5
node6,node26,1
node25,node50,1
node33,node18,3
node47,node40,3
node32,node11,1
node42,node10,4
node35,node39,3
node40,node39,2
node24,node41,5
node46,node30,3
node2,node6,4
node41,node33,3
node47,node7,5
node31,node17,1
node17,node24,5
node40,node25,5
node23,node30,3
node28,node41,5
node47,node8,1
node14,node36,4
node7,node15,1
node39,node26,4
node44,node7,5
node17,node40,5
node41,node18,1
node42,node48,4
node43,node24,5
node45,node41,2
