from,to,layer
node8,node11,3
node5,node1,3
node12,node19,5
node20,node32,1
node43,node26,2
node29,node3,4
node49,node4,2
node42,node1,4
node40,node15,3
node23,node29,4
node42,node7,1
node43,node10,2
node10,node42,4
node44,node5,5
node39,node38,5
node29,node42,1
node33,node25,5
node41,node7,3
node26,node37,2
node40,node46,4
node12,node41,5
node2,node15,1
node38,node1,3
node12,node48,2
node42,node39,1
node30,node15,1
node10,node7,3
node50,node2,1
node18,node1,2
node31,node36,3
node12,node11,1
node30,node19,4
node9,node44,1
node27,node43,3
node15,node7,2
node33,node50,1
node40,node47,4
node26,node23,4
node6,node8,2
node38,node17,5
node1,node17,3
node49,node42,5
node1,node49,5
node41,node11,4
node36,node27,2
node42,node16,2
node37,node21,4
node23,node8,3
node18,node28,5
node50,node4,5
node40,node23,2
node18,node43,3
node3,node29,4
node35,node7,3
node19,node44,3
node11,node1,1
node33,node36,4
node36,node12,1
node27,node37,4
node35,node15,2
node4,node38,5
node24,node7,2
node17,node38,5
node19,node14,4
node49,node50,2
node3,node31,3
node18,node34,5
node21,node7,2
node50,node3,2
node47,node19,3
node7,node1,1
node26,node38,2
node44,node43,1
node40,node39,3
node37,node45,1
node47,node1,5
node16,node20,5
node5,node43,5
node24,node12,2
node10,node6,2
node30,node19,3
node37,node26,3
node6,node15,5
node46,node38,2
node3,node7,1
node46,node33,5
node35,node18,1
node3,node28,4
node14,node33,3
node34,node4,2
node32,node8,4
node35,node44,5
node41,node34,5
node7,node42,5
node49,node21,3
node14,node32,5
node43,node21,2
node8,node25,5
node10,node31,5
