from,to,layer
node20,node21,1
node12,node29,2
node43,node37,1
node49,node39,2
node16,node47,1
node15,node47,1
node41,node27,1
node29,node45,1
node40,node44,2
node28,node46,1
node22,node43,1
node41,node8,2
node15,node47,2
node47,node13,2
node24,node12,2
node46,node34,2
node50,node14,2
node7,node8,2
node2,node43,1
node47,node2,1
node48,node19,2
node46,node1,2
node6,node37,1
node16,node25,2
node37,node34,2
node28,node8,2
node41,node37,1
node37,node19,1
node46,node19,1
node1,node36,2
node26,node22,2
node1,node4,2
node15,node37,2
node47,node17,2
node11,node18,1
node5,node36,1
node32,node14,2
node30,node23,1
node49,node36,1
node50,node5,2
node1,node34,2
node12,node39,2
node29,node16,2
node19,node10,2
node27,node22,2
node26,node23,1
node35,node16,2
node8,node6,2
node4,node48,2
node36,node30,2
node12,node35,2
node13,node8,1
node1,node9,1
node21,node48,1
node37,node23,2
node6,node26,2
node43,node11,1
node32,node5,2
node1,node35,2
node30,node38,2
node34,node37,1
node17,node20,1
node20,node14,2
node1,node40,1
node19,node21,1
node25,node31,1
node27,node2,2
node4,node35,1
node46,node1,1
node13,node28,1
node5,node17,2
node31,node49,1
node12,node21,2
node9,node21,1
node42,node12,1
node19,node44,1
node43,node25,1
node7,node43,1
node13,node18,1
node20,node22,2
node15,node38,1
node29,node33,2
node15,node32,1
node38,node5,1
node15,node43,2
node11,node28,1
node34,node14,1
node38,node33,2
node1,node24,2
node11,node30,2
node21,node44,2
node45,node18,1
node19,node47,1
node38,node5,2
node30,node36,1
node3,node10,1
node10,node23,2
node39,node15,1
node13,node14,1
