from,to,layer
node37,node21,3
node18,node1,1
node13,node15,2
node2,node17,3
node32,node41,5
node35,node50,1
node12,node3,3
node48,node28,4
node38,node8,4
node36,node1,5
node7,node40,1
node35,node34,3
node31,node45,3
node7,node22,2
node15,node46,5
node37,node29,1
node50,node4,1
node29,node24,5
node46,node48,2
node38,node42,5
node27,node44,2
node34,node9,4
node1,node21,3
node3,node50,1
node43,node38,4
node48,node3,2
node18,node30,4
node30,node27,2
node16,node24,3
node7,node5,3
node6,node23,5
node22,node48,3
node2,node28,1
node23,node17,5
node26,node16,5
node1,node37,4
node18,node48,4
node41,node23,4
node24,node37,5
node32,node11,1
node32,node46,1
node5,node13,4
node34,node39,3
node43,node42,3
node32,node47,2
node46,node6,2
node26,node2,1
node31,node44,5
node6,node40,3
node32,node23,2
node20,node32,2
node28,node40,3
node7,node49,3
node6,node21,5
node48,node28,3
node44,node35,4
node27,node31,5
node10,node26,5
node5,node42,3
node40,node9,2
node24,node28,1
node6,node29,4
node7,node33,3
node31,node38,3
node30,node22,4
node40,node31,5
node36,node26,2
node28,node12,3
node20,node21,1
node13,node40,3
node33,node43,5
node13,node44,5
node10,node48,4
node12,node1,5
node12,node42,3
node14,node17,2
node16,node5,4
node45,node33,1
node28,node48,1
node2,node20,5
node23,node25,1
node46,node15,1
node21,node48,2
node23,node19,4
node8,node27,4
node38,node18,1
node28,node48,3
node23,node19,2
node8,node41,5
node27,node23,5
node44,node28,4
node19,node41,2
node26,node39,5
node18,node41,1
node4,node15,5
node12,node24,1
node21,node38,3
node42,node39,3
node43,node38,1
node29,node40,3
node26,node27,2
node49,node46,2
node37,node25,3
node38,node28,1
node4,node48,2
node33,node38,4
node22,node32,1
node14,node15,2
node29,node37,2
node48,node4,4
node18,node2,3
node19,node27,5
node25,node8,2
node23,node43,5
node39,node43,5
node48,node3,3
node16,node6,5
node47,node10,5
node4,node22,3
node21,node17,3
node44,node12,1
node39,node14,1
node22,node44,2
node11,node32,1
node19,node23,3
node22,node32,2
node36,node42,5
node3,node19,4
node39,node28,1
node21,node25,4
node38,node10,4
node39,node38,5
node24,node41,1
node36,node23,2
node41,node5,5
node11,node46,5
node39,node43,4
node27,node29,1
node4,node36,5
node35,node13,5
node41,node11,4
node30,node36,4
node17,node27,3
node12,node42,2
node50,node46,3
node13,node49,2
node20,node49,2
node17,node34,3
node9,node45,3
node43,node46,2
node15,node39,2
node44,node24,4
node1,node47,2
node4,node14,4
node49,node37,3
node40,node48,3
node39,node8,3
node13,node20,2
node36,node41,3
node7,node3,4
node21,node2,5
node26,node8,2
node43,node48,4
node32,node13,1
node6,node16,4
node35,node25,3
node15,node10,5
node14,node33,3
node5,node40,5
node39,node26,4
node37,node18,4
node18,node23,3
node18,node6,1
node40,node16,4
node25,node9,2
node2,node16,3
node42,node45,4
node39,node28,5
node15,node45,1
node47,node36,4
node42,node37,3
node22,node21,5
node38,node13,1
node16,node39,5
node39,node8,2
node44,node39,4
node6,node47,5
node39,node46,2
node12,node17,5
node12,node17,2
node37,node7,4
node19,node24,1
node16,node2,3
node29,node2,1
node16,node15,3
node2,node37,3
node9,node28,3
node2,node42,1
node48,node11,3
node35,node39,4
node45,node9,5
node33,node16,2
node39,node24,3
node46,node45,5
node26,node42,3
node31,node30,3
node30,node38,2
node27,node42,1
node44,node16,3
node43,node25,3
node35,node50,5
node45,node49,1
node10,node38,4
node9,node11,3
node2,node31,3
node24,node23,1
node6,node35,3
node14,node4,5
node5,node4,1
node10,node26,2
node19,node33,3
node34,node12,2
node14,node2,4
node9,node41,5
node39,node40,1
node25,node10,4
node1,node35,4
node29,node1,5
node33,node20,5
node23,node18,5
node14,node25,2
node47,node22,3
node41,node8,5
node14,node19,1
node26,node12,5
node40,node9,4
node34,node11,5
node2,node17,1
node47,node46,4
node42,node44,3
node43,node50,5
node18,node3,5
node46,node11,1
node19,node49,1
node43,node48,2
node2,node6,5
node41,node24,3
node47,node9,5
node41,node17,1
