from,to,layer
node115,node81,2
node4,node11,1
node193,node35,2
node238,node41,2
node148,node187,1
node204,node154,1
node250,node31,2
node75,node239,2
node96,node230,1
node10,node147,1
node200,node135,2
node226,node245,1
node198,node167,2
node233,node83,1
node156,node72,2
node76,node237,1
node133,node24,2
node119,node41,1
node199,node240,1
node238,node101,2
node184,node11,2
node249,node230,2
node182,node86,2
node139,node134,1
node224,node73,2
node51,node227,2
node61,node64,1
node72,node53,1
node178,node149,1
node45,node206,1
node55,node227,2
node39,node146,2
node16,node190,1
node42,node109,1
node74,node185,2
node226,node95,2
node63,node150,2
node150,node247,1
node33,node87,1
node128,node226,1
node226,node92,1
node28,node246,1
node247,node98,1
node168,node158,2
node97,node113,2
node202,node66,1
node104,node22,1
node234,node131,2
node196,node83,2
node137,node143,1
node131,node146,1
node133,node232,2
node27,node19,2
node196,node234,1
node174,node105,2
node179,node218,1
node156,node202,1
node40,node56,1
node168,node188,2
node213,node127,2
node107,node80,2
node151,node120,2
node37,node138,2
node180,node220,1
node246,node126,2
node99,node26,1
node232,node49,1
node161,node40,1
node145,node187,1
node130,node213,2
node124,node166,1
node4,node81,2
node160,node117,1
node99,node165,1
node244,node16,2
node34,node102,2
node12,node184,1
node139,node164,2
node217,node89,2
node222,node102,1
node157,node30,2
node50,node229,1
node33,node60,2
node167,node184,1
node170,node34,2
node54,node103,2
node54,node133,2
node137,node136,1
node34,node14,1
node55,node177,2
node73,node167,1
node56,node102,1
node151,node199,1
node88,node191,2
node28,node188,1
node137,node115,1
node126,node66,2
node190,node126,2
node224,node102,1
node77,node122,1
node163,node47,1
node119,node35,2
node241,node57,2
node72,node47,1
node119,node11,1
node128,node148,1
node133,node49,2
node235,node215,2
node84,node158,1
node202,node17,1
node78,node66,2
node25,node230,2
node168,node249,2
node154,node92,1
node63,node165,2
node43,node144,2
node172,node193,1
node63,node191,2
node94,node41,1
node226,node141,2
node192,node24,2
node250,node98,2
node184,node50,1
node179,node3,2
node81,node25,2
node101,node218,2
node51,node156,2
node5,node122,1
node239,node174,1
node228,node65,2
node82,node133,2
node119,node150,2
node68,node63,1
node14,node142,1
node39,node173,2
node177,node155,1
node105,node60,2
node34,node6,2
node166,node203,1
node21,node73,1
node176,node215,2
node165,node111,2
node25,node218,1
node81,node100,2
node151,node10,2
node148,node43,1
node131,node161,1
node139,node63,2
node239,node2,2
node7,node42,2
node1,node99,1
node8,node238,1
node248,node221,1
node90,node200,1
node55,node226,1
node46,node144,1
node125,node205,1
node75,node249,1
node153,node100,1
node21,node10,2
node180,node109,1
node94,node102,2
node178,node121,1
node12,node182,2
node231,node229,2
node3,node226,1
node56,node125,2
node190,node78,2
node201,node205,1
node36,node22,2
node95,node185,2
node113,node123,1
node25,node177,2
node101,node208,2
node63,node38,2
node195,node57,2
node186,node163,1
node102,node249,1
node232,node57,2
node34,node218,2
node108,node17,2
node76,node209,1
node64,node24,2
node177,node25,1
node39,node205,2
node27,node63,2
node85,node199,2
node102,node97,2
node134,node94,2
node7,node163,2
node173,node113,2
node167,node60,1
node57,node175,1
node106,node14,1
node227,node202,2
node188,node145,2
node244,node32,1
node79,node91,1
node39,node200,1
node188,node239,2
node168,node111,2
node53,node212,1
node108,node133,2
node234,node177,2
node79,node246,1
node208,node120,2
node144,node117,1
node7,node206,1
node238,node15,1
node229,node192,1
node63,node102,2
node70,node222,1
node60,node54,1
node38,node234,2
node11,node16,2
node112,node155,2
node103,node107,2
node61,node206,1
node15,node60,1
node41,node216,1
node2,node168,1
node246,node234,1
node32,node96,1
node160,node233,2
node48,node175,1
node231,node143,2
node166,node112,1
node198,node210,2
node143,node132,2
node174,node180,1
node134,node163,2
node110,node76,1
node196,node139,1
node245,node31,1
node146,node35,2
node192,node130,2
node201,node78,2
node70,node170,1
node96,node89,1
node143,node75,1
node74,node170,1
node46,node155,1
node9,node94,1
node81,node46,1
node234,node9,1
node7,node157,2
node4,node183,2
node119,node28,2
node2,node137,2
node116,node149,2
node80,node59,1
node5,node14,1
node112,node114,2
node152,node231,2
node164,node250,1
node27,node141,1
node195,node229,2
node201,node103,1
node184,node63,1
node32,node241,2
node80,node170,2
node181,node67,1
node1,node42,1
node9,node188,2
node131,node78,1
node23,node201,1
node173,node165,2
node217,node237,1
node141,node54,2
node132,node22,2
node41,node70,2
node48,node201,2
node84,node100,1
node134,node170,2
node65,node84,2
node242,node198,2
node11,node122,1
node217,node164,1
node14,node3,2
node81,node124,1
node151,node104,2
node139,node161,1
node106,node44,1
node72,node188,1
node87,node185,1
node84,node166,1
node174,node141,2
node163,node207,1
node3,node229,1
node179,node183,1
