from,to,layer
node25,node50,2
node16,node37,1
node50,node32,2
node20,node6,1
node5,node20,1
node5,node41,2
node34,node46,2
node33,node7,1
node48,node44,2
node28,node33,2
node19,node49,2
node20,node25,1
node32,node29,1
node26,node30,2
node23,node29,2
node7,node18,2
node15,node6,2
node38,node40,1
node43,node11,2
node48,node3,2
node40,node19,1
node21,node22,2
node45,node10,1
node15,node50,1
node37,node48,2
node35,node20,2
node34,node41,2
node10,node16,1
node1,node36,1
node16,node31,1
node19,node50,1
node38,node10,2
node47,node48,2
node21,node25,1
node24,node10,2
node12,node31,2
node3,node24,2
node12,node24,1
node44,node12,1
node41,node11,2
node50,node23,1
node35,node12,1
node17,node16,1
node39,node42,2
node44,node38,1
node36,node5,1
node25,node17,1
node44,node1,1
node18,node44,2
node42,node36,2
node39,node23,1
node16,node7,2
node42,node10,2
node12,node28,1
node40,node28,1
node40,node11,1
node12,node30,1
node33,node18,1
node24,node16,2
node45,node35,2
node25,node12,2
node33,node31,1
node43,node3,1
node49,node13,2
node14,node32,2
node34,node35,2
node49,node4,1
node10,node15,1
node48,node30,2
node38,node10,1
node42,node14,1
node24,node31,2
node27,node40,2
node43,node5,1
node1,node24,2
node17,node43,2
node43,node4,2
node38,node22,2
node40,node11,2
node4,node29,1
node26,node17,2
node37,node14,1
node12,node4,1
node42,node3,2
node28,node9,1
node50,node5,1
node3,node49,2
node21,node33,2
node33,node8,1
node30,node12,1
node23,node7,1
node16,node19,1
node11,node38,2
node49,node21,1
node19,node22,1
node19,node16,2
node24,node22,1
node43,node45,2
node4,node1,2
