from,to,layer
node28,node31,2
node24,node28,2
node42,node17,3
node36,node31,3
node14,node5,2
node50,node10,2
node12,node16,1
node16,node47,1
node20,node16,1
node50,node42,2
node49,node19,1
node37,node35,1
node30,node42,3
node15,node44,1
node45,node38,2
node10,node30,3
node45,node39,1
node40,node23,3
node5,node20,2
node43,node12,2
node1,node21,3
node25,node14,3
node23,node37,3
node31,node5,3
node2,node43,1
node19,node28,3
node16,node22,2
node13,node12,1
node2,node38,3
node44,node19,3
node31,node49,2
node22,node30,3
node6,node38,3
node1,node9,2
node28,node29,2
node49,node26,2
node28,node12,1
node39,node11,3
node46,node2,2
node25,node1,2
node46,node43,2
node24,node12,1
node29,node30,1
node20,node22,2
node32,node47,3
node47,node21,3
node2,node39,2
node13,node23,3
node44,node26,3
node23,node21,2
node19,node50,3
node6,node25,3
node26,node48,2
node48,node37,2
node2,node37,2
node28,node6,1
node3,node44,3
node7,node43,1
node20,node36,1
node31,node46,3
node41,node33,2
node42,node6,1
node46,node18,2
node18,node3,2
node14,node8,1
node38,node34,2
node7,node28,2
node15,node34,1
node1,node16,2
node11,node35,2
node8,node32,1
node33,node35,3
node43,node13,2
node40,node21,3
node1,node42,3
node33,node39,1
node20,node26,1
node31,node24,1
node44,node12,1
node32,node36,1
node5,node32,3
node2,node10,2
node39,node33,2
node4,node45,3
node20,node10,2
node29,node28,1
node18,node49,1
node31,node46,1
node24,node30,2
node16,node26,3
node13,node18,3
node19,node10,1
node40,node45,1
node20,node19,2
node47,node3,3
node44,node41,3
node48,node46,3
node45,node49,1
node35,node28,3
node21,node15,2
node32,node3,3
node26,node27,3
node21,node16,3
node4,node29,3
node20,node15,1
node45,node12,3
node9,node16,1
node5,node25,3
node36,node27,2
node47,node33,2
node26,node13,3
node32,node35,1
node22,node31,1
node19,node48,2
node20,node49,1
node9,node1,1
node36,node16,2
node32,node13,2
node2,node12,1
node45,node47,2
node9,node49,1
node50,node16,3
node14,node37,1
node26,node28,3
node47,node12,1
node12,node6,1
node11,node33,2
node36,node21,3
node1,node49,2
node12,node35,2
node9,node25,1
node31,node33,2
node28,node35,1
node20,node49,2
node5,node44,3
node7,node49,2
node9,node33,3
node37,node19,3
node27,node19,1
node5,node40,2
node2,node39,1
node9,node25,2
node13,node21,3
node27,node42,3
node45,node8,1
node47,node45,1
node48,node17,3
node37,node6,2
node6,node27,1
node20,node4,3
node33,node16,3
node35,node14,2
node20,node4,2
node43,node8,3
node1,node5,2
node43,node28,2
node48,node32,3
node24,node1,1
node33,node26,1
node37,node35,3
node24,node35,2
node9,node49,3
node11,node29,1
node3,node10,3
node47,node19,1
node9,node1,2
node8,node37,2
node39,node43,3
node6,node35,3
node3,node18,1
node33,node5,1
node18,node14,3
node46,node27,3
node19,node44,3
node19,node34,2
node25,node27,1
node50,node24,1
node31,node25,1
node22,node21,3
node21,node20,2
node45,node11,1
node27,node12,3
node3,node17,2
node17,node2,1
node43,node45,3
node38,node16,2
node17,node44,1
node19,node20,2
node4,node20,1
node28,node36,1
node32,node3,1
node47,node48,3
node23,node22,3
node41,node28,1
node32,node40,1
node10,node31,1
node29,node10,2
node39,node35,2
node44,node37,3
node42,node39,3
node42,node39,1
node34,node17,3
node11,node12,3
node46,node25,3
node11,node31,2
node25,node44,2
node23,node29,3
node44,node31,3
node39,node3,2
node1,node46,1
node38,node42,2
node2,node43,3
node21,node18,1
node46,node40,3
node4,node28,1
node1,node20,2
node46,node36,3
node41,node44,2
node6,node34,2
node49,node42,2
node40,node12,1
node17,node38,3
node32,node37,1
node50,node34,3
node45,node32,1
node24,node44,1
node39,node42,3
node36,node21,2
node46,node22,3
node7,node12,2
node50,node18,3
node39,node9,1
node12,node44,3
node30,node14,2
node38,node16,1
node23,node10,3
node26,node5,3
node38,node28,1
node16,node40,3
node45,node6,2
node49,node48,3
node33,node2,1
node5,node14,2
node45,node16,1
node7,node11,1
node31,node41,1
node9,node10,1
node8,node2,1
node38,node15,1
