from,to,layer
node103,node73,4
node38,node5,2
node66,node69,1
node111,node83,4
node82,node46,1
node103,node119,2
node86,node66,5
node2,node12,3
node46,node78,3
node99,node68,3
node89,node114,5
node75,node10,1
node26,node31,3
node52,node87,1
node40,node91,1
node10,node100,4
node91,node40,4
node110,node26,3
node26,node118,2
node62,node30,2
node81,node34,2
node25,node2,4
node123,node107,5
node78,node104,3
node19,node85,1
node35,node63,1
node71,node101,3
node104,node41,5
node54,node68,2
node10,node25,3
node108,node41,4
node37,node118,1
node68,node43,4
node48,node72,5
node109,node33,1
node116,node16,4
node33,node55,2
node53,node114,1
node90,node108,5
node114,node18,5
node74,node84,1
node70,node15,2
node112,node62,3
node78,node105,4
node15,node125,2
node114,node72,3
node80,node18,2
node82,node91,4
node82,node80,3
node64,node119,1
node122,node85,3
node10,node115,4
node98,node88,2
node13,node45,1
node81,node31,5
node36,node115,2
node99,node87,1
node115,node7,3
node76,node33,4
node17,node55,2
node17,node113,2
node7,node93,3
node16,node73,4
node114,node63,4
node120,node34,4
node85,node5,5
node11,node68,5
node24,node43,4
node115,node95,5
node113,node47,3
node12,node30,1
node81,node90,3
node106,node41,1
node3,node121,3
node26,node49,4
node38,node54,1
node47,node21,5
node10,node24,4
node32,node12,5
node87,node116,5
node98,node118,4
node18,node16,5
node77,node85,1
node94,node92,5
node47,node32,1
node103,node65,3
node85,node61,5
node124,node58,3
node78,node113,1
node68,node98,4
node52,node36,4
node33,node93,2
node19,node69,1
node26,node16,1
node9,node72,4
node92,node109,2
node34,node36,2
node110,node90,4
node59,node84,2
node90,node24,1
node114,node123,2
node94,node29,1
node81,node5,2
node30,node74,5
node46,node115,2
node39,node92,4
node95,node59,1
node105,node77,4
node17,node3,1
node48,node79,1
node90,node70,5
node17,node121,5
node23,node26,3
node13,node31,5
node59,node118,1
node68,node89,5
node91,node50,1
node53,node38,3
node96,node98,5
node102,node100,5
node85,node20,1
node124,node51,5
node46,node52,4
node119,node67,2
node120,node47,1
node23,node41,4
node63,node12,4
node103,node52,2
node69,node16,4
node41,node119,3
node12,node51,5
node101,node35,2
node15,node68,5
node31,node102,3
node25,node83,5
node33,node120,5
node79,node123,3
node47,node55,3
node63,node7,5
node87,node72,4
node38,node48,2
node32,node22,2
node21,node123,1
node113,node38,1
node30,node122,5
node36,node7,1
node17,node39,1
node53,node60,5
node21,node44,1
node19,node106,3
node12,node6,5
node16,node106,2
node90,node31,4
node25,node93,5
node12,node105,3
node60,node4,2
node97,node107,3
node95,node25,3
node119,node100,2
node87,node64,2
node97,node71,1
node60,node73,4
node73,node16,3
node45,node106,1
node49,node105,4
node51,node50,2
node121,node105,5
node38,node40,3
node32,node72,4
node119,node116,2
node39,node27,1
node72,node92,3
node3,node34,5
node85,node53,5
node26,node49,3
node68,node18,4
node67,node92,3
node86,node112,2
node37,node4,5
node17,node71,2
node73,node46,4
node69,node68,1
node9,node15,5
node83,node65,1
node48,node90,2
node105,node14,2
node112,node82,4
node50,node59,4
node70,node44,4
node92,node73,5
node41,node53,5
node56,node18,3
node9,node118,2
node111,node101,3
node76,node2,4
node52,node1,4
node4,node8,2
node34,node83,5
node31,node75,5
node98,node40,5
node18,node61,3
node98,node116,1
node84,node48,5
node33,node21,4
node32,node56,4
node65,node79,1
node90,node109,5
node56,node74,2
node47,node12,5
node68,node32,4
node39,node46,5
node14,node115,3
node87,node70,5
node113,node37,4
node26,node122,4
node111,node12,4
node102,node110,4
node98,node63,1
node9,node95,1
node99,node91,1
node71,node74,4
node95,node20,2
node111,node125,3
node124,node118,3
node10,node100,1
node77,node14,4
node57,node90,5
node103,node20,3
node10,node118,4
node89,node1,2
node118,node25,3
node123,node63,4
node50,node4,3
node23,node116,1
node9,node8,5
node61,node44,2
node80,node51,4
node123,node53,1
node6,node110,5
node27,node14,1
node79,node56,4
node66,node110,1
node103,node88,4
node38,node32,3
node35,node59,5
node23,node57,5
node81,node89,5
node69,node45,2
node58,node68,4
