from,to,layer
node12,node39,2
node2,node40,1
node18,node21,1
node50,node6,2
node23,node1,1
node16,node1,1
node1,node48,2
node16,node49,2
node38,node35,1
node44,node37,1
node8,node32,2
node22,node47,1
node42,node46,2
node46,node7,2
node47,node26,2
node42,node8,2
node17,node5,1
node14,node45,2
node12,node43,2
node24,node35,2
node42,node38,2
node41,node45,1
node5,node47,2
node41,node28,2
node38,node49,1
node20,node22,2
node8,node34,2
node47,node25,2
node37,node22,2
node17,node48,1
node11,node17,1
node14,node28,2
node15,node42,1
node3,node25,2
node24,node28,1
node20,node24,2
node37,node21,2
node9,node32,2
node25,node44,2
node48,node20,2
node18,node12,1
node34,node11,1
node10,node17,2
node34,node28,2
node9,node4,1
node39,node18,1
node46,node25,2
node34,node36,2
node10,node27,1
node10,node3,1
node15,node12,2
node10,node28,2
node4,node42,2
node43,node29,1
node46,node10,1
node20,node36,1
node13,node45,2
node23,node2,1
node34,node26,1
node4,node29,1
node3,node25,1
node38,node20,1
node5,node24,1
node33,node30,1
node2,node29,2
node29,node12,2
node29,node16,1
node15,node46,2
node1,node20,1
node19,node14,2
node43,node41,2
node45,node26,1
node8,node41,1
node33,node18,1
node25,node36,2
node11,node32,2
node47,node4,2
node38,node46,1
node17,node48,2
node49,node31,2
node20,node15,2
node33,node16,2
node46,node21,1
node6,node11,1
node43,node11,2
node15,node22,2
node15,node45,1
node7,node48,1
node5,node15,1
node41,node3,1
node9,node1,1
node23,node29,2
node27,node18,1
node42,node48,2
node35,node34,2
node38,node42,2
node28,node35,1
node46,node32,2
node20,node50,1
node43,node29,2
node10,node34,1
node36,node13,2
node3,node18,1
node24,node15,1
node1,node14,2
node11,node3,2
node15,node25,1
node39,node13,2
node4,node27,2
node15,node11,1
node34,node41,1
node3,node24,2
node30,node18,1
node17,node28,1
node13,node33,1
node35,node8,1
node35,node32,1
node22,node21,1
node11,node43,1
node27,node50,2
node22,node35,2
node42,node9,2
node12,node44,2
node22,node8,2
node19,node46,2
node19,node10,1
node31,node19,2
node45,node18,1
node37,node50,1
node2,node17,1
node7,node5,2
node9,node16,2
node2,node34,2
node42,node3,2
node29,node15,1
node9,node29,2
node9,node13,2
node19,node4,1
node48,node24,1
node49,node44,2
node34,node48,2
node48,node26,2
node21,node25,1
node36,node18,2
node1,node23,2
node13,node27,2
node30,node38,2
node8,node33,1
node6,node48,2
node7,node3,1
node8,node48,1
node1,node8,1
node17,node15,2
node39,node44,1
node13,node27,1
node7,node3,2
node48,node19,1
node6,node24,1
node46,node35,2
node25,node37,1
node9,node41,2
node35,node4,2
node47,node27,2
node21,node47,2
node35,node47,1
node43,node19,2
node42,node13,2
node20,node46,2
node39,node26,2
node39,node29,1
node41,node13,1
node20,node15,1
node30,node36,2
node42,node2,1
node41,node20,2
node16,node32,1
node22,node30,1
node34,node9,2
node16,node42,1
node23,node9,2
node25,node49,1
node4,node40,1
node39,node47,2
node4,node24,2
node43,node2,1
node48,node8,1
node2,node18,2
node16,node41,1
node15,node34,1
node1,node40,2
node32,node34,2
node11,node43,2
node40,node43,2
node13,node11,1
node27,node42,1
node19,node50,1
node21,node36,2
node21,node50,2
node36,node12,2
node18,node23,1
node18,node7,1
node21,node15,1
node38,node18,2
node11,node6,1
node36,node10,2
node38,node13,2
node31,node35,1
node30,node40,1
node33,node12,2
node24,node16,2
node44,node26,2
node15,node19,1
node1,node50,2
node6,node21,1
node43,node38,2
node27,node33,2
node34,node20,2
node28,node30,2
node32,node39,2
node10,node35,1
node8,node25,1
node19,node26,2
node30,node41,1
node3,node44,1
node32,node38,2
node27,node38,1
node34,node41,2
node13,node50,2
node21,node31,1
node12,node15,1
node9,node31,1
node25,node12,2
node38,node8,1
node40,node38,1
node24,node5,1
node31,node50,2
node29,node45,2
node44,node40,1
node35,node41,2
node31,node40,1
node35,node34,1
node16,node50,1
node25,node46,1
node31,node27,1
node3,node20,1
node25,node15,2
node43,node46,1
node25,node46,2
node48,node14,2
