from,to,layer
node36,node18,1
node8,node39,2
node12,node70,3
node11,node54,1
node6,node15,1
node40,node12,3
node23,node35,1
node19,node11,3
node38,node4,2
node36,node34,3
node32,node74,1
node67,node2,3
node29,node64,3
node14,node70,3
node47,node24,1
node71,node54,1
node11,node38,1
node4,node6,1
node25,node68,1
node21,node27,1
node72,node53,1
node67,node25,2
node50,node16,1
node58,node42,1
node21,node37,2
node11,node47,1
node18,node37,1
node70,node71,1
node12,node14,2
node15,node75,1
node15,node33,3
node26,node21,1
node60,node22,1
node66,node56,2
node60,node64,3
node18,node55,3
node19,node17,3
node26,node47,1
node35,node8,1
node21,node40,1
node43,node72,1
node44,node75,2
node26,node61,2
node11,node36,2
node28,node73,2
node37,node72,2
node65,node70,1
node36,node68,1
node37,node11,1
node45,node2,3
node24,node56,1
node31,node75,2
node32,node29,1
node48,node42,1
node40,node10,2
node69,node31,3
node8,node48,1
node61,node12,1
node61,node14,1
node67,node65,1
node54,node51,2
node29,node67,1
node18,node67,3
node51,node24,2
node49,node50,2
node34,node50,1
node51,node75,2
node59,node29,3
node43,node58,1
node53,node56,3
node71,node19,1
node25,node30,1
node43,node2,2
node18,node42,2
node20,node54,2
node74,node18,1
node10,node11,1
node15,node44,1
node42,node55,2
node10,node27,2
node73,node47,1
node18,node20,2
node50,node5,1
node54,node55,2
node46,node36,3
node22,node43,1
node28,node6,2
node66,node13,1
node10,node67,1
node20,node75,2
node1,node49,1
node67,node50,2
node8,node37,3
node39,node58,1
node37,node24,2
node64,node26,2
node56,node28,2
node42,node13,2
node21,node15,1
node38,node70,1
node70,node50,1
node14,node58,3
node32,node35,3
node62,node38,3
node64,node10,2
node8,node17,3
node53,node21,2
node56,node35,2
node66,node2,2
node49,node12,1
node71,node31,3
node56,node46,2
node5,node1,3
node29,node32,1
node14,node3,2
node58,node28,2
node64,node31,2
node39,node20,1
node26,node53,1
node3,node40,2
node21,node18,3
node16,node2,2
node26,node25,2
node67,node7,1
node54,node66,3
node57,node7,1
node38,node15,2
node29,node12,1
node3,node13,2
node55,node31,1
node28,node19,2
node27,node54,3
node59,node6,2
node45,node6,2
node58,node27,3
node11,node56,2
node29,node47,2
node23,node36,1
node57,node48,2
node20,node64,3
node1,node17,1
node56,node31,2
node19,node73,2
node73,node12,1
node51,node70,1
node56,node50,1
node69,node59,2
node69,node67,3
node27,node43,2
node8,node73,2
node1,node60,3
node32,node68,1
node28,node27,1
node8,node57,2
node23,node15,3
node64,node32,3
node2,node31,2
node22,node8,3
node19,node11,1
node70,node14,2
node58,node55,2
node1,node36,3
node64,node61,3
node35,node8,3
node26,node71,3
node53,node41,3
node34,node30,1
node3,node11,1
node3,node6,2
node42,node37,2
node48,node73,1
node14,node25,1
node23,node6,1
node54,node7,2
node65,node25,2
node30,node39,1
node48,node2,2
node4,node46,1
node60,node18,1
node23,node38,2
node24,node75,2
node67,node5,2
node57,node72,3
node62,node36,3
node49,node73,3
node39,node55,1
node66,node44,3
node10,node13,3
node28,node69,1
node32,node25,1
node75,node63,2
node28,node69,2
node4,node68,3
node68,node67,2
node7,node6,3
node34,node39,1
node11,node60,1
node6,node7,1
node38,node3,1
node51,node37,1
node11,node56,1
node12,node71,3
node49,node44,3
node64,node31,3
node65,node13,3
node43,node1,2
node4,node18,3
node8,node10,2
node58,node45,3
node19,node31,3
node37,node44,3
node41,node19,1
node6,node53,1
node65,node28,2
node22,node58,1
node61,node13,2
node30,node38,1
node75,node43,3
node57,node54,3
node72,node75,2
node44,node42,2
node16,node22,1
node44,node4,3
node27,node36,1
node36,node66,3
node52,node57,2
node20,node7,2
node58,node24,1
node56,node3,2
node61,node21,1
node51,node1,3
node35,node23,3
node65,node74,2
node60,node9,3
node44,node56,2
node47,node55,1
node66,node10,1
node2,node50,1
node53,node65,1
node40,node51,2
node31,node50,2
node65,node63,2
node61,node45,1
node24,node55,3
node25,node68,3
node55,node32,3
node52,node42,2
node63,node39,3
node48,node24,3
