from,to,layer
node14,node11,4
node24,node48,4
node42,node41,4
node10,node26,2
node20,node4,1
node6,node37,1
node42,node48,5
node49,node20,3
node36,node7,4
node31,node28,4
node35,node18,5
node25,node40,2
node34,node2,4
node16,node49,3
node45,node2,5
node26,node5,1
node6,node17,3
node41,node20,2
node36,node17,3
node20,node22,5
node24,node47,2
node3,node20,5
node34,node5,1
node45,node44,1
node13,node44,3
node38,node32,1
node9,node24,4
node21,node2,5
node21,node20,5
node24,node48,2
node44,node40,1
node13,node21,5
node20,node18,1
node22,node48,2
node30,node40,5
node25,node47,1
node11,node19,2
node38,node29,5
node11,node44,2
node46,node49,2
node36,node45,1
node34,node8,4
node15,node41,1
node50,node48,3
node47,node46,1
node24,node35,3
node14,node46,2
node41,node33,1
node36,node26,2
node50,node4,5
node5,node11,2
node38,node25,4
node1,node23,1
node32,node22,3
node20,node3,5
node24,node23,1
node7,node21,5
node31,node23,4
node5,node25,4
node4,node5,5
node31,node44,1
node46,node21,5
node49,node17,2
node46,node21,3
node41,node1,1
node15,node19,3
node21,node13,2
node49,node35,4
node43,node36,1
node27,node20,1
node18,node43,2
node39,node9,3
node37,node19,1
node2,node43,3
node12,node45,1
node48,node46,3
node50,node33,1
node39,node30,1
node46,node41,2
node8,node33,5
node27,node36,2
node8,node41,2
node20,node49,4
node18,node6,5
node13,node2,3
node41,node43,5
node10,node26,4
node43,node38,3
node29,node8,4
node15,node36,1
node29,node50,5
node1,node47,1
node30,node12,4
node49,node6,5
node33,node16,3
node50,node41,1
node6,node13,2
node32,node49,3
node33,node35,4
node17,node28,4
node26,node28,5
node10,node26,3
node33,node3,4
node38,node42,5
node22,node7,1
node11,node20,2
node45,node29,1
node16,node40,4
node10,node31,5
node2,node39,3
node7,node29,2
node30,node29,1
node25,node2,2
node34,node27,4
node38,node24,1
node46,node12,4
node16,node11,5
node11,node40,5
node29,node30,2
node41,node50,1
node9,node44,2
node14,node31,1
node33,node35,1
node42,node25,2
node3,node27,1
node35,node7,2
node33,node42,2
node1,node44,5
node49,node7,2
node46,node28,2
node10,node34,1
node10,node22,1
node40,node23,1
node5,node25,2
node14,node15,4
node49,node28,4
node13,node49,5
node38,node35,1
node11,node43,3
node39,node32,2
node28,node40,2
node50,node38,1
node20,node46,4
node20,node27,5
node4,node23,4
node18,node19,2
node15,node3,5
node6,node45,4
node17,node22,1
node37,node49,1
node7,node39,2
node19,node20,5
node1,node49,2
node28,node19,3
node30,node41,3
node36,node9,4
node42,node13,1
node3,node44,4
node18,node42,5
node38,node22,2
node11,node21,5
node24,node48,5
node8,node22,2
node39,node22,5
node1,node19,4
node28,node38,4
node8,node3,2
node35,node3,1
node35,node2,4
node13,node21,4
node37,node29,5
node45,node46,1
node13,node5,4
node35,node45,3
node50,node15,2
node7,node32,5
node39,node11,4
node9,node24,2
node29,node32,4
node2,node10,5
node21,node9,2
node9,node23,4
node13,node2,1
node42,node9,3
node2,node32,3
node5,node28,5
node22,node32,5
node2,node47,5
node8,node20,5
node37,node45,3
node37,node8,4
node36,node38,4
node6,node34,5
node42,node43,4
node25,node46,4
node12,node37,4
node9,node6,2
node10,node39,4
node16,node25,2
node8,node26,4
node39,node24,2
node43,node11,1
node41,node3,4
node24,node44,4
node21,node28,3
node33,node28,4
node6,node38,4
node6,node5,4
node50,node38,2
node25,node50,2
node24,node9,4
node43,node1,3
node40,node12,1
node34,node49,4
node2,node22,5
node43,node10,3
node16,node15,4
node22,node41,4
node10,node17,3
node27,node22,5
node10,node13,4
node12,node9,4
node15,node50,5
node33,node9,5
node40,node47,3
node48,node18,2
node26,node49,5
node19,node1,2
node27,node37,3
node46,node20,1
node40,node37,5
node6,node39,3
node31,node23,2
node29,node1,4
node33,node35,2
node43,node21,4
node12,node18,5
node20,node13,1
node13,node41,5
node41,node37,3
node11,node19,5
node29,node27,1
node35,node22,4
node12,node25,3
node27,node18,5
node15,node37,5
node30,node44,2
node21,node12,2
node1,node38,1
