from,to,layer
node106,node14,5
node37,node89,3
node121,node97,2
node121,node70,5
node8,node115,5
node114,node70,3
node13,node69,2
node9,node53,3
node18,node40,5
node24,node124,5
node7,node17,2
node89,node28,2
node72,node117,4
node44,node33,3
node58,node83,1
node115,node30,1
node50,node20,4
node27,node17,1
node51,node102,5
node40,node80,2
node33,node86,3
node84,node94,1
node31,node76,5
node55,node59,3
node24,node122,3
node29,node47,4
node58,node14,2
node60,node48,4
node25,node7,1
node43,node66,1
node43,node18,2
node5,node87,3
node90,node27,5
node101,node42,1
node65,node23,2
node11,node95,3
node97,node96,5
node75,node98,3
node17,node18,4
node103,node26,3
node56,node33,1
node65,node124,4
node47,node107,3
node116,node87,1
node14,node121,1
node109,node3,3
node4,node114,3
node91,node37,1
node48,node97,1
node118,node71,2
node120,node64,3
node86,node25,2
node52,node33,4
node97,node120,5
node113,node119,4
node83,node79,2
node125,node36,3
node115,node104,3
node2,node59,3
node101,node104,2
node49,node118,4
node86,node35,1
node76,node35,3
node7,node92,1
node114,node45,2
node48,node32,5
node44,node5,2
node15,node44,1
node60,node72,3
node17,node105,3
node73,node35,2
node40,node6,2
node61,node16,4
node68,node32,1
node10,node116,2
node95,node70,2
node18,node78,3
node81,node68,2
node116,node19,4
node41,node23,3
node61,node53,4
node42,node107,3
node81,node26,1
node86,node96,5
node37,node10,1
node49,node21,1
node42,node110,2
node84,node100,3
node104,node120,5
node67,node12,1
node73,node14,2
node71,node115,5
node8,node19,1
node23,node113,1
node100,node73,2
node16,node10,1
node23,node91,4
node46,node115,5
node125,node118,4
node63,node32,5
node41,node32,4
node26,node111,3
node1,node61,5
node119,node114,1
node37,node31,1
node58,node44,2
node63,node34,3
node36,node39,1
node80,node1,3
node36,node121,4
node68,node25,1
node6,node9,3
node26,node95,3
node51,node108,4
node92,node29,3
node100,node49,4
node77,node51,4
node62,node102,5
node25,node49,5
node97,node122,5
node36,node105,5
node6,node86,1
node79,node86,1
node6,node104,2
node78,node63,5
node2,node110,4
node113,node2,1
node49,node86,5
node7,node110,1
node13,node8,1
node93,node112,4
node7,node94,3
node110,node6,4
node14,node83,2
node24,node106,1
node87,node78,2
node16,node101,1
node26,node9,1
node37,node57,4
node57,node86,3
node107,node112,5
node9,node56,5
node44,node26,1
node119,node83,5
node110,node56,5
node117,node115,5
node31,node117,1
node82,node121,4
node60,node61,4
node107,node70,4
node35,node102,2
node16,node89,4
node70,node60,3
node45,node98,3
node92,node26,2
node69,node63,3
node50,node84,4
node29,node119,2
node57,node92,4
node7,node60,5
node55,node96,1
node69,node9,5
node91,node111,4
node50,node41,2
node117,node28,4
node107,node21,2
node2,node68,2
node63,node123,4
node26,node65,4
node50,node63,5
node107,node22,2
node8,node26,4
node118,node68,2
node53,node28,3
node1,node82,4
node17,node93,2
node116,node30,1
node70,node2,2
node66,node69,4
node24,node91,4
node26,node93,2
node52,node118,3
node12,node37,5
node118,node107,1
node100,node77,3
node66,node97,2
node37,node97,5
node125,node33,1
node55,node25,1
node43,node81,1
node100,node13,2
node53,node10,2
node44,node83,4
node46,node8,5
node89,node124,5
node61,node76,3
node17,node9,3
node13,node38,4
node109,node106,3
node61,node29,5
node18,node84,4
node26,node90,3
node35,node114,2
node19,node90,4
node39,node58,2
node83,node50,3
node56,node24,2
node78,node63,3
node33,node54,2
node123,node125,3
node79,node93,5
node64,node45,2
node42,node26,5
node31,node33,4
node1,node104,1
node120,node60,1
node1,node82,1
node114,node32,1
node105,node42,3
node54,node35,4
node78,node21,5
node13,node112,4
node33,node120,1
node64,node122,2
node21,node108,2
node42,node110,1
node29,node18,2
node7,node121,5
node15,node3,5
node99,node45,3
node86,node23,3
node100,node47,1
node77,node115,3
node95,node104,1
node49,node111,4
node74,node95,2
node22,node82,4
node50,node68,4
node16,node114,2
node29,node69,3
node21,node8,5
node55,node10,3
node98,node44,4
node80,node25,3
node21,node4,3
node38,node60,2
node37,node65,3
node47,node54,1
node70,node8,2
