from,to,layer
node43,node91,3
node12,node4,2
node30,node76,3
node7,node15,5
node35,node100,2
node103,node66,3
node29,node48,2
node120,node111,1
node30,node16,2
node90,node111,2
node113,node16,3
node113,node75,2
node56,node42,5
node87,node16,1
node99,node35,4
node88,node42,1
node29,node86,3
node30,node89,2
node42,node117,3
node92,node94,3
node93,node3,2
node121,node37,4
node43,node86,5
node11,node25,5
node84,node40,5
node51,node63,3
node116,node16,2
node60,node23,1
node44,node12,4
node65,node87,1
node4,node26,1
node6,node65,2
node55,node87,4
node30,node98,2
node15,node87,2
node48,node25,3
node113,node59,5
node42,node61,3
node102,node96,4
node47,node44,2
node73,node117,3
node4,node68,2
node120,node3,3
node84,node99,1
node4,node74,3
node16,node86,2
node111,node84,5
node55,node24,2
node46,node18,1
node108,node90,3
node69,node20,4
node18,node3,3
node125,node4,4
node75,node52,2
node86,node111,2
node87,node120,2
node117,node47,2
node41,node33,4
node15,node9,3
node49,node87,4
node39,node7,1
node13,node110,4
node84,node65,1
node23,node77,4
node68,node20,1
node112,node23,1
node24,node42,4
node3,node17,5
node15,node91,2
node96,node83,5
node77,node125,4
node93,node118,5
node25,node53,1
node66,node111,2
node107,node67,3
node32,node101,4
node16,node75,1
node17,node112,5
node121,node53,4
node72,node104,5
node109,node3,2
node78,node62,5
node37,node32,5
node124,node78,2
node40,node99,5
node13,node123,2
node81,node41,1
node46,node100,5
node26,node35,1
node68,node88,3
node74,node125,2
node65,node75,4
node36,node17,2
node101,node34,2
node109,node60,3
node70,node89,5
node78,node42,4
node32,node1,2
node32,node10,3
node55,node64,4
node113,node51,2
node27,node72,1
node80,node122,5
node110,node101,3
node52,node59,3
node34,node42,4
node64,node78,4
node84,node118,1
node65,node107,1
node27,node20,5
node41,node49,3
node14,node47,1
node27,node18,3
node60,node68,1
node51,node8,5
node70,node75,5
node91,node13,2
node5,node34,4
node45,node98,5
node84,node124,1
node104,node53,3
node48,node63,5
node57,node70,4
node71,node113,4
node38,node49,4
node94,node10,1
node80,node93,5
node7,node112,3
node3,node6,2
node115,node23,4
node120,node19,3
node110,node98,3
node27,node3,4
node90,node67,5
node123,node49,3
node11,node29,5
node124,node109,2
node32,node98,2
node24,node89,2
node83,node107,5
node20,node24,3
node116,node76,3
node97,node112,3
node27,node39,4
node119,node115,2
node80,node96,3
node57,node44,1
node106,node74,1
node120,node28,5
node80,node58,5
node100,node55,3
node62,node84,3
node15,node123,3
node10,node1,2
node25,node103,2
node74,node50,5
node71,node86,4
node108,node59,3
node8,node80,1
node40,node25,2
node8,node40,1
node66,node70,3
node16,node106,3
node50,node8,5
node45,node19,3
node38,node56,3
node44,node92,3
node73,node82,4
node29,node79,3
node15,node77,1
node75,node5,2
node98,node114,3
node95,node50,1
node14,node26,3
node93,node114,4
node26,node49,3
node103,node66,2
node3,node116,3
node32,node70,5
node93,node99,2
node76,node28,5
node53,node35,4
node103,node120,4
node52,node78,5
node92,node36,1
node38,node45,4
node87,node98,2
node5,node37,5
node90,node32,1
node18,node85,4
node122,node11,1
node92,node15,5
node27,node51,2
node93,node30,1
node32,node54,2
node4,node31,1
node79,node106,2
node54,node109,5
node79,node93,2
node102,node78,5
node63,node117,1
node84,node41,2
node125,node11,2
node116,node81,1
node16,node110,2
node35,node115,2
node100,node35,4
node82,node33,3
node119,node120,2
node106,node96,4
node106,node16,1
node21,node12,5
node117,node18,5
node113,node14,1
node94,node61,1
node53,node85,4
node62,node77,1
node34,node13,3
node93,node18,4
node53,node120,5
node15,node94,5
node69,node33,2
node71,node75,2
node83,node70,4
node63,node31,5
node28,node91,1
node76,node28,4
node122,node93,3
node103,node66,4
node34,node103,2
node92,node30,2
node61,node74,1
node85,node12,5
node7,node76,1
node70,node41,3
node14,node28,4
node96,node90,4
node5,node88,5
node86,node40,2
node105,node94,1
node48,node114,3
node88,node68,3
node39,node60,4
node4,node109,1
node106,node16,2
node88,node53,5
node86,node9,2
node109,node82,5
node43,node76,4
