from,to,layer
node27,node30,2
node26,node65,2
node37,node59,2
node36,node33,1
node8,node18,2
node34,node12,1
node34,node23,1
node53,node41,1
node18,node49,2
node29,node1,1
node67,node12,2
node6,node66,2
node6,node13,2
node13,node67,2
node72,node27,1
node42,node56,2
node6,node10,1
node20,node23,2
node22,node17,1
node19,node38,2
node21,node64,2
node12,node41,1
node34,node29,1
node25,node3,1
node74,node40,2
node40,node48,2
node37,node73,2
node37,node69,2
node23,node42,2
node31,node62,2
node40,node52,2
node50,node22,2
node37,node60,1
node31,node24,2
node22,node16,1
node12,node9,2
node27,node1,1
node14,node51,2
node13,node46,2
node1,node30,2
node25,node16,1
node70,node57,2
node23,node43,1
node41,node52,2
node74,node55,1
node48,node67,1
node56,node62,2
node7,node8,1
node36,node69,1
node35,node32,2
node46,node17,1
node1,node70,1
node63,node61,1
node19,node51,1
node41,node24,1
node20,node33,2
node25,node5,2
node67,node34,1
node59,node60,2
node34,node59,2
node34,node42,2
node67,node41,2
node60,node30,2
node56,node32,2
node63,node15,1
node1,node23,1
node57,node35,1
node23,node57,2
node67,node10,2
node12,node69,1
node62,node31,2
node6,node8,1
node50,node74,1
node57,node75,2
node67,node26,2
node63,node42,2
node22,node14,1
node10,node41,2
node3,node26,1
node37,node7,1
node73,node15,1
node8,node25,1
node25,node44,1
node21,node64,1
node51,node1,1
node74,node48,2
node36,node72,2
node22,node28,2
node15,node69,2
node47,node40,2
node9,node22,1
node10,node6,1
node36,node60,2
node44,node29,2
node40,node26,2
node53,node20,1
node71,node70,2
node67,node72,2
node48,node8,2
node71,node24,1
node29,node74,2
node62,node34,1
node34,node54,2
node1,node67,2
node34,node15,2
node63,node62,1
node66,node31,2
node70,node16,2
node75,node59,2
node7,node37,1
node7,node64,1
node21,node54,2
node29,node49,2
node67,node69,2
node36,node72,1
node58,node49,2
node70,node25,1
node36,node66,1
node74,node20,1
node63,node17,2
node59,node24,1
node63,node21,1
node39,node34,2
node65,node69,1
node55,node12,1
node69,node29,1
node68,node59,2
node50,node68,1
node29,node41,1
node2,node22,1
node75,node56,2
node72,node50,2
node3,node44,2
node50,node65,2
node48,node66,1
node33,node22,1
node39,node10,1
node10,node15,2
node40,node6,1
node31,node55,2
node75,node62,2
node22,node51,2
node17,node11,2
node2,node21,2
node22,node28,1
node43,node23,2
node3,node24,2
node11,node27,1
node22,node49,2
node5,node4,1
node3,node63,1
node71,node63,1
node19,node59,1
node10,node53,1
node14,node15,2
node67,node48,2
node17,node36,2
node63,node30,2
node62,node6,2
node50,node60,1
node63,node52,2
node71,node51,1
node40,node36,2
node38,node26,2
node70,node38,1
node22,node25,2
node36,node41,1
node49,node55,1
node10,node71,2
node29,node74,1
node66,node46,1
node58,node37,2
node33,node13,1
node31,node1,2
node67,node60,1
node52,node44,2
node2,node6,2
node38,node46,2
node17,node38,2
node46,node52,2
node10,node68,2
node61,node28,1
node63,node1,1
node21,node72,2
node69,node11,2
node3,node7,1
node40,node54,2
node74,node43,2
node65,node11,1
node16,node47,2
node15,node55,2
node25,node19,2
node36,node8,1
node62,node53,1
node66,node3,2
node16,node22,1
node55,node70,2
node60,node63,1
node25,node44,2
node75,node1,2
node10,node63,2
node60,node50,2
node63,node40,2
node26,node52,2
node9,node62,1
node74,node38,2
node29,node61,2
node71,node47,1
node53,node62,2
node38,node40,2
node16,node69,2
node59,node49,2
node38,node54,2
node72,node28,2
node62,node14,1
node10,node56,2
node75,node56,1
node26,node20,2
node59,node26,2
node32,node3,2
node71,node75,1
node41,node8,2
node34,node66,1
node35,node17,1
node72,node42,1
node45,node1,2
node40,node42,1
node45,node47,2
node62,node54,2
node18,node6,1
node47,node38,1
node37,node55,1
node32,node52,1
node5,node25,2
node22,node70,1
node56,node20,2
node26,node23,2
node3,node11,2
node29,node45,1
node71,node28,1
node32,node72,2
node60,node45,1
node71,node1,1
node52,node13,2
node41,node2,2
node26,node4,2
node64,node14,1
node32,node58,1
node26,node51,1
