from,to,layer
node93,node84,2
node105,node36,5
node58,node113,4
node110,node50,5
node27,node114,5
node63,node50,4
node90,node47,2
node116,node94,3
node32,node27,4
node49,node98,4
node80,node123,3
node42,node97,2
node71,node115,2
node99,node108,1
node8,node45,2
node115,node59,3
node85,node47,1
node26,node91,1
node26,node15,3
node70,node93,2
node102,node16,2
node43,node22,5
node104,node63,4
node125,node43,3
node60,node53,5
node81,node8,5
node15,node107,2
node37,node8,3
node108,node67,3
node124,node72,5
node86,node77,5
node108,node113,5
node92,node77,5
node46,node78,2
node84,node122,5
node26,node60,2
node89,node34,2
node43,node58,3
node121,node39,4
node72,node52,5
node125,node42,4
node46,node15,3
node43,node7,3
node31,node34,1
node43,node38,5
node120,node117,2
node110,node47,5
node40,node30,4
node1,node84,2
node54,node64,3
node50,node62,5
node66,node103,2
node47,node89,3
node62,node50,2
node108,node38,1
node123,node86,5
node32,node104,1
node99,node68,2
node49,node46,3
node2,node63,4
node33,node25,1
node50,node90,5
node89,node70,5
node30,node80,3
node64,node58,5
node106,node26,5
node33,node25,5
node22,node49,1
node57,node9,5
node13,node14,5
node63,node54,1
node97,node63,4
node46,node18,4
node67,node68,2
node77,node7,2
node84,node38,3
node121,node47,2
node25,node105,4
node7,node87,5
node6,node91,1
node112,node42,2
node78,node69,3
node49,node5,5
node13,node12,3
node30,node99,2
node72,node78,1
node43,node53,1
node52,node123,3
node31,node63,2
node20,node10,2
node42,node35,3
node33,node75,2
node80,node111,1
node40,node47,2
node107,node27,4
node15,node21,4
node59,node66,3
node88,node117,3
node81,node45,4
node60,node119,3
node30,node22,1
node23,node107,5
node21,node5,1
node21,node22,2
node104,node46,4
node70,node83,2
node125,node75,4
node94,node79,1
node95,node100,2
node17,node14,3
node53,node57,1
node106,node66,3
node8,node34,4
node52,node94,1
node39,node15,4
node64,node122,5
node63,node5,3
node27,node121,3
node63,node23,5
node29,node49,1
node101,node38,1
node35,node78,3
node31,node83,3
node103,node76,5
node32,node70,4
node123,node75,3
node124,node8,3
node47,node106,1
node96,node26,3
node114,node69,3
node28,node9,5
node31,node102,4
node21,node94,5
node37,node96,1
node76,node83,3
node7,node40,3
node80,node38,2
node124,node28,5
node107,node6,4
node48,node27,1
node9,node95,5
node88,node22,3
node77,node79,1
node54,node26,2
node36,node15,2
node59,node25,5
node87,node97,3
node91,node37,4
node50,node36,2
node124,node102,4
node115,node59,2
node101,node16,5
node18,node37,4
node94,node27,5
node27,node86,5
node90,node75,4
node39,node1,2
node64,node66,1
node81,node50,1
node109,node24,5
node37,node106,3
node120,node83,4
node40,node106,5
node45,node80,1
node12,node46,5
node57,node16,4
node5,node46,5
node86,node30,3
node113,node86,3
node6,node110,3
node16,node80,5
node34,node120,1
node55,node57,1
node3,node44,1
node69,node88,5
node4,node112,3
node57,node37,1
node70,node53,5
node48,node69,1
node5,node61,3
node49,node73,1
node112,node97,4
node4,node108,1
node46,node2,1
node3,node18,1
node69,node121,4
node90,node8,5
node26,node45,4
node1,node101,2
node75,node55,3
node8,node12,1
node3,node1,3
node43,node7,2
node17,node28,2
node5,node120,5
node76,node90,4
node107,node85,2
node74,node108,2
node36,node67,5
node4,node50,3
node105,node68,5
node72,node38,4
node110,node99,5
node100,node57,2
node23,node39,5
node124,node119,4
node111,node47,5
node77,node113,2
node102,node57,5
node54,node68,2
node47,node39,5
node1,node23,3
node122,node33,5
node99,node58,4
node25,node86,5
node23,node20,1
node40,node24,4
node106,node1,3
node76,node112,2
node32,node88,1
node11,node39,2
node26,node107,2
node119,node117,5
node80,node27,2
node79,node51,4
node117,node48,2
node68,node4,4
node106,node18,5
node18,node78,5
node110,node102,3
node32,node61,4
node95,node125,5
node41,node82,1
node11,node28,3
node10,node50,1
node30,node60,5
node88,node22,2
node25,node120,5
node16,node17,4
node124,node70,1
node67,node36,5
node64,node94,4
node20,node57,2
node53,node109,3
node117,node18,2
node66,node105,1
node98,node10,3
node50,node45,1
node91,node99,2
