from,to,layer
node53,node65,1
node50,node14,1
node32,node81,1
node49,node78,1
node123,node63,2
node109,node12,1
node29,node111,2
node46,node108,1
node5,node99,1
node97,node35,1
node109,node22,1
node94,node54,1
node61,node55,1
node98,node104,2
node121,node88,2
node72,node98,2
node31,node20,2
node74,node103,1
node20,node10,2
node21,node13,1
node98,node7,2
node93,node40,1
node2,node95,2
node53,node13,2
node74,node19,1
node40,node119,1
node49,node114,2
node32,node2,1
node98,node55,2
node22,node105,1
node7,node45,2
node25,node51,2
node62,node64,1
node63,node104,1
node11,node88,1
node61,node122,2
node86,node81,1
node39,node79,1
node103,node86,2
node49,node35,1
node5,node30,1
node34,node67,2
node15,node20,1
node113,node21,2
node1,node66,2
node5,node53,2
node110,node26,1
node100,node84,2
node83,node78,2
node94,node74,1
node64,node82,2
node72,node28,1
node86,node94,1
node47,node41,2
node39,node80,1
node28,node98,2
node97,node119,2
node58,node27,1
node92,node56,1
node123,node22,1
node22,node121,2
node37,node34,2
node40,node41,1
node118,node44,1
node66,node103,2
node21,node35,1
node43,node2,2
node39,node76,1
node118,node47,2
node24,node43,2
node28,node86,2
node31,node85,1
node42,node66,2
node37,node17,1
node71,node69,1
node121,node119,2
node2,node30,2
node31,node39,1
node77,node24,1
node49,node71,1
node102,node6,2
node32,node87,1
node1,node30,2
node120,node20,2
node69,node25,1
node122,node91,2
node22,node29,2
node45,node9,2
node115,node90,2
node64,node33,2
node46,node14,2
node37,node76,2
node44,node36,2
node66,node19,1
node109,node13,1
node8,node4,2
node2,node48,1
node81,node113,2
node6,node15,2
node17,node47,2
node116,node13,2
node94,node40,2
node23,node125,1
node105,node20,2
node108,node42,2
node50,node16,1
node114,node53,1
node17,node60,1
node19,node92,1
node125,node26,2
node51,node9,2
node120,node49,2
node4,node36,2
node43,node67,1
node29,node37,1
node28,node41,1
node57,node35,2
node98,node7,1
node101,node69,1
node13,node29,2
node38,node42,1
node37,node6,1
node75,node93,1
node10,node108,2
node17,node96,1
node77,node13,2
node28,node89,1
node91,node111,2
node12,node27,2
node4,node41,1
node48,node15,1
node3,node38,1
node109,node59,1
node16,node40,2
node65,node103,1
node4,node32,1
node55,node18,1
node86,node102,2
node91,node88,1
node111,node46,2
node29,node28,2
node114,node91,2
node50,node32,1
node27,node94,1
node124,node118,1
node20,node109,1
node87,node75,1
node124,node4,2
node20,node27,2
node11,node83,1
node33,node68,2
node49,node1,1
node95,node112,1
node86,node119,2
node90,node19,2
node79,node11,2
node57,node67,1
node55,node40,1
node50,node103,1
node100,node29,1
node49,node124,1
node66,node118,2
node58,node33,1
node15,node52,2
node81,node43,2
node60,node86,2
node97,node39,1
node104,node25,2
node4,node117,1
node81,node116,2
node28,node73,2
node17,node10,2
node113,node61,2
node31,node4,2
node39,node31,2
node42,node109,2
node33,node118,1
node92,node116,1
node101,node6,1
node66,node115,1
node8,node82,1
node22,node18,2
node39,node42,1
node28,node64,2
node85,node120,2
node96,node71,1
node69,node18,1
node10,node57,1
node89,node34,2
node12,node60,1
node35,node109,2
node95,node47,2
node70,node85,2
node11,node96,1
node45,node108,1
node59,node74,2
node125,node2,2
node27,node92,1
node110,node67,2
node74,node64,1
node74,node111,2
node58,node121,1
node63,node47,1
node92,node77,1
node94,node64,2
node10,node121,2
node22,node25,1
node125,node8,1
node106,node55,2
node13,node60,2
node25,node43,2
node119,node69,1
node83,node82,1
node40,node84,2
node42,node99,1
node102,node58,1
node87,node51,2
node111,node97,2
node37,node74,1
node88,node44,2
node38,node41,2
node24,node31,2
node24,node16,1
node55,node41,1
node37,node112,1
node85,node94,1
node50,node119,1
node46,node37,1
node85,node41,2
node90,node71,1
node123,node108,2
node88,node51,2
node119,node76,2
node16,node69,1
node56,node99,1
node36,node94,2
node53,node12,2
node73,node68,1
node22,node56,2
node88,node121,2
node77,node67,1
node26,node50,1
node83,node74,2
node28,node63,2
node2,node73,1
node84,node26,1
node13,node77,1
node40,node13,1
node69,node71,1
