from,to,layer
node49,node26,1
node19,node8,2
node32,node2,2
node26,node27,1
node1,node11,2
node31,node43,1
node13,node18,2
node48,node5,2
node39,node13,1
node40,node13,1
node5,node15,2
node4,node18,2
node48,node1,2
node28,node18,2
node6,node4,2
node26,node35,2
node41,node6,2
node38,node48,1
node28,node32,2
node5,node26,1
node9,node46,1
node7,node45,2
node14,node49,2
node1,node27,1
node41,node40,1
node39,node26,2
node25,node28,2
node19,node48,2
node12,node26,2
node10,node33,1
node6,node47,1
node38,node31,1
node37,node29,1
node13,node36,1
node47,node7,1
node6,node48,1
node25,node41,2
node10,node26,2
node24,node21,2
node31,node36,2
node21,node36,1
node39,node26,1
node25,node16,1
node8,node1,2
node31,node25,2
node12,node23,1
node49,node18,1
node10,node6,2
node36,node1,1
node38,node4,2
node5,node50,1
node34,node6,2
node11,node4,2
node19,node50,1
node39,node38,2
node36,node29,2
node9,node12,2
node24,node9,1
node36,node1,2
node14,node27,2
node42,node21,1
node33,node7,2
node25,node37,2
node37,node48,1
node9,node19,1
node34,node8,1
node48,node9,2
node27,node39,2
node22,node45,2
node19,node37,2
node38,node40,2
node14,node40,2
node26,node15,2
node40,node42,2
node17,node42,1
node22,node9,2
node30,node46,2
node12,node14,2
node11,node31,1
node31,node29,1
node48,node43,1
node20,node50,1
node42,node48,2
node4,node23,1
node14,node11,2
node21,node23,2
node27,node8,1
node44,node11,1
node19,node41,2
node41,node42,1
node26,node25,1
node35,node36,2
node3,node6,2
node8,node36,2
node45,node40,2
node12,node14,1
node18,node4,2
node31,node9,2
node14,node31,1
node39,node46,2
node41,node45,1
node26,node46,2
node47,node16,1
node43,node11,2
node36,node25,2
node48,node28,2
node12,node46,1
node4,node13,2
node5,node6,1
node15,node11,2
node6,node12,1
node33,node1,1
node49,node40,2
node37,node29,2
node49,node31,1
node46,node12,2
node48,node14,2
node41,node20,1
node36,node42,1
node2,node23,2
node33,node15,1
node1,node9,2
node14,node3,1
node15,node40,1
node26,node40,2
node48,node35,2
node49,node12,2
node45,node48,1
node20,node42,2
node33,node41,1
node48,node23,2
node17,node6,2
node22,node10,1
node35,node23,1
node33,node26,2
node14,node40,1
node26,node12,1
node12,node15,2
node5,node19,1
node13,node19,1
node16,node42,1
node21,node37,2
node36,node38,1
node21,node15,1
node28,node24,2
node2,node11,2
node3,node34,1
node34,node26,2
node45,node48,2
node27,node5,1
node49,node16,2
node19,node9,2
node26,node40,1
node12,node19,1
node18,node20,1
node1,node3,1
node16,node13,1
node7,node13,2
node33,node24,1
node17,node20,2
node44,node10,2
node48,node44,1
node30,node20,2
node7,node38,1
node4,node23,2
node27,node20,1
node4,node41,1
node5,node15,1
node15,node19,1
node29,node18,2
node43,node47,2
node46,node11,2
node20,node33,2
node16,node30,1
node22,node29,1
node36,node3,1
node44,node35,1
node8,node40,2
node32,node21,2
node42,node6,2
node25,node23,2
node19,node18,1
node23,node49,1
node32,node36,2
node8,node11,2
node23,node8,2
node7,node4,1
node21,node44,2
node20,node16,1
node41,node15,1
node20,node11,1
node37,node39,2
node39,node34,1
node11,node41,2
node26,node6,2
node42,node41,2
node21,node9,1
node15,node21,2
node26,node13,1
node25,node17,1
node28,node25,2
node39,node7,1
node40,node11,1
node25,node37,1
node9,node11,1
node2,node20,1
node5,node1,2
node8,node39,1
node20,node38,2
node22,node44,2
node38,node46,2
node25,node34,1
node17,node5,1
node37,node12,1
node44,node45,1
node40,node49,2
node25,node20,2
node37,node34,1
node41,node29,1
node5,node19,2
node38,node10,2
node50,node46,2
node21,node20,1
node22,node49,1
node45,node28,2
node37,node7,1
node17,node44,1
node32,node42,2
node27,node23,1
node21,node28,2
node28,node3,1
node11,node8,1
node7,node35,1
node2,node17,2
node21,node42,1
node47,node1,1
node29,node48,1
node33,node31,1
node10,node32,1
node12,node11,2
node11,node33,2
node21,node2,2
node39,node29,2
node5,node24,2
node41,node6,1
node5,node46,2
node35,node14,2
node15,node10,2
node29,node20,2
