from,to,layer
node27,node6,2
node3,node15,2
node28,node29,1
node6,node19,1
node8,node20,1
node19,node4,2
node24,node23,1
node25,node14,1
node25,node1,2
node4,node19,1
node3,node5,2
node19,node5,1
node5,node19,2
node16,node12,1
node26,node1,2
node20,node13,2
node14,node9,2
node26,node8,2
node7,node23,1
node11,node15,1
node23,node21,2
node16,node24,1
node1,node20,1
node9,node20,1
node14,node24,1
node1,node13,2
node17,node8,2
node2,node8,1
node14,node26,2
node3,node15,1
node15,node3,2
node5,node16,1
node16,node28,1
node26,node23,1
node16,node6,1
node3,node1,2
node19,node27,1
node1,node22,1
node16,node20,1
node9,node29,2
node6,node15,1
node13,node3,1
node22,node25,1
node24,node13,2
node24,node19,2
node29,node20,2
node27,node4,1
node13,node17,2
node22,node5,2
node30,node5,2
node12,node27,2
node11,node24,1
node17,node14,1
node30,node18,2
node4,node19,2
node3,node23,1
node19,node6,1
node14,node30,2
node12,node7,2
node3,node12,2
node28,node16,1
node21,node15,2
node13,node14,1
node29,node5,2
node17,node23,1
node10,node25,1
node11,node26,2
node29,node21,1
node27,node13,1
node27,node1,1
node18,node13,1
node26,node23,2
node24,node20,1
node30,node12,1
node17,node3,1
node23,node18,2
node11,node26,1
node24,node11,1
node30,node10,1
node23,node18,1
node24,node8,2
node21,node18,1
node26,node13,1
node15,node17,1
node7,node26,1
node11,node2,1
node3,node23,2
node11,node4,2
node11,node17,2
node10,node11,1
node22,node20,1
node4,node12,2
node28,node2,2
node23,node30,1
node9,node24,2
node17,node13,1
node24,node27,1
node29,node22,1
node14,node9,1
