from,to,layer
node16,node27,1
node14,node16,1
node21,node18,2
node15,node32,1
node34,node35,1
node30,node22,2
node48,node9,2
node39,node32,2
node18,node44,1
node4,node28,2
node33,node32,1
node32,node34,2
node44,node45,1
node4,node45,2
node17,node24,2
node9,node49,1
node43,node50,2
node44,node32,2
node4,node27,2
node36,node31,2
node5,node41,2
node12,node41,2
node2,node4,2
node26,node37,1
node2,node49,1
node43,node24,1
node23,node31,2
node12,node26,2
node20,node29,2
node26,node19,1
node15,node36,1
node9,node26,2
node34,node4,2
node34,node15,1
node11,node15,2
node13,node5,2
node10,node4,2
node16,node10,2
node19,node34,1
node18,node14,2
node43,node29,1
node27,node18,1
node21,node20,1
node7,node23,2
node1,node4,2
node13,node42,2
node47,node42,1
node7,node6,2
node45,node1,2
node21,node11,2
node26,node47,1
node46,node7,2
node4,node24,1
node24,node48,2
node5,node28,2
node49,node16,2
node8,node20,1
node43,node20,1
node25,node6,2
node48,node11,1
node18,node23,2
node49,node47,1
node25,node24,2
node15,node16,1
node33,node39,1
node32,node11,1
node22,node49,1
node42,node27,1
node7,node32,2
node4,node18,2
node29,node7,1
node6,node47,1
node26,node27,2
node25,node43,2
node48,node40,1
node30,node17,2
node29,node6,1
node34,node42,1
node46,node33,1
node26,node14,1
node28,node47,2
node35,node47,2
node31,node4,2
node17,node40,1
node13,node10,1
node21,node35,1
node27,node21,2
node34,node8,2
node38,node4,2
node11,node30,2
node4,node5,2
node49,node33,2
node7,node10,1
node29,node5,2
node16,node2,1
node26,node25,2
node27,node3,1
node32,node40,1
node26,node45,1
node6,node44,2
node15,node43,1
node12,node24,1
node18,node5,2
node10,node45,1
node50,node17,1
node19,node25,2
node15,node27,2
node28,node21,2
node9,node2,2
node6,node16,2
node46,node42,1
node12,node41,1
node45,node30,2
node27,node47,2
node38,node9,2
node45,node47,1
node5,node1,2
node27,node48,2
node48,node26,1
node49,node38,1
node10,node6,2
node11,node36,2
node35,node18,1
node12,node9,2
node11,node37,1
node35,node32,2
node35,node25,2
node8,node33,1
node37,node15,2
node35,node2,1
node13,node35,2
node36,node30,2
node47,node8,2
node44,node26,1
node28,node8,2
node25,node12,2
node45,node19,1
node22,node39,2
node30,node45,2
node25,node27,2
node47,node36,2
node22,node23,1
node27,node22,1
node2,node19,1
node13,node29,2
node13,node7,1
node3,node41,2
node36,node25,2
node17,node1,2
node40,node38,1
node16,node33,2
node33,node8,1
node22,node26,2
node18,node40,2
node2,node42,1
node17,node47,2
node2,node14,2
node9,node43,1
node17,node23,1
node4,node49,2
node34,node35,2
node7,node32,1
node3,node22,2
node40,node22,2
node6,node39,2
node43,node14,2
node33,node27,1
node30,node5,1
node24,node35,2
node34,node9,1
node48,node9,1
node15,node7,1
node19,node30,2
node17,node14,2
node34,node14,1
node48,node31,1
node29,node38,2
node45,node33,2
node18,node19,2
node50,node33,2
node31,node8,2
node19,node4,1
node13,node17,2
node15,node24,2
node21,node23,1
node19,node17,2
node9,node49,2
node4,node16,1
node21,node33,2
node42,node2,1
node48,node31,2
node35,node10,2
node32,node14,2
node40,node3,2
node22,node30,1
node35,node24,2
node39,node11,2
node21,node27,2
node20,node37,2
node45,node17,1
node47,node32,2
node40,node23,1
node4,node42,2
node18,node34,2
node29,node20,1
node46,node32,1
node42,node37,1
node19,node31,1
node7,node47,1
node32,node41,2
node40,node38,2
node32,node34,1
node22,node36,1
node16,node43,1
node46,node41,2
node2,node29,1
node2,node47,2
node30,node50,2
node14,node4,1
node33,node13,2
node22,node27,1
node42,node22,2
node43,node21,1
node30,node29,2
node38,node26,2
node25,node18,2
node33,node41,2
node2,node35,2
node16,node30,1
node18,node7,1
node37,node26,2
node35,node48,2
node35,node2,2
node43,node34,1
node39,node42,2
node40,node29,1
node49,node44,1
node24,node10,1
node39,node31,2
node43,node49,1
node21,node28,1
node27,node23,2
node7,node16,1
node29,node20,2
node40,node31,1
node40,node14,1
node30,node21,2
node30,node38,2
node37,node31,1
