from,to,layer
node31,node16,1
node64,node25,3
node65,node58,3
node74,node61,3
node46,node54,3
node35,node47,3
node19,node59,1
node14,node16,3
node59,node11,3
node30,node10,3
node57,node55,3
node45,node53,1
node7,node21,3
node53,node48,3
node51,node59,2
node21,node70,3
node24,node49,2
node43,node22,1
node32,node12,1
node10,node57,1
node2,node26,2
node57,node41,2
node46,node32,1
node6,node45,2
node69,node57,3
node66,node9,3
node5,node17,1
node28,node1,3
node64,node13,1
node59,node40,1
node7,node58,2
node28,node33,1
node15,node6,2
node58,node51,1
node28,node55,3
node30,node43,2
node39,node71,3
node21,node37,1
node68,node15,2
node11,node12,2
node6,node23,1
node47,node13,3
node65,node60,1
node53,node59,2
node13,node55,2
node49,node30,1
node10,node40,1
node62,node64,2
node58,node52,2
node40,node70,3
node14,node21,2
node47,node54,3
node2,node5,3
node26,node64,1
node40,node43,2
node4,node38,2
node52,node71,1
node38,node73,3
node28,node3,2
node65,node49,3
node16,node47,1
node71,node66,1
node61,node29,1
node74,node51,2
node54,node32,2
node47,node5,3
node10,node45,1
node49,node5,2
node43,node45,1
node17,node12,2
node34,node67,2
node63,node67,2
node39,node11,1
node2,node43,3
node39,node67,2
node20,node4,1
node14,node66,1
node2,node23,1
node48,node43,1
node73,node8,2
node41,node53,2
node10,node30,2
node66,node45,1
node46,node62,3
node50,node62,1
node59,node32,3
node67,node60,1
node71,node35,3
node13,node45,1
node47,node18,3
node55,node11,3
node24,node15,1
node61,node3,3
node65,node12,3
node54,node36,2
node1,node27,2
node68,node14,1
node50,node40,1
node15,node23,3
node68,node69,2
node18,node61,1
node39,node26,3
node4,node49,2
node74,node54,2
node31,node73,2
node56,node71,2
node12,node67,2
node13,node62,1
node26,node59,3
node29,node52,1
node4,node37,1
node23,node54,3
node66,node39,1
node62,node35,3
node6,node21,2
node18,node5,1
node73,node19,2
node28,node45,2
node20,node69,3
node12,node73,1
node44,node9,2
node65,node71,2
node71,node72,2
node63,node19,2
node9,node13,1
node8,node54,3
node74,node49,3
node51,node69,1
node17,node59,3
node17,node65,1
node75,node38,2
node56,node14,3
node8,node67,3
node53,node71,2
node69,node46,2
node13,node39,2
node10,node75,1
node63,node1,3
node12,node30,3
node68,node39,2
node1,node3,1
node1,node7,2
node3,node4,1
node43,node54,2
node46,node2,1
node1,node17,1
node4,node56,2
node49,node45,2
node50,node2,2
node10,node47,3
node26,node9,3
node39,node59,3
node72,node32,1
node17,node49,2
node37,node17,3
node32,node61,3
node22,node61,3
node13,node53,3
node62,node4,1
node15,node55,1
node62,node25,1
node40,node73,3
node70,node44,1
node71,node24,3
node22,node47,1
node63,node51,2
node39,node10,2
node1,node8,2
node12,node14,3
node37,node60,2
node14,node58,3
node36,node8,2
node2,node16,3
node43,node32,2
node74,node35,3
node53,node68,3
node18,node3,3
node70,node40,1
node58,node7,1
node11,node16,2
node52,node70,3
node41,node53,1
node51,node31,2
node46,node72,1
node55,node32,2
node54,node44,2
node48,node44,3
node7,node50,1
node64,node38,1
node73,node14,2
node36,node4,2
node71,node1,2
node49,node43,3
node71,node21,1
node65,node58,2
node45,node33,3
node12,node47,1
node75,node40,2
node40,node45,1
node8,node74,1
node57,node18,2
node8,node16,3
node10,node28,3
node45,node31,3
node68,node2,1
node47,node14,1
node59,node63,2
node45,node19,2
node40,node48,1
node42,node23,1
node4,node53,1
node54,node28,3
node44,node69,3
node59,node66,3
node46,node25,2
node8,node56,2
node47,node28,3
node64,node43,1
node70,node37,1
node23,node57,2
node75,node37,1
node2,node64,1
node16,node20,2
node51,node43,1
node12,node64,1
node9,node51,1
node5,node73,3
node71,node45,1
node63,node18,1
node24,node56,1
node21,node30,2
node25,node35,1
node74,node18,1
node66,node65,3
node1,node9,1
node2,node42,3
node44,node42,1
node34,node65,2
node34,node9,2
node73,node75,1
node72,node75,3
node49,node27,1
node74,node69,1
node56,node38,1
node59,node25,2
node50,node15,3
node2,node24,3
node67,node74,3
node74,node6,1
