from,to,layer
node36,node41,3
node9,node33,1
node19,node48,2
node5,node49,1
node4,node20,2
node39,node46,1
node14,node40,3
node41,node33,1
node45,node19,3
node36,node41,1
node21,node20,2
node34,node17,1
node41,node11,3
node22,node24,3
node12,node45,1
node46,node12,3
node11,node1,3
node43,node41,2
node4,node17,3
node33,node46,1
node28,node9,2
node4,node13,1
node14,node8,3
node26,node23,2
node28,node38,3
node4,node46,1
node21,node11,1
node1,node31,1
node5,node41,1
node23,node34,2
node13,node17,3
node39,node38,3
node6,node41,1
node37,node3,3
node48,node15,2
node3,node50,2
node11,node21,3
node10,node27,1
node7,node10,3
node34,node3,1
node33,node29,2
node27,node17,3
node39,node26,3
node21,node23,3
node5,node17,3
node34,node18,2
node24,node10,1
node16,node26,2
node10,node31,1
node5,node34,3
node7,node9,3
node45,node21,3
node20,node13,1
node34,node33,2
node36,node43,1
node49,node8,1
node33,node1,3
node15,node42,2
node15,node18,2
node25,node24,2
node22,node5,2
node36,node41,2
node32,node47,3
node11,node13,3
node42,node34,1
node33,node45,3
node25,node19,2
node19,node9,3
node25,node17,2
node11,node26,2
node14,node4,2
node12,node38,2
node44,node23,1
node33,node31,1
node3,node18,3
node16,node8,2
node2,node11,2
node23,node1,1
node15,node31,1
node43,node32,1
node16,node30,2
node15,node18,3
node48,node7,3
node50,node31,2
node3,node9,1
node24,node49,1
node20,node1,2
node31,node42,2
node35,node20,3
node50,node18,3
node9,node19,2
node39,node43,1
node36,node38,1
node12,node41,2
node35,node22,1
node16,node31,3
node7,node13,1
node29,node40,3
node12,node24,2
node19,node23,1
node27,node43,1
node35,node10,3
node21,node31,2
node19,node42,2
node13,node49,2
node44,node50,1
node50,node24,3
node6,node25,3
node3,node19,1
node49,node44,3
node1,node19,2
node39,node22,2
node2,node48,1
node26,node47,3
node5,node41,3
node7,node24,2
node39,node35,2
node32,node5,2
node19,node41,2
node41,node16,3
node38,node18,2
node28,node13,1
node23,node26,2
node46,node48,3
node41,node29,1
node35,node6,3
node46,node36,2
node10,node16,2
node28,node2,1
node37,node21,3
node2,node39,1
node29,node19,3
node20,node12,3
node32,node3,1
node49,node10,1
node9,node48,3
node19,node49,1
node32,node20,1
node34,node6,1
node27,node7,2
node48,node12,1
node47,node44,2
node48,node6,2
node36,node29,1
node19,node23,2
node47,node30,2
node19,node18,1
node2,node12,2
node2,node43,2
node43,node5,1
node18,node41,2
node30,node9,1
node18,node19,3
node18,node40,1
node18,node28,3
node42,node37,3
node29,node21,2
node40,node44,3
node10,node40,1
node1,node38,2
node29,node17,3
node16,node26,1
node11,node20,3
node41,node43,2
node32,node18,2
node10,node25,3
node28,node34,2
node10,node47,1
node36,node15,1
node40,node42,3
node42,node29,2
node50,node30,3
node30,node24,3
node4,node7,1
node45,node2,3
node4,node37,3
node44,node25,2
node17,node33,3
node30,node29,1
node37,node7,1
node25,node36,3
node20,node19,1
node37,node48,3
node8,node35,2
node40,node5,2
node39,node50,3
node7,node5,1
node21,node5,1
node17,node50,2
node26,node1,3
node44,node3,1
node50,node9,1
node4,node47,2
node39,node11,2
node47,node1,2
node38,node20,2
node31,node42,1
node47,node16,2
node28,node36,3
node45,node37,3
node26,node40,1
node20,node37,3
node26,node36,1
node38,node48,2
node30,node41,1
node44,node19,2
node23,node1,3
node36,node9,3
node12,node41,3
node38,node35,2
node28,node5,3
node21,node47,1
node47,node45,2
node23,node10,1
node1,node32,1
node25,node24,3
node28,node36,2
node43,node31,3
node6,node27,1
node15,node3,3
node8,node26,3
node17,node33,2
node9,node46,2
node23,node31,3
node24,node45,1
node36,node35,1
node2,node19,1
node23,node25,3
node29,node39,2
node8,node25,2
node44,node31,3
node45,node42,1
node9,node49,1
node28,node30,2
node4,node1,2
node2,node36,3
node22,node38,3
node29,node28,2
node10,node31,3
node18,node11,2
node16,node36,3
node5,node1,3
node37,node49,3
node40,node39,2
node13,node14,3
node7,node29,1
node35,node4,2
node29,node26,1
node49,node21,2
