from,to,layer
node69,node50,1
node29,node18,3
node76,node44,3
node1,node12,2
node79,node49,1
node110,node108,3
node46,node103,3
node46,node38,3
node16,node114,1
node109,node40,1
node21,node53,2
node15,node28,3
node46,node96,3
node109,node1,3
node59,node107,3
node66,node87,1
node72,node53,1
node21,node4,3
node13,node62,2
node123,node41,1
node11,node37,1
node81,node45,2
node68,node108,2
node12,node111,1
node38,node56,3
node102,node66,2
node69,node26,1
node3,node11,2
node51,node110,2
node66,node98,2
node91,node100,1
node70,node118,2
node50,node93,1
node7,node114,3
node69,node84,2
node59,node51,1
node12,node58,2
node118,node34,2
node114,node60,3
node16,node72,1
node1,node108,2
node112,node60,2
node102,node55,3
node104,node72,1
node30,node79,3
node48,node58,1
node89,node39,2
node49,node26,3
node75,node27,1
node36,node123,3
node125,node54,1
node46,node109,2
node120,node107,1
node90,node89,3
node98,node56,3
node3,node13,3
node103,node88,2
node34,node95,1
node17,node66,2
node45,node38,2
node97,node57,3
node10,node71,2
node45,node125,1
node14,node92,2
node15,node124,1
node110,node5,3
node34,node66,3
node125,node77,3
node9,node116,2
node65,node120,2
node49,node88,3
node113,node88,2
node75,node13,3
node63,node114,1
node80,node28,3
node107,node10,3
node77,node62,3
node116,node50,1
node80,node122,3
node113,node49,2
node112,node80,1
node28,node96,3
node45,node92,1
node117,node10,1
node38,node103,2
node113,node85,2
node124,node42,3
node82,node77,3
node28,node13,3
node117,node8,2
node67,node45,3
node19,node94,2
node46,node93,1
node79,node13,2
node19,node45,3
node92,node59,1
node72,node14,3
node97,node61,1
node110,node125,3
node53,node7,3
node85,node71,3
node2,node111,2
node31,node71,3
node44,node110,3
node80,node46,1
node119,node52,3
node102,node11,3
node40,node18,3
node8,node63,1
node109,node97,3
node14,node112,2
node8,node101,2
node121,node113,2
node28,node41,2
node74,node99,1
node75,node99,1
node43,node51,3
node78,node75,2
node41,node97,2
node117,node87,2
node68,node93,1
node90,node62,1
node7,node45,1
node62,node65,2
node11,node56,2
node62,node70,3
node55,node101,2
node58,node7,2
node26,node70,2
node5,node106,2
node90,node87,1
node103,node84,2
node118,node117,3
node86,node97,3
node22,node74,1
node19,node25,2
node4,node103,2
node125,node106,2
node54,node119,2
node88,node122,2
node48,node88,2
node21,node12,3
node53,node72,1
node57,node115,2
node122,node103,3
node2,node54,1
node2,node68,1
node101,node70,1
node2,node38,1
node45,node7,1
node55,node52,2
node2,node109,3
node16,node22,1
node42,node111,2
node22,node31,1
node9,node80,3
node70,node106,2
node33,node22,2
node75,node65,3
node112,node33,2
node70,node26,3
node2,node46,3
node87,node54,1
node45,node47,3
node122,node89,1
node113,node86,2
node6,node113,3
node120,node70,1
node87,node96,1
node33,node34,2
node93,node4,1
node63,node119,1
node102,node50,2
node10,node124,2
node67,node35,3
node105,node9,3
node97,node124,2
node55,node121,2
node44,node116,3
node23,node43,3
node29,node81,1
node3,node51,3
node30,node70,1
node68,node69,1
node3,node5,3
node85,node24,1
node110,node112,2
node94,node78,2
node112,node31,2
node98,node83,3
node98,node20,1
node31,node10,2
node52,node93,1
node77,node76,1
node26,node117,2
node33,node77,1
node57,node34,3
node30,node97,2
node27,node84,2
node78,node85,2
node110,node23,1
node54,node44,1
node8,node107,1
node86,node35,1
node54,node38,1
node105,node14,2
node104,node13,1
node63,node71,1
node80,node64,1
node93,node90,1
node47,node96,2
node35,node64,3
node97,node89,2
node95,node55,2
node106,node93,3
node10,node62,2
node19,node88,2
node123,node33,1
node7,node58,1
node120,node74,2
node99,node34,1
node12,node58,1
node113,node115,1
node54,node7,1
node25,node12,1
node40,node8,1
node104,node100,3
node19,node53,1
node117,node3,2
node78,node65,2
node45,node78,3
node16,node17,1
node35,node42,3
node91,node1,2
node15,node75,3
node24,node124,2
node120,node43,3
node74,node78,1
node45,node73,3
node5,node61,2
node93,node124,1
node38,node69,2
node72,node116,1
node26,node112,3
node32,node41,1
node34,node25,1
node15,node92,1
node34,node10,3
node44,node27,1
