from,to,layer
node5,node13,1
node4,node5,1
node2,node12,2
node20,node19,2
node16,node11,1
node5,node11,2
node18,node2,2
node12,node4,2
node5,node11,1
node12,node5,2
node14,node2,2
node19,node14,1
node5,node18,2
node11,node8,1
node2,node7,1
node8,node10,2
node2,node3,2
node11,node6,1
node14,node8,1
node19,node12,2
node19,node2,1
node2,node10,1
node5,node19,2
node1,node5,2
node1,node18,1
node2,node3,1
node7,node4,2
node2,node12,1
node1,node3,1
node11,node2,2
node17,node16,2
node8,node16,1
node10,node20,2
node10,node14,2
node5,node12,2
node15,node2,2
node8,node11,2
node4,node12,2
node15,node12,2
node11,node20,1
node5,node19,1
node16,node19,1
node4,node20,2
node16,node9,1
node8,node14,1
node13,node10,2
node11,node17,1
node19,node15,1
node16,node14,1
node15,node14,1
node12,node10,1
node1,node14,2
node4,node2,1
node10,node2,2
node15,node14,2
node11,node17,2
node11,node15,1
node16,node18,1
node14,node6,1
node9,node14,1
node17,node6,2
node3,node13,1
node11,node16,1
node6,node12,2
node8,node19,1
node16,node17,1
node12,node10,2
node12,node2,2
node10,node2,1
node9,node13,2
node17,node1,2
node16,node13,2
node16,node18,2
node2,node1,2
node5,node15,2
node10,node6,2
node1,node9,2
node12,node7,1
node12,node16,2
node15,node7,2
node14,node18,2
node4,node5,2
node1,node16,2
node16,node2,2
node3,node5,2
node12,node2,1
node9,node8,1
node8,node1,1
node1,node18,2
node3,node4,2
node4,node6,1
node20,node15,1
node15,node5,2
node1,node6,1
node16,node3,2
node13,node5,2
node12,node8,2
node14,node1,2
node13,node7,2
