from,to,layer
node11,node1,3
node39,node32,3
node5,node12,5
node30,node48,4
node1,node30,2
node26,node2,4
node34,node22,5
node22,node2,1
node42,node38,1
node48,node25,1
node21,node14,3
node9,node4,5
node19,node7,2
node34,node45,4
node31,node26,1
node28,node19,1
node50,node30,2
node1,node47,2
node13,node16,1
node23,node6,5
node29,node10,4
node1,node48,2
node20,node6,1
node25,node35,1
node29,node17,5
node6,node50,1
node39,node11,3
node29,node9,5
node24,node42,1
node33,node37,2
node26,node45,1
node19,node9,1
node28,node16,1
node1,node40,5
node28,node32,2
node27,node40,3
node49,node10,2
node11,node37,3
node28,node31,5
node17,node43,3
node12,node29,3
node10,node48,1
node14,node45,3
node1,node30,3
node14,node9,2
node8,node21,3
node7,node33,2
node7,node23,2
node13,node47,1
node25,node19,3
node25,node35,5
node30,node32,5
node10,node26,5
node14,node17,5
node3,node24,2
node19,node45,5
node38,node3,1
node29,node16,1
node19,node5,1
node41,node39,5
node4,node27,5
node15,node17,3
node11,node1,1
node34,node10,5
node42,node17,2
node39,node1,3
node6,node1,3
node48,node39,5
node24,node42,5
node24,node35,2
node47,node37,2
node20,node45,1
node9,node12,2
node23,node17,2
node36,node22,1
node33,node15,1
node38,node18,2
node37,node48,2
node43,node36,3
node3,node47,2
node45,node19,4
node19,node8,5
node5,node49,1
node43,node28,3
node3,node49,2
node7,node49,4
node35,node1,3
node48,node9,5
node30,node22,3
node10,node26,1
node35,node10,3
node9,node6,5
node12,node8,3
node11,node16,1
node21,node15,2
node42,node10,2
node5,node36,4
node1,node12,4
node27,node32,1
node14,node6,5
node19,node10,4
node20,node37,1
node3,node39,1
node38,node28,5
node19,node42,4
node34,node13,4
node39,node42,5
node4,node43,5
node2,node21,2
node23,node10,4
node44,node16,4
node23,node12,1
node14,node40,5
node50,node6,3
node44,node45,3
node26,node14,3
node24,node13,2
node13,node30,2
node6,node39,2
node29,node36,3
node48,node9,3
node33,node42,1
node22,node24,5
node25,node24,3
node27,node40,1
node43,node35,5
node49,node35,2
node32,node34,2
node50,node9,4
node14,node1,4
node35,node31,4
node22,node27,3
node28,node7,5
node1,node8,5
node29,node26,1
node13,node9,1
node31,node43,3
node37,node23,1
node37,node47,3
node27,node41,5
node42,node9,2
node33,node5,2
node46,node33,4
node3,node38,4
node12,node23,1
node38,node11,2
node39,node27,5
node7,node18,1
node42,node5,5
node20,node36,5
node23,node50,5
node50,node39,3
node13,node47,2
node27,node46,5
node10,node44,5
node40,node15,5
node39,node23,5
node38,node24,1
node17,node23,3
node26,node39,2
node13,node45,2
node26,node18,5
node30,node20,3
node18,node35,2
node31,node11,3
node21,node25,4
node25,node10,1
node3,node32,3
node15,node43,1
node44,node33,3
node20,node14,5
node9,node28,3
node17,node9,4
node17,node25,1
node33,node44,5
node31,node40,5
node8,node48,5
node30,node33,3
node34,node27,2
node48,node38,3
node21,node13,4
node26,node14,1
node47,node34,3
node23,node17,1
node22,node24,4
node36,node39,5
node47,node11,4
node47,node3,3
node36,node23,5
node34,node31,4
node14,node31,5
node35,node6,2
node48,node14,4
node38,node4,1
node48,node26,5
node32,node30,1
node48,node15,4
node18,node38,1
node22,node13,1
node28,node5,5
node19,node17,3
node12,node23,5
node40,node26,5
node46,node32,1
node16,node48,5
node40,node17,1
node14,node37,5
node37,node36,2
node2,node14,4
node7,node26,1
node37,node39,4
node9,node3,5
node45,node28,4
node5,node34,5
node44,node17,1
node12,node21,1
node14,node40,4
node29,node13,5
node30,node12,1
node4,node28,1
node43,node20,3
node28,node18,4
node38,node31,5
node39,node25,3
node40,node32,3
node31,node6,2
node48,node34,5
node5,node38,4
node12,node24,3
node2,node4,1
node26,node10,3
node40,node49,1
node50,node31,4
node38,node27,3
node7,node8,3
node6,node48,2
node36,node29,4
node39,node21,4
node6,node40,3
node14,node42,4
node18,node38,3
node12,node45,5
node50,node26,2
node45,node35,1
node15,node36,3
node16,node36,3
node5,node36,3
node32,node3,4
node23,node10,1
