from,to,layer
node23,node61,2
node32,node14,5
node33,node41,5
node34,node22,1
node43,node72,4
node26,node53,2
node60,node52,5
node75,node35,4
node40,node26,4
node70,node42,2
node70,node75,2
node33,node7,4
node54,node69,3
node5,node42,4
node54,node9,1
node4,node7,4
node14,node4,1
node26,node63,3
node57,node50,1
node55,node13,2
node52,node1,4
node69,node23,1
node5,node3,3
node45,node16,1
node54,node60,1
node28,node36,2
node11,node9,3
node38,node25,1
node34,node26,2
node44,node29,4
node63,node11,2
node33,node21,5
node28,node37,3
node3,node51,2
node22,node53,5
node70,node4,2
node19,node5,3
node63,node42,2
node7,node58,3
node14,node24,1
node69,node37,4
node73,node31,3
node33,node41,4
node8,node68,2
node32,node72,5
node54,node75,1
node67,node32,4
node64,node49,5
node51,node7,5
node22,node6,2
node5,node37,4
node28,node19,4
node7,node47,2
node2,node39,1
node48,node71,4
node64,node7,3
node52,node73,1
node2,node7,4
node70,node75,3
node4,node2,5
node60,node56,3
node48,node44,5
node41,node59,4
node5,node57,3
node4,node22,4
node42,node33,4
node13,node6,3
node61,node5,4
node30,node16,4
node41,node21,3
node58,node60,2
node40,node49,4
node54,node22,4
node12,node38,2
node11,node36,2
node9,node5,1
node28,node69,2
node13,node44,2
node18,node40,4
node72,node16,4
node12,node10,4
node27,node14,5
node69,node46,4
node67,node14,1
node25,node43,3
node75,node13,4
node70,node24,2
node56,node52,4
node63,node70,2
node45,node60,4
node41,node7,2
node16,node14,2
node49,node48,1
node28,node31,5
node20,node1,1
node57,node16,1
node16,node66,4
node27,node39,3
node62,node73,2
node73,node5,3
node4,node19,4
node28,node72,1
node42,node13,5
node55,node67,5
node44,node1,2
node9,node54,3
node2,node52,3
node22,node38,5
node44,node74,3
node70,node18,3
node41,node57,2
node20,node1,3
node17,node48,4
node15,node21,1
node25,node67,1
node54,node9,2
node11,node12,4
node71,node18,1
node69,node6,2
node66,node1,2
node5,node17,4
node67,node4,4
node8,node53,3
node42,node54,4
node15,node69,2
node53,node26,1
node29,node45,5
node66,node27,1
node8,node33,3
node69,node53,5
node59,node71,1
node22,node53,2
node35,node73,4
node64,node32,4
node3,node42,4
node7,node2,1
node52,node47,3
node10,node25,2
node43,node23,2
node22,node59,2
node22,node56,1
node40,node18,1
node54,node55,4
node3,node61,4
node51,node40,3
node24,node41,5
node14,node50,3
node2,node62,5
node30,node47,1
node66,node24,3
node61,node30,4
node46,node75,1
node74,node40,1
node38,node40,4
node22,node34,2
node11,node42,5
node17,node74,1
node42,node15,1
node70,node14,1
node1,node6,2
node51,node29,1
node25,node60,4
node18,node64,5
node37,node34,2
node32,node22,5
node65,node29,2
node2,node46,4
node23,node33,3
node29,node21,5
node6,node17,1
node72,node62,4
node22,node29,3
node38,node26,5
node3,node57,5
node17,node1,2
node44,node24,5
node68,node13,2
node51,node44,5
node70,node41,1
node25,node35,3
node54,node1,4
node11,node75,2
node43,node56,2
node25,node40,1
node23,node5,4
node11,node43,4
node29,node31,2
node31,node10,1
node43,node61,2
node40,node61,1
node4,node18,4
node6,node15,5
node25,node8,3
node47,node65,5
node59,node50,3
node68,node60,4
node40,node56,5
node74,node28,5
node55,node41,2
node29,node16,4
node72,node74,5
node23,node50,5
node23,node48,4
node54,node43,1
node57,node36,4
node17,node36,1
node57,node10,4
node7,node18,3
node11,node44,4
node61,node15,2
node21,node71,5
node46,node58,1
node2,node42,5
node20,node68,2
node1,node11,3
node19,node65,3
node20,node75,1
node61,node70,4
node20,node60,2
node30,node43,2
node53,node34,4
node33,node30,1
node71,node33,5
node10,node23,4
node5,node31,4
node16,node34,3
node18,node56,5
node55,node68,3
node34,node51,3
node33,node14,2
node23,node66,4
node68,node12,2
node18,node5,4
node9,node15,4
node30,node55,5
node57,node17,5
node48,node59,4
node70,node64,2
node2,node42,3
node17,node39,2
node28,node5,3
node21,node36,2
node2,node36,5
node1,node74,3
node4,node13,1
node1,node27,1
node28,node74,4
node44,node20,4
node29,node41,5
