from,to,layer
node69,node44,2
node14,node60,1
node73,node19,1
node57,node48,2
node44,node74,1
node5,node16,2
node52,node48,2
node44,node38,2
node72,node50,1
node66,node32,2
node48,node35,1
node44,node51,2
node8,node25,1
node67,node2,2
node31,node33,2
node3,node32,1
node6,node69,1
node65,node13,2
node62,node14,2
node7,node61,1
node70,node28,2
node15,node30,1
node25,node46,1
node61,node7,1
node60,node30,2
node55,node52,2
node19,node5,2
node28,node31,2
node21,node58,1
node31,node52,1
node31,node27,1
node62,node30,1
node58,node75,2
node4,node2,2
node37,node35,1
node70,node5,1
node38,node24,2
node5,node50,1
node22,node57,2
node15,node63,1
node9,node56,1
node17,node25,2
node46,node18,1
node18,node16,1
node4,node13,1
node74,node17,1
node8,node75,2
node41,node75,2
node66,node16,2
node44,node16,1
node11,node4,1
node20,node39,2
node14,node48,2
node21,node71,2
node34,node15,1
node6,node19,2
node68,node40,1
node13,node54,1
node35,node12,1
node21,node19,1
node17,node75,2
node73,node12,1
node59,node54,2
node50,node55,1
node19,node59,2
node26,node34,1
node8,node69,1
node47,node56,1
node61,node72,1
node45,node19,1
node22,node35,1
node73,node60,1
node52,node30,1
node35,node53,2
node5,node60,1
node13,node28,1
node65,node31,2
node55,node68,1
node69,node38,2
node30,node43,1
node41,node30,1
node9,node4,1
node75,node41,1
node48,node71,1
node13,node55,2
node54,node52,2
node55,node12,2
node75,node27,2
node48,node57,2
node16,node9,1
node34,node47,1
node63,node35,2
node52,node10,1
node6,node15,1
node23,node42,1
node58,node16,1
node4,node64,2
node49,node23,1
node23,node67,2
node2,node25,2
node2,node1,1
node7,node30,2
node41,node31,1
node60,node40,1
node66,node27,2
node37,node43,1
node13,node73,2
node35,node9,1
node46,node19,1
node43,node11,2
node11,node54,1
node29,node14,2
node52,node7,1
node25,node70,1
node74,node66,2
node18,node1,2
node5,node73,2
node50,node6,1
node2,node14,1
node45,node59,2
node44,node42,1
node48,node19,1
node33,node22,2
node60,node50,1
node12,node14,2
node52,node41,2
node5,node18,1
node16,node53,1
node61,node73,1
node13,node72,1
node3,node24,2
node10,node33,2
node31,node46,2
node54,node46,1
node52,node37,1
node59,node73,2
node2,node18,2
node71,node34,1
node62,node42,2
node3,node71,2
node31,node38,1
node18,node75,1
node41,node49,2
node53,node44,2
node16,node20,1
node48,node23,1
node43,node17,1
node11,node36,2
node51,node73,1
node59,node61,1
node30,node60,2
node34,node43,1
node24,node29,2
node66,node69,2
node71,node58,2
node36,node20,1
node73,node12,2
node20,node44,2
node4,node61,2
node53,node41,2
node37,node8,1
node53,node48,2
node32,node72,2
node49,node71,1
node38,node17,2
node37,node19,2
node65,node16,2
node7,node69,1
node30,node43,2
node65,node31,1
node55,node30,1
node44,node66,2
node55,node60,2
node55,node57,1
node58,node3,2
node32,node14,1
node53,node70,1
node50,node23,1
node51,node43,1
node36,node65,2
node70,node47,2
node1,node35,1
node19,node64,2
node59,node74,1
node49,node32,1
node28,node27,2
node55,node71,1
node25,node63,2
node20,node24,1
node41,node13,1
node21,node74,1
node52,node29,2
node10,node22,2
node65,node73,1
node27,node41,1
node30,node40,2
node54,node58,1
node19,node44,2
node59,node6,2
node2,node54,2
node37,node68,1
node23,node21,2
node12,node24,1
node65,node19,2
node1,node29,2
node44,node22,1
node42,node43,1
node53,node13,1
node70,node9,2
node16,node46,2
node17,node2,1
node15,node38,1
node23,node63,1
node51,node45,1
node47,node75,1
node37,node5,2
node67,node72,2
node4,node53,1
node36,node42,1
node73,node25,1
node73,node11,1
node20,node38,2
node71,node39,2
node5,node64,2
node64,node48,2
node43,node13,2
node41,node55,1
node62,node68,2
node61,node73,2
node19,node66,2
node2,node60,2
node10,node43,1
node30,node26,2
node2,node39,1
node4,node6,1
node27,node67,2
node6,node68,1
node28,node48,1
node25,node51,2
node8,node62,2
node3,node42,1
node24,node13,1
node12,node9,1
node37,node53,2
node57,node50,2
node24,node19,2
node35,node15,1
node8,node43,1
node36,node72,2
