from,to,layer
node46,node15,1
node17,node12,2
node8,node32,3
node40,node6,1
node41,node2,1
node10,node50,1
node49,node26,3
node49,node46,2
node46,node29,2
node30,node23,3
node45,node40,2
node34,node23,2
node49,node30,3
node45,node16,1
node11,node12,3
node19,node30,4
node35,node9,3
node39,node29,3
node6,node46,5
node34,node30,3
node35,node30,2
node14,node27,2
node28,node27,3
node19,node11,4
node50,node6,4
node38,node42,3
node7,node28,4
node20,node21,4
node22,node39,3
node9,node8,5
node32,node36,2
node43,node49,3
node5,node19,5
node18,node47,4
node11,node15,2
node31,node17,4
node47,node32,4
node25,node30,2
node30,node19,4
node6,node18,4
node26,node7,1
node31,node32,5
node4,node23,4
node5,node10,1
node21,node11,3
node36,node12,2
node48,node10,3
node4,node28,3
node24,node20,2
node47,node30,3
node38,node9,4
node23,node17,4
node36,node29,4
node20,node38,2
node12,node10,4
node11,node28,3
node6,node30,2
node7,node40,2
node43,node48,3
node30,node8,1
node5,node12,3
node49,node7,5
node47,node13,4
node4,node41,2
node3,node26,5
node3,node49,3
node9,node12,2
node18,node1,2
node42,node27,4
node1,node34,5
node6,node17,1
node16,node34,2
node8,node6,5
node39,node20,3
node20,node38,4
node37,node23,2
node22,node34,2
node30,node21,4
node13,node30,5
node13,node4,3
node28,node15,1
node14,node13,5
node7,node4,2
node14,node6,4
node30,node32,4
node43,node26,3
node2,node26,5
node19,node24,5
node26,node5,1
node39,node2,3
node44,node2,3
node36,node48,1
node43,node24,2
node24,node49,1
node50,node25,3
node3,node39,4
node4,node6,2
node29,node5,4
node21,node29,3
node6,node5,5
node40,node21,5
node28,node33,2
node4,node41,3
node5,node35,3
node14,node16,2
node23,node36,5
node20,node28,2
node34,node17,5
node5,node27,3
node42,node26,3
node40,node50,1
node11,node22,3
node11,node4,3
node27,node28,3
node6,node47,1
node20,node12,4
node1,node24,3
node11,node49,3
node41,node50,5
node7,node35,1
node24,node16,3
node11,node12,4
node34,node37,5
node26,node31,1
node49,node18,3
node38,node21,2
node16,node38,4
node48,node8,2
node24,node19,3
node32,node46,3
node18,node33,1
node35,node26,4
node24,node32,2
node46,node50,1
node21,node29,4
node15,node47,1
node44,node15,3
node29,node8,4
node42,node40,3
node4,node48,4
node41,node47,2
node49,node1,5
node26,node28,2
node33,node41,5
node25,node18,1
node35,node14,3
node14,node5,1
node46,node2,2
node6,node15,5
node22,node3,4
node14,node12,2
node17,node13,4
node17,node11,1
node2,node15,1
node6,node25,2
node12,node26,1
node35,node2,1
node7,node19,3
node18,node26,5
node43,node12,3
node34,node1,5
node14,node10,3
node1,node7,5
node35,node36,5
node6,node41,2
node29,node42,4
node36,node37,4
node35,node12,4
node50,node11,4
node16,node5,2
node8,node28,5
node41,node9,1
node34,node33,1
node42,node3,2
node10,node38,3
node29,node25,2
node31,node50,5
node17,node27,5
node18,node17,5
node24,node12,5
node32,node49,3
node39,node42,4
node33,node25,5
node34,node22,5
node32,node41,3
node10,node46,4
node26,node33,1
node11,node30,5
node30,node6,1
node41,node16,3
node2,node11,5
node11,node1,2
node25,node30,3
node14,node1,2
node30,node27,5
node12,node45,3
node45,node4,1
node15,node35,4
node6,node12,1
node45,node43,5
node50,node4,5
node36,node4,5
node20,node41,4
node24,node5,2
node26,node39,1
node38,node13,3
node2,node5,1
node48,node35,3
node30,node50,3
node17,node8,1
node11,node25,1
node27,node37,1
node43,node16,3
node40,node16,2
node19,node47,2
node34,node1,4
node21,node42,4
node24,node46,1
node40,node37,5
node22,node4,2
node27,node39,1
node26,node46,4
node10,node18,2
node31,node33,3
node46,node16,5
node40,node41,1
node29,node24,2
node39,node26,5
node7,node31,3
node6,node34,5
node19,node14,3
node20,node50,1
node25,node48,3
node49,node5,1
node2,node1,2
node36,node5,4
node17,node21,4
node13,node31,1
node50,node35,4
node31,node27,1
node13,node40,1
node17,node32,1
node30,node25,3
node3,node23,2
node18,node24,5
node46,node2,3
node30,node49,4
node11,node36,5
node6,node36,4
