from,to,layer
node109,node90,3
node55,node2,4
node3,node112,3
node87,node98,3
node25,node98,2
node17,node55,3
node47,node59,5
node54,node50,5
node35,node97,4
node27,node122,4
node56,node37,3
node76,node33,1
node101,node49,4
node68,node3,5
node22,node123,5
node79,node49,1
node124,node26,4
node107,node56,1
node47,node107,3
node18,node100,2
node73,node58,4
node15,node57,2
node57,node91,4
node88,node81,3
node51,node118,4
node57,node91,3
node83,node107,2
node45,node52,4
node17,node67,3
node63,node90,3
node87,node39,3
node37,node58,1
node33,node19,2
node7,node43,2
node83,node73,2
node31,node72,4
node104,node23,4
node52,node101,4
node117,node10,4
node32,node5,3
node86,node125,5
node76,node30,3
node22,node3,3
node94,node87,4
node20,node61,2
node64,node81,1
node113,node81,1
node8,node16,4
node105,node103,5
node65,node96,3
node78,node57,5
node59,node35,5
node16,node83,2
node20,node60,2
node79,node30,2
node58,node55,1
node96,node47,4
node29,node32,3
node8,node108,4
node111,node117,5
node56,node80,5
node88,node22,2
node47,node75,4
node58,node105,1
node76,node86,3
node7,node57,3
node15,node107,3
node56,node41,4
node85,node68,5
node60,node124,1
node105,node42,1
node48,node35,3
node37,node7,5
node117,node29,1
node46,node11,2
node23,node9,3
node75,node76,2
node84,node85,4
node81,node113,4
node79,node94,3
node102,node30,3
node48,node30,3
node115,node55,1
node16,node15,4
node43,node54,1
node46,node25,4
node52,node5,5
node71,node115,1
node115,node112,3
node54,node33,3
node26,node46,4
node4,node6,1
node41,node15,3
node25,node53,1
node26,node78,1
node87,node65,2
node57,node24,1
node3,node55,1
node34,node80,5
node85,node43,3
node7,node108,2
node21,node37,4
node45,node17,5
node7,node37,4
node117,node64,5
node73,node11,4
node112,node35,1
node40,node53,3
node78,node69,5
node58,node105,5
node67,node54,4
node4,node8,1
node73,node37,1
node117,node121,5
node104,node111,2
node9,node74,2
node111,node47,1
node66,node34,2
node83,node47,5
node36,node54,3
node51,node107,2
node53,node19,4
node117,node22,1
node19,node32,3
node51,node7,4
node49,node2,5
node56,node14,5
node90,node56,2
node11,node89,4
node10,node63,5
node72,node119,5
node77,node87,4
node82,node80,1
node4,node112,1
node3,node98,3
node56,node34,5
node123,node50,1
node109,node36,5
node48,node16,5
node12,node44,5
node45,node117,1
node104,node59,2
node36,node62,5
node64,node92,1
node40,node114,5
node5,node47,2
node84,node22,2
node83,node119,3
node86,node2,1
node18,node42,4
node72,node14,3
node56,node36,5
node69,node19,5
node106,node96,4
node17,node94,1
node100,node62,4
node36,node18,4
node94,node85,1
node104,node52,4
node103,node94,3
node83,node63,2
node17,node41,4
node24,node4,4
node38,node112,2
node122,node26,3
node91,node70,2
node112,node90,3
node40,node118,2
node100,node93,3
node111,node14,2
node15,node79,2
node33,node99,1
node40,node54,3
node71,node61,1
node31,node53,2
node57,node5,2
node44,node89,1
node37,node36,1
node22,node5,3
node101,node2,4
node111,node63,1
node71,node8,5
node93,node49,3
node26,node9,5
node110,node115,4
node111,node124,2
node124,node61,2
node107,node82,1
node60,node18,4
node104,node110,3
node60,node100,5
node62,node95,3
node22,node16,1
node96,node3,3
node35,node8,1
node48,node119,2
node21,node70,4
node92,node30,4
node88,node93,4
node94,node48,5
node13,node87,5
node2,node28,4
node59,node34,4
node53,node19,1
node3,node94,2
node78,node95,5
node92,node112,1
node31,node56,3
node4,node43,4
node76,node94,5
node34,node1,4
node42,node4,4
node33,node87,3
node64,node28,1
node39,node15,2
node70,node48,4
node114,node100,1
node123,node124,4
node52,node46,4
node22,node30,1
node23,node15,5
node93,node112,2
node91,node55,4
node30,node50,5
node109,node99,5
node77,node7,5
node42,node4,5
node25,node51,4
node66,node14,2
node96,node9,1
node105,node59,1
node118,node34,4
node39,node105,5
node41,node123,3
node92,node121,1
node75,node12,5
node90,node28,3
node17,node49,3
node67,node70,2
node33,node10,4
node124,node92,2
node20,node24,4
node48,node51,3
node74,node76,1
node113,node8,2
node35,node15,2
node110,node112,2
node28,node73,4
node107,node4,3
