from,to,layer
node4,node44,1
node30,node27,1
node11,node48,2
node49,node55,1
node59,node1,1
node24,node20,1
node59,node37,2
node22,node66,1
node15,node68,2
node46,node74,2
node57,node48,2
node55,node67,1
node44,node38,2
node19,node3,2
node16,node6,2
node6,node50,2
node59,node5,2
node60,node57,1
node14,node20,2
node45,node44,1
node13,node25,2
node45,node34,2
node2,node44,2
node60,node12,2
node7,node38,1
node48,node2,1
node34,node20,2
node12,node10,1
node67,node49,2
node22,node40,1
node74,node1,1
node27,node2,2
node25,node64,1
node7,node38,2
node38,node58,2
node40,node61,1
node44,node54,1
node52,node69,2
node22,node65,1
node5,node25,1
node65,node18,2
node32,node43,1
node22,node48,2
node64,node33,2
node12,node19,2
node62,node57,2
node60,node22,1
node57,node7,2
node27,node10,2
node11,node46,2
node5,node2,2
node22,node25,1
node42,node32,1
node63,node49,1
node2,node12,1
node12,node39,1
node67,node72,2
node30,node23,2
node40,node42,1
node26,node66,1
node4,node67,2
node22,node10,2
node39,node59,1
node69,node1,1
node40,node45,2
node66,node4,2
node10,node31,1
node46,node37,2
node15,node3,1
node35,node15,2
node31,node23,2
node24,node4,1
node12,node25,1
node2,node52,1
node65,node52,1
node47,node12,1
node60,node9,2
node36,node18,1
node43,node68,2
node60,node40,1
node2,node47,1
node56,node69,2
node73,node26,1
node66,node44,1
node48,node50,1
node61,node7,2
node70,node5,2
node16,node60,2
node18,node42,2
node54,node62,2
node28,node3,2
node16,node22,2
node29,node41,1
node71,node51,1
node28,node41,1
node43,node9,2
node35,node34,2
node40,node25,1
node51,node38,2
node62,node57,1
node32,node29,1
node72,node7,1
node46,node61,2
node60,node15,2
node67,node69,1
node74,node61,2
node61,node14,1
node30,node46,2
node36,node70,2
node28,node56,2
node25,node34,1
node48,node44,2
node65,node30,1
node1,node39,2
node31,node29,1
node14,node53,1
node49,node50,1
node31,node20,1
node38,node70,2
node26,node39,1
node70,node17,2
node13,node2,1
node31,node7,2
node72,node3,1
node71,node29,1
node14,node54,2
node8,node41,1
node58,node40,2
node64,node67,1
node29,node10,2
node52,node13,2
node57,node66,1
node6,node23,2
node36,node33,2
node60,node18,1
node55,node49,2
node19,node6,2
node14,node1,1
node8,node11,2
node13,node24,1
node11,node39,1
node65,node10,1
node14,node18,2
node18,node26,1
node16,node23,1
node1,node59,1
node31,node39,2
node15,node69,2
node22,node73,1
node32,node53,2
node27,node45,1
node16,node52,1
node17,node28,2
node48,node43,2
node34,node63,1
node2,node59,1
node4,node42,1
node69,node23,1
node33,node28,2
node26,node69,2
node61,node52,1
node65,node27,1
node11,node37,2
node63,node19,1
node61,node38,1
node69,node14,1
node66,node1,2
node45,node49,1
node25,node72,2
node24,node32,1
node46,node31,1
node71,node48,1
node46,node38,1
node34,node52,2
node68,node51,2
node9,node48,1
node34,node45,1
node42,node10,2
node71,node25,1
node64,node31,1
node66,node72,2
node35,node56,1
node44,node26,1
node57,node41,2
node5,node18,1
node69,node61,1
node48,node56,2
node2,node56,1
node1,node46,1
node5,node70,2
node35,node57,1
node3,node26,1
node43,node9,1
node23,node61,1
node27,node44,1
node48,node36,1
node28,node2,2
node60,node46,2
node66,node23,1
node22,node71,1
node15,node72,2
node33,node20,2
node70,node43,2
node2,node16,1
node7,node28,1
node6,node24,1
node7,node29,2
node44,node1,1
node33,node23,2
node5,node44,1
node46,node39,2
node32,node27,1
node42,node45,1
node37,node39,2
node27,node46,2
node35,node73,1
node42,node19,1
node43,node31,2
node43,node8,1
node48,node65,2
node37,node34,2
node13,node46,1
node27,node35,1
node20,node61,2
node7,node23,1
node67,node4,1
node48,node59,1
node8,node2,1
node14,node27,2
node38,node10,2
node61,node2,2
node1,node26,1
node7,node27,1
node14,node61,1
node4,node66,2
node75,node49,2
node10,node31,2
node2,node41,2
node62,node30,2
node31,node75,2
node21,node16,1
node60,node49,1
node40,node64,1
node6,node62,1
node37,node26,2
node40,node73,1
node33,node9,1
node4,node14,1
node19,node46,1
