from,to,layer
node11,node15,3
node41,node38,2
node10,node30,3
node48,node34,2
node15,node5,5
node24,node30,2
node2,node34,2
node3,node6,2
node18,node26,1
node12,node35,1
node31,node49,5
node14,node48,5
node8,node2,2
node46,node2,3
node13,node26,4
node17,node45,2
node20,node48,2
node40,node36,5
node14,node50,3
node31,node22,3
node3,node6,3
node45,node26,4
node30,node47,2
node31,node47,1
node6,node42,2
node45,node41,3
node31,node26,3
node40,node8,2
node22,node27,2
node26,node14,1
node11,node13,5
node11,node30,5
node17,node37,5
node8,node25,4
node32,node24,4
node44,node32,1
node6,node20,4
node4,node22,2
node37,node48,4
node6,node31,5
node45,node41,1
node45,node25,5
node30,node29,3
node29,node13,4
node18,node21,2
node7,node39,4
node1,node11,4
node17,node29,2
node37,node8,4
node15,node8,5
node41,node10,1
node39,node30,3
node13,node47,1
node42,node18,5
node22,node18,1
node5,node1,1
node38,node50,5
node23,node35,2
node11,node42,2
node40,node9,1
node12,node1,5
node50,node41,2
node46,node30,2
node29,node14,3
node33,node3,2
node20,node35,3
node35,node43,1
node3,node12,5
node38,node20,1
node2,node24,5
node26,node12,4
node8,node21,1
node5,node20,3
node18,node9,4
node8,node18,1
node31,node16,4
node15,node34,2
node4,node30,3
node18,node5,1
node40,node12,2
node25,node11,1
node27,node18,4
node37,node16,1
node20,node17,5
node10,node42,4
node50,node29,3
node13,node23,3
node29,node27,3
node18,node19,4
node19,node2,5
node34,node47,3
node22,node8,4
node34,node24,3
node2,node47,3
node28,node50,2
node21,node47,4
node17,node15,3
node37,node30,3
node34,node40,2
node25,node21,5
node31,node7,5
node24,node5,3
node41,node7,1
node49,node43,3
node32,node46,4
node30,node26,5
node17,node48,2
node19,node37,5
node3,node31,4
node25,node4,5
node9,node29,4
node35,node6,4
node37,node18,4
node38,node3,2
node25,node30,5
node35,node1,5
node1,node50,1
node48,node20,5
node17,node2,1
node35,node26,3
node28,node24,1
node5,node26,5
node48,node28,1
node28,node42,3
node47,node20,4
node29,node7,3
node29,node19,1
node9,node2,5
node20,node41,1
node3,node50,3
node8,node45,3
node46,node1,4
node38,node7,4
node21,node25,1
node3,node19,4
node50,node6,2
node27,node8,3
node16,node8,4
node27,node8,5
node1,node32,1
node2,node24,3
node36,node45,4
node35,node40,5
node3,node25,5
node6,node46,2
node23,node6,1
node37,node14,3
node14,node4,2
node13,node28,2
node1,node13,1
node48,node39,4
node39,node44,3
node27,node15,5
node29,node46,3
node1,node15,3
node8,node41,2
node44,node19,4
node19,node44,5
node31,node2,3
node7,node22,1
node48,node45,1
node16,node33,5
node12,node2,2
node13,node24,1
node36,node4,4
node20,node5,1
node15,node26,5
node24,node14,2
node17,node43,2
node41,node38,3
node41,node25,2
node18,node14,2
node18,node42,2
node18,node32,3
node22,node13,4
node37,node15,5
node42,node27,2
node30,node38,4
node10,node1,4
node6,node40,5
node22,node38,4
node4,node45,1
node14,node47,4
node29,node38,4
node7,node9,4
node45,node33,3
node27,node49,5
node5,node29,3
node24,node3,1
node46,node17,3
node21,node48,1
node1,node49,1
node13,node46,3
node33,node10,4
node19,node10,4
node15,node32,1
node25,node48,1
node19,node4,2
node47,node30,3
node10,node50,5
node23,node39,1
node11,node48,4
node13,node11,3
node50,node2,5
node10,node48,3
node37,node38,4
node42,node47,5
node29,node2,1
node6,node24,1
node8,node39,1
node26,node11,4
node28,node18,3
node35,node21,3
node17,node28,1
node11,node32,4
node42,node44,5
node19,node44,3
node25,node16,5
node7,node6,5
node49,node20,4
node20,node47,3
node17,node42,1
node13,node17,1
node19,node36,1
node2,node16,2
node27,node13,3
node31,node28,4
node26,node25,4
node25,node4,4
node46,node12,1
node13,node50,3
node9,node6,4
node33,node8,2
node2,node19,2
node10,node37,1
node24,node18,1
node9,node36,2
node47,node13,2
node3,node48,3
node36,node28,4
node23,node49,1
node41,node21,2
node1,node15,1
node36,node40,3
node16,node42,4
node18,node39,1
node25,node34,1
node25,node23,1
node23,node26,3
