from,to,layer
node62,node68,5
node12,node14,2
node25,node24,2
node4,node18,5
node63,node28,4
node32,node54,4
node58,node15,3
node6,node44,5
node2,node66,5
node65,node14,5
node35,node32,5
node37,node25,2
node25,node51,4
node39,node66,5
node43,node27,4
node67,node39,5
node67,node44,4
node72,node35,5
node14,node43,2
node22,node4,2
node41,node49,4
node38,node8,5
node21,node61,3
node32,node4,2
node23,node20,4
node62,node33,2
node16,node67,1
node35,node16,4
node69,node40,1
node60,node33,2
node10,node60,5
node65,node44,3
node14,node61,4
node6,node1,5
node33,node11,3
node37,node13,4
node19,node3,2
node74,node55,2
node51,node64,1
node62,node70,2
node58,node13,4
node10,node7,1
node43,node54,4
node64,node25,2
node25,node59,2
node36,node16,2
node61,node29,1
node61,node22,3
node46,node17,5
node40,node61,2
node72,node17,5
node15,node5,2
node18,node27,2
node24,node34,1
node62,node45,4
node23,node27,1
node29,node4,2
node26,node33,3
node66,node5,4
node14,node63,5
node10,node21,2
node67,node65,4
node69,node54,2
node23,node28,5
node75,node26,3
node59,node10,2
node37,node62,4
node24,node57,4
node49,node18,3
node3,node52,2
node46,node70,3
node32,node15,2
node68,node44,4
node62,node75,4
node6,node75,1
node36,node42,4
node41,node60,4
node6,node11,3
node31,node52,4
node41,node30,5
node29,node28,1
node33,node35,5
node41,node58,4
node26,node18,2
node71,node67,3
node71,node65,2
node12,node5,2
node36,node40,5
node17,node10,3
node70,node41,2
node8,node14,3
node47,node66,4
node3,node18,1
node57,node13,5
node61,node2,4
node61,node67,5
node74,node23,5
node26,node46,2
node61,node47,1
node13,node58,5
node49,node55,3
node68,node64,3
node26,node46,3
node38,node14,5
node6,node9,2
node37,node60,3
node12,node16,1
node62,node16,5
node39,node40,1
node55,node54,5
node43,node40,3
node58,node44,3
node73,node47,4
node56,node30,2
node61,node63,4
node52,node13,4
node66,node60,2
node50,node12,4
node58,node39,5
node16,node9,5
node75,node4,5
node1,node71,4
node16,node36,2
node54,node45,4
node43,node30,5
node65,node32,4
node41,node8,1
node26,node28,2
node53,node20,5
node19,node60,2
node18,node28,3
node52,node15,4
node54,node34,2
node45,node34,1
node66,node26,1
node66,node36,1
node72,node6,1
node69,node75,2
node40,node9,1
node47,node17,5
node29,node25,3
node9,node62,4
node54,node67,3
node44,node37,5
node72,node33,5
node14,node51,1
node39,node28,2
node64,node35,5
node6,node9,5
node70,node18,4
node51,node42,2
node65,node66,4
node68,node62,5
node75,node48,4
node20,node44,3
node17,node67,2
node10,node28,4
node66,node70,5
node11,node20,3
node54,node2,5
node75,node40,2
node69,node55,5
node63,node31,5
node51,node9,1
node29,node52,2
node72,node66,1
node33,node34,4
node61,node35,4
node72,node20,4
node60,node75,3
node49,node13,3
node54,node7,2
node35,node63,2
node69,node8,4
node63,node51,5
node69,node8,1
node9,node8,2
node3,node24,4
node19,node13,2
node66,node56,4
node31,node46,1
node3,node68,5
node36,node24,1
node9,node33,4
node40,node54,3
node47,node20,2
node52,node61,4
node8,node27,3
node37,node67,5
node37,node1,2
node67,node59,1
node25,node28,4
node3,node71,2
node61,node19,3
node16,node9,1
node20,node30,2
node20,node45,1
node15,node45,1
node74,node20,3
node74,node23,3
node64,node43,2
node18,node26,5
node25,node16,4
node41,node45,1
node21,node15,1
node65,node40,5
node69,node3,4
node17,node6,1
node64,node26,1
node52,node34,2
node61,node47,4
node56,node32,2
node6,node35,3
node57,node64,5
node60,node1,2
node23,node57,2
node50,node46,4
node9,node65,1
node75,node28,3
node39,node67,5
node51,node35,5
node29,node27,1
node36,node10,5
node61,node45,4
node27,node46,3
node48,node40,4
node18,node23,3
node50,node74,2
node45,node67,1
node41,node18,2
node56,node20,2
node53,node29,4
node65,node27,3
node24,node65,5
node2,node45,5
node32,node36,1
node53,node33,2
node55,node52,2
node33,node7,1
node20,node40,2
node25,node46,1
node67,node10,1
node53,node68,5
node69,node28,5
node39,node45,3
node59,node74,4
node2,node10,2
node72,node24,1
node65,node6,3
