from,to,layer
node120,node111,1
node7,node67,1
node119,node117,1
node92,node16,2
node8,node89,2
node73,node79,1
node72,node29,1
node38,node37,2
node44,node6,1
node68,node45,1
node13,node69,1
node15,node45,1
node37,node85,2
node80,node99,2
node76,node91,1
node83,node62,1
node124,node46,2
node64,node72,2
node124,node61,1
node8,node7,2
node118,node108,1
node90,node85,1
node68,node54,2
node83,node20,2
node102,node88,2
node75,node116,1
node76,node10,1
node101,node71,1
node101,node83,1
node85,node8,1
node110,node8,2
node64,node26,1
node2,node73,2
node9,node115,2
node82,node26,2
node94,node59,2
node103,node110,1
node105,node84,2
node71,node116,2
node4,node13,1
node19,node60,1
node19,node86,2
node84,node86,1
node51,node84,1
node1,node30,2
node56,node102,2
node24,node69,1
node121,node66,1
node79,node60,1
node69,node56,1
node72,node67,1
node125,node49,1
node59,node58,1
node1,node51,2
node111,node23,1
node47,node117,2
node33,node125,2
node64,node102,2
node110,node55,1
node111,node3,1
node52,node67,1
node30,node20,2
node86,node77,1
node50,node8,2
node20,node32,1
node100,node26,2
node48,node116,1
node120,node72,1
node91,node111,1
node70,node3,1
node63,node97,2
node101,node29,1
node122,node105,2
node64,node45,2
node82,node2,2
node82,node79,1
node101,node27,2
node18,node62,1
node48,node8,1
node36,node3,1
node80,node119,2
node46,node125,2
node100,node7,2
node5,node70,1
node84,node122,2
node112,node1,2
node96,node92,2
node39,node67,2
node66,node121,1
node38,node37,1
node73,node32,1
node36,node87,1
node47,node82,1
node25,node87,2
node33,node98,2
node56,node22,1
node75,node72,2
node58,node92,2
node6,node42,1
node38,node7,2
node75,node89,2
node12,node78,1
node8,node54,2
node85,node115,1
node63,node32,1
node30,node105,2
node51,node83,2
node39,node53,1
node8,node103,2
node64,node41,1
node67,node78,2
node48,node42,2
node1,node45,2
node76,node39,2
node115,node112,2
node95,node75,1
node51,node41,1
node52,node85,2
node48,node123,2
node110,node60,2
node32,node97,1
node29,node67,1
node103,node35,1
node114,node94,2
node54,node80,2
node76,node2,2
node122,node9,1
node93,node87,1
node66,node19,2
node19,node110,2
node78,node77,2
node57,node105,1
node48,node22,2
node83,node102,1
node7,node11,1
node91,node41,2
node17,node103,1
node80,node96,1
node87,node67,2
node114,node88,1
node93,node122,2
node89,node10,1
node12,node27,1
node7,node58,2
node73,node122,2
node65,node29,1
node64,node107,2
node10,node115,1
node61,node30,2
node3,node104,2
node82,node11,2
node14,node29,1
node26,node13,2
node78,node31,2
node35,node96,2
node106,node81,1
node9,node35,1
node60,node58,2
node105,node87,2
node122,node7,2
node24,node6,2
node120,node76,2
node58,node18,2
node72,node18,2
node101,node72,2
node96,node84,2
node72,node68,1
node4,node31,2
node71,node40,1
node81,node88,2
node88,node5,2
node11,node81,2
node15,node12,1
node61,node87,2
node116,node95,2
node119,node98,1
node65,node73,2
node120,node109,1
node82,node65,1
node116,node31,2
node103,node112,1
node102,node92,2
node95,node42,1
node67,node91,2
node17,node118,1
node125,node124,2
node96,node29,2
node120,node9,2
node110,node29,1
node23,node103,1
node36,node84,1
node22,node61,2
node112,node26,2
node12,node125,1
node42,node88,2
node109,node125,1
node8,node11,1
node54,node41,2
node113,node109,1
node71,node17,2
node77,node46,1
node39,node79,2
node119,node77,2
node20,node61,2
node73,node100,2
node97,node100,2
node15,node69,2
node50,node21,2
node71,node81,1
node84,node34,1
node87,node96,1
node41,node75,1
node34,node32,1
node78,node55,1
node97,node84,2
node106,node98,1
node92,node4,1
node84,node7,1
node40,node107,1
node38,node52,2
node110,node21,2
node3,node13,2
node4,node39,1
node10,node31,2
node121,node82,1
node105,node16,2
node16,node33,2
node62,node111,2
node29,node82,2
node50,node80,1
node102,node111,2
node84,node44,2
node55,node10,1
node49,node14,2
node27,node4,1
node27,node29,1
node108,node41,1
node57,node11,1
node55,node94,1
node116,node95,1
node114,node33,1
node124,node39,2
node94,node92,1
node82,node72,1
node85,node61,2
node115,node62,1
node72,node102,1
node101,node103,1
node70,node36,1
