from,to,layer
node9,node22,1
node10,node15,3
node6,node21,2
node21,node8,1
node28,node24,2
node14,node10,3
node21,node10,2
node14,node27,3
node16,node25,3
node5,node27,1
node20,node22,1
node15,node23,2
node11,node1,1
node24,node21,1
node7,node30,1
node15,node11,1
node3,node8,3
node7,node22,2
node6,node1,3
node10,node16,2
node15,node13,2
node18,node23,2
node3,node1,1
node3,node8,2
node24,node12,1
node19,node23,1
node5,node17,1
node9,node5,2
node15,node11,2
node4,node19,3
node13,node11,2
node2,node13,1
node26,node5,3
node6,node12,3
node29,node20,2
node23,node7,3
node16,node8,2
node23,node29,1
node12,node18,1
node8,node18,1
node19,node10,3
node17,node26,3
node13,node10,3
node27,node3,2
node9,node1,1
node27,node2,3
node12,node3,1
node30,node15,3
node24,node6,3
node30,node1,1
node2,node13,2
node16,node20,1
node19,node18,1
node28,node6,3
node15,node22,3
node4,node16,3
node30,node16,1
node8,node23,1
node27,node13,2
node11,node2,3
node20,node8,3
node2,node8,3
node21,node10,3
node24,node17,1
node1,node21,2
node20,node29,2
node11,node3,2
node21,node11,1
node7,node15,2
node8,node14,2
node12,node27,1
node1,node5,2
node3,node6,1
node9,node5,1
node16,node5,1
node7,node30,3
node7,node8,3
node30,node9,2
node15,node16,1
node23,node12,2
node21,node10,1
node30,node8,2
node21,node26,3
node30,node26,2
node29,node12,1
node20,node27,2
node29,node24,2
node27,node12,3
node18,node19,3
node28,node17,1
node9,node17,2
node18,node25,1
node2,node28,3
node27,node23,3
node30,node29,2
node19,node13,3
node23,node10,2
node7,node27,1
node23,node19,2
