from,to,layer
node17,node13,2
node14,node25,2
node44,node7,2
node7,node23,2
node11,node29,2
node27,node32,2
node42,node16,1
node15,node14,2
node25,node29,2
node25,node48,2
node31,node13,2
node3,node10,2
node23,node11,1
node29,node44,1
node22,node40,1
node40,node45,2
node25,node27,1
node4,node13,1
node28,node5,1
node42,node25,1
node34,node42,2
node28,node34,2
node47,node39,1
node14,node33,2
node40,node36,2
node18,node12,2
node9,node43,1
node7,node37,2
node37,node36,1
node30,node19,2
node9,node49,1
node17,node20,1
node9,node47,2
node31,node28,1
node37,node20,1
node15,node3,1
node40,node37,1
node31,node30,1
node29,node36,2
node30,node9,1
node14,node8,1
node35,node42,2
node15,node49,2
node17,node36,2
node7,node22,2
node1,node32,1
node12,node43,1
node49,node28,2
node8,node48,2
node32,node8,2
node28,node7,2
node28,node12,1
node31,node32,1
node16,node14,2
node17,node40,2
node9,node6,2
node2,node36,1
node8,node4,1
node8,node21,2
node49,node47,2
node50,node5,1
node11,node31,1
node50,node18,2
node37,node33,1
node23,node49,1
node47,node36,2
node38,node9,1
node8,node15,1
node12,node1,2
node42,node19,2
node46,node35,2
node21,node8,1
node12,node7,2
node37,node5,1
node15,node8,1
node42,node18,2
node32,node8,1
node46,node17,2
node26,node18,1
node30,node47,2
node18,node22,1
node49,node12,1
node13,node33,2
node32,node13,1
node4,node49,1
node47,node50,1
node37,node12,2
node11,node34,1
node43,node30,2
node1,node39,1
node44,node38,2
node38,node28,1
node22,node32,1
node9,node31,1
node5,node8,1
node23,node26,1
node35,node20,1
node21,node25,1
node8,node16,2
node13,node40,2
node39,node38,2
node25,node50,2
node1,node27,1
node18,node41,1
node24,node34,2
node41,node1,1
node8,node35,2
node7,node36,1
node2,node45,1
node32,node37,1
node2,node27,1
node18,node27,2
node22,node41,1
node38,node50,2
node29,node24,1
node8,node29,1
node26,node25,2
node5,node15,1
node35,node47,1
node2,node48,1
node32,node16,1
node39,node47,2
node43,node12,2
node41,node19,1
node2,node6,2
node15,node32,2
node37,node6,1
node5,node31,1
node9,node16,1
node24,node36,1
node1,node45,1
node27,node21,1
node8,node15,2
node30,node44,2
node28,node33,1
node2,node24,2
node34,node7,1
node38,node17,1
node19,node35,2
node28,node8,1
node45,node23,2
node22,node46,1
node16,node7,2
node9,node27,2
node29,node40,2
node31,node17,2
node17,node10,2
node40,node2,1
node42,node8,1
node47,node9,1
node50,node1,1
node19,node33,1
node37,node40,1
node26,node15,1
node45,node47,1
node40,node10,2
node17,node22,2
node48,node35,2
node5,node23,2
node36,node18,1
node4,node10,1
node27,node19,2
node23,node33,1
node38,node9,2
node36,node46,1
node41,node24,1
node35,node47,2
node21,node4,2
node42,node40,2
node43,node12,1
node12,node18,2
node45,node12,2
node1,node35,2
node19,node16,1
node14,node48,2
node26,node46,2
node43,node41,2
node6,node31,1
node31,node29,2
node31,node28,2
node26,node42,1
node23,node10,2
node22,node1,1
node24,node38,2
node22,node33,2
node48,node36,2
node44,node42,1
node23,node44,1
node22,node49,1
node24,node48,1
node18,node34,1
node26,node6,1
node50,node21,2
node47,node32,2
node47,node10,1
node11,node6,2
node2,node44,2
node1,node3,2
node33,node43,2
node18,node4,2
node5,node12,1
node50,node46,1
node5,node33,2
node3,node27,2
node37,node29,1
node50,node35,1
node7,node26,1
node12,node27,1
node34,node38,2
node44,node17,2
node34,node3,1
node41,node23,1
node6,node35,1
node40,node2,2
node20,node10,2
node7,node9,2
node36,node7,1
node13,node48,1
node46,node9,1
node24,node33,2
node34,node16,1
node34,node41,2
node5,node29,2
node8,node26,2
node12,node15,1
node42,node34,1
node25,node45,1
node16,node11,1
node29,node16,2
node35,node5,2
node9,node13,1
node45,node4,2
node32,node34,2
node24,node1,2
node47,node27,2
node29,node11,1
node43,node10,1
node21,node23,2
node9,node45,2
node19,node41,2
node21,node8,2
node10,node38,2
node19,node24,1
node6,node1,1
node45,node5,2
node28,node18,1
node50,node32,2
node38,node37,1
node24,node19,2
