from,to,layer
node61,node24,2
node24,node71,3
node11,node17,2
node71,node43,1
node24,node64,1
node24,node30,1
node57,node24,1
node10,node68,2
node43,node52,1
node69,node42,2
node72,node62,2
node9,node13,2
node9,node5,2
node42,node49,2
node59,node38,3
node38,node49,1
node58,node30,2
node40,node72,2
node16,node2,1
node53,node71,3
node12,node73,2
node18,node33,3
node22,node74,3
node27,node60,3
node50,node19,1
node15,node20,2
node48,node44,3
node55,node7,1
node74,node37,3
node1,node30,2
node18,node4,3
node61,node12,3
node72,node8,2
node25,node26,2
node68,node10,1
node10,node66,2
node23,node39,3
node45,node56,2
node65,node38,2
node70,node13,3
node35,node62,3
node22,node30,3
node47,node23,1
node26,node30,2
node63,node28,1
node48,node42,2
node23,node30,3
node18,node19,3
node10,node15,3
node30,node68,2
node59,node23,2
node15,node22,2
node22,node33,3
node53,node23,1
node3,node2,1
node3,node68,1
node57,node47,3
node33,node48,3
node43,node10,1
node57,node5,1
node18,node31,1
node74,node6,2
node71,node10,3
node30,node34,2
node2,node44,2
node49,node63,1
node68,node9,3
node15,node46,2
node23,node67,3
node45,node73,2
node7,node28,3
node42,node66,3
node13,node18,3
node14,node38,2
node33,node36,3
node23,node4,1
node34,node63,3
node63,node11,1
node6,node60,2
node23,node74,3
node13,node61,2
node26,node66,1
node42,node45,3
node18,node49,2
node55,node4,2
node44,node61,1
node56,node12,2
node37,node31,1
node72,node13,1
node24,node3,3
node4,node36,3
node49,node70,2
node11,node3,2
node21,node18,2
node59,node64,3
node9,node8,2
node31,node63,2
node47,node72,3
node74,node63,2
node9,node27,2
node41,node29,2
node45,node7,3
node29,node36,3
node31,node36,1
node19,node43,2
node24,node47,3
node38,node62,3
node2,node73,1
node49,node68,2
node62,node30,3
node41,node63,3
node46,node22,1
node56,node62,3
node25,node29,1
node39,node42,1
node29,node22,3
node47,node59,2
node11,node40,2
node62,node39,2
node18,node3,2
node33,node51,1
node52,node54,1
node46,node39,2
node53,node40,3
node71,node10,1
node16,node70,2
node41,node63,1
node3,node22,2
node25,node46,3
node25,node54,2
node2,node6,2
node23,node52,1
node13,node39,1
node30,node4,1
node24,node42,1
node49,node3,3
node29,node18,2
node7,node54,2
node7,node55,1
node36,node59,3
node15,node26,2
node23,node65,2
node26,node30,3
node50,node54,3
node75,node18,1
node5,node71,2
node30,node32,3
node24,node70,2
node68,node12,3
node55,node8,3
node42,node38,2
node75,node35,3
node29,node37,2
node47,node39,3
node27,node5,1
node48,node15,1
node21,node1,2
node1,node47,3
node41,node56,3
node39,node63,1
node64,node38,2
node54,node30,3
node55,node32,3
node72,node45,2
node30,node38,2
node14,node41,2
node41,node43,1
node8,node29,2
node51,node16,1
node62,node56,1
node15,node39,1
node18,node63,2
node19,node24,3
node10,node21,1
node63,node64,3
node45,node31,1
node29,node17,3
node5,node71,3
node33,node17,3
node24,node41,1
node15,node44,2
node57,node42,3
node26,node35,3
node16,node4,2
node37,node56,1
node56,node64,2
node20,node56,2
node29,node31,2
node30,node35,1
node67,node2,3
node50,node65,3
node25,node29,3
node37,node67,1
node27,node66,1
node43,node52,2
node61,node23,1
node65,node26,1
node73,node37,2
node71,node75,3
node66,node12,3
node27,node68,3
node62,node40,1
node42,node3,2
node39,node64,3
node23,node3,1
node36,node14,3
node19,node55,3
node31,node44,2
node2,node46,3
node65,node25,2
node41,node18,2
node53,node22,2
node63,node31,1
node75,node39,2
node54,node74,3
node33,node32,2
node36,node50,3
node45,node7,1
node30,node71,3
node8,node64,1
node27,node1,3
node44,node14,3
node34,node4,3
node1,node72,1
node11,node20,2
node16,node70,1
node17,node33,1
node75,node49,3
node47,node52,2
node58,node46,1
node59,node28,2
node27,node26,3
node74,node64,3
node47,node62,2
node6,node14,3
node33,node49,2
node50,node47,3
node23,node60,1
node71,node44,3
node50,node39,2
node56,node1,2
node36,node54,2
node68,node41,1
node5,node29,1
node35,node21,3
node59,node55,2
node13,node72,2
node48,node51,3
node16,node19,2
