from,to,layer
node72,node41,2
node90,node125,2
node64,node33,1
node102,node91,1
node74,node75,2
node125,node32,1
node114,node82,2
node119,node33,2
node110,node64,1
node20,node65,1
node23,node72,1
node71,node35,2
node26,node76,2
node100,node15,2
node40,node120,2
node6,node87,2
node42,node92,1
node8,node24,2
node121,node37,2
node125,node56,1
node16,node112,1
node35,node40,2
node5,node107,2
node75,node66,2
node102,node85,1
node31,node18,1
node39,node17,2
node113,node61,2
node125,node77,2
node93,node35,2
node55,node41,1
node39,node92,1
node72,node79,1
node107,node75,2
node116,node27,1
node109,node4,2
node73,node53,2
node63,node56,2
node22,node2,1
node114,node41,2
node31,node104,2
node22,node19,1
node119,node94,1
node47,node32,1
node75,node31,1
node87,node16,2
node81,node76,2
node38,node102,2
node60,node123,2
node101,node32,2
node21,node16,2
node106,node55,1
node35,node89,1
node121,node123,1
node100,node11,1
node73,node41,1
node86,node112,1
node19,node103,1
node104,node40,1
node27,node67,1
node3,node105,2
node69,node54,1
node118,node82,1
node42,node103,1
node113,node28,2
node36,node81,1
node9,node102,1
node5,node73,2
node97,node111,1
node94,node123,2
node93,node85,2
node36,node43,1
node30,node73,2
node10,node18,1
node107,node32,2
node17,node25,1
node86,node111,1
node122,node60,2
node11,node6,2
node110,node114,1
node11,node105,2
node95,node77,2
node118,node70,2
node18,node39,1
node59,node107,2
node54,node101,2
node7,node69,2
node53,node120,1
node17,node68,2
node25,node30,2
node67,node91,2
node106,node15,1
node88,node52,2
node60,node26,2
node2,node58,1
node53,node107,1
node75,node80,1
node4,node104,2
node78,node16,2
node109,node60,2
node93,node67,2
node69,node53,1
node107,node125,2
node107,node44,1
node60,node75,1
node52,node17,2
node50,node45,1
node99,node104,1
node83,node97,1
node111,node66,1
node107,node95,1
node65,node8,2
node74,node67,1
node83,node56,2
node24,node81,1
node121,node79,1
node52,node21,2
node101,node85,1
node58,node12,1
node31,node109,2
node117,node39,2
node36,node90,1
node118,node5,1
node103,node71,1
node4,node74,2
node51,node105,2
node18,node54,2
node35,node99,1
node15,node115,1
node34,node42,1
node2,node80,2
node19,node39,2
node63,node89,1
node87,node1,2
node78,node41,1
node96,node9,1
node99,node69,2
node27,node35,2
node34,node53,2
node47,node36,1
node26,node60,2
node93,node89,1
node98,node23,2
node46,node53,2
node115,node18,2
node86,node13,1
node44,node116,2
node74,node25,1
node50,node74,2
node90,node106,1
node91,node118,2
node111,node13,2
node23,node61,1
node122,node112,1
node121,node10,2
node60,node43,2
node91,node121,1
node44,node57,2
node50,node48,1
node80,node91,1
node95,node103,1
node88,node21,2
node31,node28,2
node112,node43,2
node62,node9,2
node47,node20,1
node125,node120,1
node71,node53,2
node66,node125,2
node124,node60,1
node61,node93,2
node25,node19,1
node6,node20,1
node25,node104,1
node38,node71,2
node124,node54,1
node98,node14,2
node82,node29,2
node88,node96,1
node93,node107,2
node96,node17,1
node5,node74,2
node92,node82,2
node41,node92,2
node59,node78,1
node2,node22,2
node65,node67,2
node79,node97,2
node93,node47,2
node58,node12,2
node84,node21,2
node92,node102,2
node24,node84,2
node125,node4,2
node6,node64,1
node73,node42,2
node112,node110,2
node11,node69,1
node68,node109,2
node125,node14,2
node62,node104,1
node4,node18,2
node77,node117,2
node85,node49,1
node67,node81,1
node33,node121,2
node29,node54,1
node36,node44,2
node110,node75,1
node98,node5,1
node47,node22,2
node57,node77,1
node125,node43,2
node98,node108,2
node48,node58,1
node26,node45,1
node13,node102,1
node31,node33,1
node30,node123,1
node14,node33,1
node104,node110,1
node61,node35,1
node74,node20,1
node125,node108,2
node24,node121,1
node74,node40,2
node13,node8,2
node1,node118,1
node103,node39,2
node36,node99,2
node25,node104,2
node10,node71,1
node29,node3,2
node116,node12,2
node41,node66,1
node7,node67,1
node93,node42,2
node12,node46,1
node60,node125,1
node37,node101,2
node96,node64,1
node25,node112,2
node39,node14,1
node1,node30,2
node76,node48,2
node107,node100,1
node86,node82,2
node70,node113,2
node23,node117,2
