from,to,layer
node30,node1,4
node13,node18,2
node18,node11,2
node4,node9,1
node29,node23,5
node8,node11,3
node30,node3,3
node5,node2,1
node25,node24,4
node13,node4,5
node14,node29,1
node9,node25,3
node28,node15,5
node8,node21,2
node7,node12,1
node7,node26,2
node30,node17,2
node28,node1,1
node14,node16,4
node4,node11,1
node9,node10,5
node9,node21,4
node26,node24,4
node28,node8,2
node12,node15,2
node22,node13,3
node16,node22,2
node1,node27,3
node15,node27,4
node11,node22,2
node21,node26,5
node20,node28,3
node15,node12,5
node2,node9,3
node16,node21,4
node23,node1,1
node20,node21,3
node8,node13,1
node16,node22,1
node5,node3,2
node18,node8,4
node23,node2,2
node28,node17,2
node9,node7,4
node30,node24,5
node9,node8,3
node30,node21,3
node13,node5,1
node11,node8,4
node2,node7,5
node13,node8,1
node21,node9,3
node18,node29,4
node29,node20,5
node19,node12,5
node6,node18,4
node30,node14,3
node18,node5,4
node1,node15,2
node2,node19,3
node7,node12,4
node22,node1,5
node15,node29,1
node3,node18,2
node2,node9,4
node18,node28,2
node29,node30,4
node30,node15,3
node7,node9,2
node27,node13,3
node21,node30,5
node24,node27,4
node14,node9,5
node7,node28,5
node6,node18,2
node26,node24,3
node8,node27,1
node29,node16,1
node19,node14,2
node2,node20,1
node4,node11,5
node14,node9,3
node6,node2,1
node16,node29,3
node12,node20,3
node19,node11,2
node30,node11,2
node5,node28,1
node24,node22,4
node17,node8,1
node30,node3,2
node25,node6,5
node5,node30,3
node8,node7,5
node27,node17,5
node5,node17,3
node28,node22,3
node22,node30,1
node26,node14,5
