from,to,layer
node23,node62,2
node56,node22,1
node16,node50,3
node22,node32,2
node64,node16,3
node69,node48,1
node9,node4,1
node18,node51,2
node45,node49,1
node70,node65,3
node28,node75,1
node20,node24,3
node45,node41,1
node18,node22,1
node58,node47,2
node29,node54,2
node23,node73,1
node34,node36,2
node65,node31,3
node8,node35,2
node12,node72,1
node10,node29,2
node10,node30,1
node41,node73,3
node48,node29,2
node17,node19,1
node11,node19,2
node11,node69,3
node59,node3,1
node43,node64,1
node55,node62,2
node49,node29,3
node19,node2,1
node15,node44,3
node18,node74,3
node16,node69,3
node29,node69,3
node28,node73,2
node39,node5,3
node25,node75,3
node8,node5,3
node43,node62,1
node75,node54,1
node10,node8,2
node22,node7,3
node46,node48,3
node62,node9,2
node37,node59,3
node68,node3,3
node45,node69,1
node9,node3,1
node74,node73,2
node34,node33,2
node69,node57,2
node35,node38,1
node45,node7,3
node50,node69,2
node12,node45,2
node56,node29,1
node34,node69,1
node45,node54,2
node39,node34,1
node44,node38,2
node24,node43,1
node39,node62,2
node40,node13,2
node19,node43,3
node25,node70,3
node57,node51,3
node74,node10,1
node23,node26,1
node73,node17,2
node31,node44,1
node19,node15,2
node55,node37,3
node29,node45,2
node71,node43,1
node26,node12,2
node49,node31,3
node12,node34,2
node72,node31,1
node37,node50,1
node1,node21,1
node4,node35,2
node43,node30,1
node44,node50,1
node40,node17,1
node56,node30,1
node27,node41,3
node47,node37,2
node51,node30,3
node56,node5,1
node68,node61,1
node29,node48,2
node20,node37,2
node50,node51,1
node8,node40,2
node72,node53,1
node43,node17,1
node25,node63,2
node50,node60,1
node43,node50,2
node32,node24,2
node18,node52,1
node45,node40,2
node7,node65,2
node27,node44,2
node64,node46,3
node62,node34,1
node11,node56,2
node53,node12,3
node61,node48,2
node69,node53,2
node9,node54,3
node70,node72,2
node63,node12,1
node10,node14,1
node70,node46,3
node15,node31,2
node37,node36,2
node70,node54,1
node19,node75,1
node5,node18,2
node6,node58,2
node19,node5,3
node49,node9,2
node29,node3,1
node19,node67,1
node31,node70,1
node36,node16,3
node22,node7,2
node44,node42,2
node55,node56,1
node71,node45,2
node9,node57,1
node8,node48,3
node56,node71,3
node68,node67,2
node54,node23,2
node60,node67,2
node58,node61,3
node66,node67,2
node39,node40,3
node67,node17,1
node46,node61,3
node33,node53,3
node10,node70,3
node66,node14,2
node30,node41,3
node41,node28,3
node58,node31,3
node17,node66,3
node12,node47,3
node14,node25,3
node33,node40,2
node67,node31,1
node37,node31,2
node6,node5,2
node44,node9,3
node45,node22,3
node1,node23,2
node60,node54,1
node49,node46,1
node9,node38,3
node54,node68,3
node20,node26,2
node12,node42,2
node7,node30,3
node23,node61,1
node36,node50,3
node38,node43,1
node34,node13,2
node47,node23,3
node22,node34,1
node57,node65,2
node4,node74,2
node53,node27,2
node72,node7,1
node49,node55,1
node75,node32,2
node39,node27,1
node55,node44,1
node13,node64,1
node57,node27,2
node57,node55,3
node68,node23,1
node35,node33,3
node72,node74,2
node70,node12,3
node11,node5,3
node35,node68,1
node54,node27,3
node43,node49,3
node46,node22,1
node63,node57,2
node30,node55,1
node62,node49,2
node72,node59,1
node54,node12,1
node70,node51,3
node16,node48,3
node70,node19,3
node69,node73,1
node9,node18,2
node51,node73,3
node72,node32,2
node3,node1,1
node66,node7,2
node56,node58,2
node28,node51,3
node17,node50,1
node35,node22,2
node72,node20,1
node25,node48,1
node21,node15,3
node38,node31,2
node34,node28,3
node74,node61,2
node38,node39,2
node26,node6,3
node28,node7,3
node38,node46,2
node70,node25,1
node6,node35,2
node69,node73,3
node10,node30,3
node74,node59,1
node50,node75,2
node38,node69,2
node2,node10,3
node26,node17,3
node25,node43,1
node44,node52,3
node63,node28,3
node50,node68,3
node72,node44,1
node16,node55,3
node4,node20,1
node30,node41,2
node67,node49,1
node30,node73,3
node14,node75,1
node45,node30,1
node35,node9,3
node56,node42,2
node61,node66,3
node72,node51,1
node35,node1,1
node47,node6,2
