from,to,layer
node9,node7,2
node65,node37,1
node62,node47,1
node53,node28,2
node57,node21,1
node64,node20,2
node3,node34,2
node15,node56,1
node68,node67,1
node8,node3,2
node71,node73,1
node43,node58,1
node24,node4,2
node53,node50,1
node7,node26,1
node64,node27,1
node45,node51,1
node40,node53,2
node34,node68,2
node8,node24,1
node70,node36,2
node43,node7,2
node19,node52,1
node9,node70,1
node24,node33,2
node44,node26,1
node50,node53,2
node9,node22,2
node66,node42,2
node47,node21,1
node25,node72,2
node49,node69,1
node44,node9,1
node62,node51,2
node37,node1,2
node61,node53,2
node34,node3,1
node15,node55,1
node6,node75,1
node26,node3,1
node30,node42,1
node16,node46,2
node45,node40,1
node18,node54,1
node70,node17,2
node72,node4,1
node53,node18,2
node56,node5,1
node24,node60,2
node29,node25,1
node64,node1,1
node65,node64,2
node55,node49,1
node33,node46,2
node52,node42,2
node18,node37,1
node9,node55,1
node48,node40,2
node23,node39,2
node54,node5,2
node17,node64,1
node39,node2,1
node32,node59,1
node64,node41,2
node17,node18,1
node28,node65,2
node71,node13,2
node8,node64,1
node38,node25,2
node73,node56,2
node14,node31,2
node42,node22,2
node35,node40,1
node62,node20,1
node58,node28,1
node52,node34,2
node69,node71,1
node6,node73,1
node12,node24,2
node8,node12,2
node72,node64,1
node59,node13,2
node11,node18,2
node15,node5,2
node49,node25,2
node26,node48,1
node40,node1,1
node63,node33,1
node34,node31,2
node73,node67,2
node32,node21,1
node42,node51,1
node34,node69,1
node11,node52,2
node40,node30,2
node18,node49,1
node74,node53,1
node15,node26,1
node3,node54,1
node30,node61,2
node11,node53,1
node20,node74,1
node34,node72,2
node3,node53,1
node44,node29,2
node15,node41,2
node50,node4,2
node65,node60,2
node10,node50,2
node3,node63,2
node5,node21,2
node22,node5,1
node34,node46,2
node31,node40,2
node57,node10,2
node3,node74,2
node34,node12,1
node44,node55,1
node23,node35,1
node1,node31,1
node56,node66,2
node50,node12,1
node37,node20,1
node6,node55,1
node43,node13,2
node51,node2,2
node45,node52,2
node58,node72,2
node11,node30,2
node69,node9,1
node51,node65,1
node59,node12,1
node6,node28,2
node69,node63,1
node75,node23,1
node62,node55,2
node3,node68,1
node60,node10,2
node59,node75,1
node57,node75,2
node5,node71,2
node37,node19,1
node70,node10,2
node41,node25,2
node21,node32,2
node54,node33,1
node49,node44,2
node1,node11,2
node4,node32,2
node22,node14,1
node51,node68,1
node41,node34,2
node66,node33,1
node74,node48,1
node40,node14,1
node5,node51,2
node56,node13,2
node64,node8,1
node35,node45,1
node28,node60,2
node50,node17,1
node28,node50,1
node66,node41,2
node69,node25,1
node65,node58,1
node69,node14,2
node34,node41,1
node64,node55,2
node48,node66,1
node42,node54,1
node11,node44,2
node17,node42,1
node47,node72,2
node65,node16,1
node1,node47,2
node44,node40,1
node27,node62,1
node72,node27,2
node39,node40,2
node72,node36,1
node20,node33,1
node41,node16,2
node39,node15,2
node49,node75,1
node44,node68,1
node36,node45,1
node18,node65,1
node5,node46,1
node26,node41,1
node28,node4,1
node22,node2,1
node55,node14,2
node62,node56,2
node75,node44,1
node41,node46,2
node36,node3,1
node44,node58,2
node49,node20,2
node59,node29,1
node74,node32,2
node21,node75,2
node55,node52,1
node10,node43,1
node54,node20,2
node41,node66,1
node8,node68,1
node66,node18,2
node20,node71,2
node37,node21,2
node54,node27,2
node49,node45,1
node72,node45,2
node31,node40,1
node18,node58,2
node17,node75,1
node70,node42,2
node26,node2,1
node21,node65,2
node57,node11,2
node43,node44,2
node41,node16,1
node37,node26,2
node62,node49,1
node24,node36,2
node54,node75,1
node27,node35,1
node45,node26,2
node66,node28,1
node13,node46,2
node40,node55,1
node49,node47,1
node25,node17,1
node18,node28,2
node1,node56,1
node51,node44,1
node75,node42,1
node17,node53,2
node50,node42,1
node9,node35,1
node52,node49,2
node46,node5,2
node69,node26,1
node13,node33,2
node36,node4,1
node60,node59,1
node26,node51,1
node53,node19,2
node9,node2,1
node63,node30,1
