from,to,layer
node13,node5,2
node8,node45,2
node20,node49,2
node50,node13,1
node45,node12,1
node3,node23,2
node42,node24,2
node41,node50,2
node31,node15,1
node27,node44,1
node17,node14,2
node13,node24,1
node32,node17,2
node12,node43,1
node36,node18,1
node3,node11,1
node2,node45,2
node29,node13,2
node17,node50,1
node46,node13,2
node35,node29,2
node46,node9,1
node14,node39,2
node46,node40,1
node31,node25,1
node33,node14,2
node3,node9,2
node4,node31,2
node28,node29,1
node11,node50,1
node4,node21,2
node27,node34,1
node12,node27,1
node17,node26,2
node26,node5,1
node5,node10,2
node20,node49,1
node1,node26,2
node49,node10,1
node17,node12,2
node22,node14,2
node28,node30,1
node33,node11,2
node37,node46,2
node49,node16,2
node38,node50,2
node23,node41,1
node8,node42,2
node2,node22,1
node9,node50,1
node5,node4,2
node25,node48,1
node35,node8,2
node44,node11,2
node9,node10,1
node43,node45,2
node15,node2,1
node4,node15,1
node33,node7,1
node5,node17,2
node34,node38,1
node9,node10,2
node31,node43,2
node25,node9,2
node4,node50,2
node17,node45,1
node31,node35,2
node6,node4,1
node38,node2,1
node1,node7,2
node6,node8,1
node5,node6,1
node47,node45,2
node8,node5,2
node15,node10,2
node35,node31,2
node7,node24,2
node10,node43,1
node19,node22,2
node38,node37,2
node24,node29,2
node38,node4,2
node14,node30,1
node13,node35,2
node44,node25,2
node23,node9,2
node11,node40,2
node21,node31,1
node19,node27,1
node50,node11,2
node4,node20,2
node33,node28,1
node14,node8,2
node43,node23,2
node49,node46,1
node17,node39,2
node6,node38,1
node7,node45,2
node42,node31,1
