from,to,layer
node13,node18,4
node26,node9,5
node23,node11,2
node7,node26,2
node8,node26,2
node26,node10,2
node13,node6,5
node18,node3,2
node22,node17,1
node6,node12,1
node17,node29,2
node14,node1,3
node16,node21,2
node27,node22,5
node14,node16,1
node10,node19,1
node18,node5,1
node22,node4,5
node4,node12,4
node4,node17,5
node10,node27,3
node22,node4,3
node3,node28,2
node28,node23,2
node19,node5,3
node17,node7,2
node26,node14,4
node25,node16,5
node15,node11,2
node23,node11,1
node29,node14,2
node24,node10,5
node1,node10,5
node24,node28,1
node17,node19,4
node28,node20,1
node17,node19,2
node11,node3,2
node19,node27,5
node22,node10,5
node8,node11,3
node6,node10,4
node8,node4,4
node30,node8,2
node19,node3,2
node17,node2,1
node8,node11,4
node26,node13,4
node9,node13,1
node10,node4,2
node28,node25,4
node4,node22,1
node20,node19,4
node5,node16,1
node25,node5,5
node17,node1,2
node20,node19,2
node21,node10,3
node13,node5,4
node21,node7,5
node10,node6,5
node30,node3,4
node17,node28,5
node21,node30,1
node12,node13,2
node7,node24,5
node3,node16,2
node19,node30,2
node14,node12,5
node30,node17,4
node17,node26,5
node27,node2,2
node10,node8,3
node10,node29,2
node19,node29,2
node16,node17,5
node17,node4,1
node28,node12,1
node23,node13,5
node13,node27,4
node7,node4,3
node15,node25,3
node26,node18,1
node3,node24,5
node8,node13,3
node24,node4,4
node8,node17,3
node14,node9,5
node4,node27,3
node6,node27,4
node21,node18,2
node20,node19,5
node8,node11,1
node9,node27,3
node20,node21,2
node24,node28,5
node27,node22,4
node11,node17,1
node25,node7,5
