from,to,layer
node23,node13,2
node9,node1,3
node26,node3,1
node7,node26,1
node27,node12,2
node26,node1,1
node28,node17,1
node4,node15,1
node27,node20,2
node6,node18,2
node4,node3,1
node29,node24,2
node22,node20,1
node17,node16,3
node3,node29,3
node18,node15,1
node13,node28,1
node6,node13,2
node11,node23,2
node9,node8,3
node6,node27,3
node25,node29,2
node22,node16,1
node11,node18,2
node27,node11,1
node27,node18,3
node9,node19,3
node6,node12,3
node5,node1,2
node16,node10,1
node30,node27,1
node27,node25,2
node3,node9,2
node13,node22,2
node17,node18,2
node22,node12,2
node4,node19,3
node11,node22,3
node5,node15,2
node9,node15,1
node1,node29,1
node24,node18,1
node13,node21,1
node20,node14,1
node11,node24,1
node8,node19,3
node30,node21,1
node22,node12,1
node16,node27,1
node28,node2,3
node8,node7,2
node2,node22,2
node5,node2,1
node22,node16,3
node10,node17,2
node24,node19,1
node14,node15,3
node18,node16,2
node10,node16,2
node10,node12,2
node12,node10,3
node25,node23,3
node15,node1,3
node15,node26,2
node30,node9,1
node27,node22,1
node23,node3,3
node1,node17,3
node12,node17,2
node23,node5,3
node19,node27,2
node4,node18,3
node7,node6,1
node28,node26,3
node12,node28,1
node8,node22,3
node6,node5,1
node27,node21,2
node23,node20,2
node19,node23,2
node4,node2,3
node7,node14,1
node22,node14,1
node27,node15,1
node3,node25,2
node30,node21,2
node4,node29,2
node12,node2,3
node25,node29,1
node17,node24,3
node29,node16,3
node21,node17,3
node23,node10,2
node2,node3,2
node4,node30,2
node9,node10,3
node10,node6,3
node23,node5,2
node7,node25,1
