from,to,layer
node43,node16,1
node27,node40,2
node1,node38,1
node28,node29,2
node4,node25,1
node37,node33,2
node36,node44,2
node11,node34,1
node25,node45,2
node1,node4,1
node33,node21,1
node16,node24,2
node4,node45,1
node43,node12,2
node31,node20,1
node9,node23,2
node35,node21,2
node41,node19,2
node19,node45,1
node35,node44,2
node44,node24,2
node7,node3,1
node30,node4,1
node9,node22,1
node16,node9,1
node35,node20,1
node3,node13,1
node13,node18,1
node18,node36,1
node37,node12,1
node2,node20,1
node31,node15,1
node21,node13,2
node9,node26,1
node3,node37,1
node1,node5,2
node28,node47,2
node31,node11,1
node4,node5,1
node19,node7,2
node4,node18,2
node47,node27,2
node23,node46,2
node3,node26,2
node19,node20,2
node9,node33,2
node31,node37,1
node3,node11,2
node9,node7,2
node24,node14,2
node12,node28,1
node45,node13,2
node6,node38,2
node5,node4,1
node43,node10,2
node42,node19,2
node21,node12,1
node34,node4,2
node35,node34,2
node26,node29,2
node14,node45,2
node16,node11,2
node23,node38,2
node40,node38,1
node13,node49,1
node24,node4,2
node20,node9,2
node33,node3,1
node24,node35,2
node26,node32,2
node22,node5,2
node18,node25,1
node6,node48,2
node11,node2,2
node46,node3,1
node7,node21,1
node15,node41,1
node10,node34,2
node42,node5,1
node50,node49,1
node29,node33,1
node8,node10,2
node14,node26,1
node38,node41,1
node21,node32,2
node27,node16,2
node11,node42,2
node46,node25,1
node50,node7,1
node33,node28,1
node15,node39,2
node18,node1,2
node2,node12,1
node13,node45,2
node8,node4,2
node3,node41,2
node44,node19,2
node38,node49,1
node32,node10,1
