from,to,layer
node49,node40,2
node44,node43,2
node16,node21,2
node23,node28,2
node1,node20,2
node39,node18,2
node28,node21,2
node17,node33,2
node45,node30,2
node33,node37,1
node26,node14,2
node30,node6,2
node22,node40,1
node9,node37,1
node25,node28,1
node17,node40,1
node28,node35,1
node7,node33,2
node50,node41,1
node24,node50,2
node43,node4,2
node39,node50,1
node33,node26,2
node14,node33,1
node35,node41,2
node40,node37,2
node30,node47,2
node14,node50,1
node36,node22,1
node43,node15,1
node32,node29,1
node5,node42,1
node29,node17,2
node34,node18,2
node37,node15,1
node44,node46,2
node22,node49,1
node48,node35,2
node49,node42,2
node22,node9,1
node40,node18,1
node1,node24,1
node5,node35,1
node7,node49,2
node50,node38,2
node13,node44,2
node19,node25,2
node42,node41,2
node34,node36,1
node10,node50,2
node44,node22,2
node44,node2,1
node6,node41,2
node22,node19,1
node15,node7,2
node9,node37,2
node35,node32,1
node12,node25,2
node26,node2,2
node36,node25,1
node14,node47,2
node44,node47,1
node42,node34,2
node4,node18,1
node37,node9,1
node6,node19,1
node40,node14,1
node1,node16,2
node29,node7,2
node8,node35,1
node11,node25,2
node4,node27,1
node10,node6,1
node14,node24,2
node49,node30,1
node30,node26,1
node42,node15,1
node3,node50,1
node36,node21,1
node24,node46,2
node45,node33,1
node13,node25,2
node48,node11,1
node16,node33,1
node10,node50,1
node9,node11,1
node34,node47,2
node12,node5,2
node41,node7,2
node1,node9,2
node1,node29,1
node10,node3,1
node21,node46,1
node32,node46,2
node46,node36,2
node24,node6,2
node27,node7,1
node22,node8,2
node18,node6,1
