from,to,layer
node7,node5,1
node38,node1,2
node10,node25,3
node38,node27,1
node20,node45,2
node4,node23,1
node32,node7,1
node12,node38,1
node10,node1,1
node20,node8,1
node21,node26,2
node35,node27,2
node38,node36,1
node10,node1,3
node10,node48,1
node6,node15,1
node49,node34,2
node45,node11,1
node5,node1,1
node23,node27,3
node5,node42,2
node27,node18,3
node44,node28,3
node2,node1,3
node5,node30,2
node24,node26,1
node46,node34,3
node22,node7,3
node24,node41,3
node47,node7,3
node29,node36,1
node23,node11,3
node46,node11,2
node11,node29,1
node36,node4,1
node27,node20,3
node32,node13,1
node6,node47,2
node30,node50,2
node21,node36,2
node14,node41,3
node30,node22,3
node47,node10,3
node8,node25,1
node12,node4,3
node5,node1,2
node22,node27,3
node35,node14,2
node38,node5,1
node12,node24,2
node8,node39,3
node30,node36,1
node14,node16,3
node4,node14,1
node38,node17,1
node28,node35,1
node40,node2,3
node14,node1,2
node26,node15,1
node10,node20,2
node19,node44,1
node21,node17,3
node27,node43,1
node29,node41,3
node7,node10,3
node19,node42,3
node25,node33,3
node23,node12,1
node36,node25,3
node10,node5,3
node42,node32,3
node47,node15,2
node23,node34,1
node23,node5,1
node20,node42,1
node46,node33,1
node33,node45,3
node46,node38,3
node7,node43,3
node22,node24,2
node34,node7,3
node23,node13,1
node1,node17,1
node17,node20,1
node9,node34,1
node15,node1,3
node8,node26,3
node21,node16,2
node12,node20,1
node39,node27,2
node27,node10,1
node12,node50,2
node15,node23,1
node22,node16,1
node27,node38,2
node12,node39,1
node12,node28,2
node48,node49,3
node45,node22,2
node3,node32,1
node22,node14,3
node47,node37,3
node22,node9,3
node2,node35,2
node2,node11,1
node34,node23,2
node32,node29,1
node43,node32,1
node24,node26,2
node47,node49,3
node13,node34,3
node46,node4,2
node33,node21,1
node39,node27,1
node19,node30,3
node9,node42,2
node26,node39,3
node22,node45,1
node26,node37,2
node12,node30,2
node25,node11,2
node26,node40,1
node11,node12,2
node21,node25,1
node33,node34,2
node22,node1,1
node1,node41,1
node26,node48,1
node35,node17,3
node1,node48,2
node24,node34,1
node13,node18,3
node47,node33,2
node16,node6,1
node23,node44,3
node38,node20,2
node13,node22,2
node17,node35,1
node17,node35,3
node8,node47,2
node3,node40,2
node48,node9,2
node3,node35,2
node50,node15,3
node49,node23,1
node41,node28,3
node21,node11,2
node12,node8,3
node28,node44,3
node16,node4,2
node49,node16,3
node45,node46,2
node21,node12,2
node26,node45,3
node45,node25,2
node5,node33,2
node16,node46,1
node44,node23,1
node3,node14,2
node14,node42,1
node2,node30,1
node50,node14,2
node20,node1,1
node6,node13,3
node6,node36,3
node6,node7,1
node28,node19,2
node44,node46,2
node26,node17,2
node33,node35,2
node48,node40,3
node49,node45,1
node40,node10,2
node13,node27,1
node27,node16,1
node39,node10,2
node49,node45,2
node50,node30,2
node5,node36,2
node49,node41,1
node23,node46,1
node25,node32,1
node44,node46,3
node8,node31,3
node10,node50,2
node8,node44,1
node5,node2,3
node32,node16,3
node48,node35,3
node21,node48,2
node12,node48,3
node44,node9,1
node8,node30,3
node40,node46,1
node42,node35,2
node37,node10,1
node15,node26,2
node4,node23,2
node22,node44,3
node33,node28,3
node6,node4,3
node7,node11,2
node8,node6,3
node10,node47,3
node43,node47,1
node25,node9,2
node1,node49,2
node38,node33,3
node36,node49,2
node50,node8,3
node8,node44,3
node17,node40,2
node12,node1,3
node12,node33,2
node21,node15,3
node46,node49,1
node25,node47,3
node4,node13,2
node3,node18,2
node11,node2,3
node17,node33,3
node29,node35,3
node10,node32,3
node48,node12,2
node2,node20,1
node27,node30,1
node13,node25,1
node8,node47,1
node25,node44,1
node26,node12,3
node42,node19,1
node5,node43,2
node30,node42,3
node48,node38,2
node1,node44,3
node46,node31,2
node48,node26,1
node35,node32,1
node30,node31,3
node6,node14,2
node20,node9,1
node48,node34,3
node15,node5,3
node5,node26,2
node49,node47,2
node20,node38,1
node15,node17,2
node7,node41,2
node16,node2,3
