from,to,layer
node16,node17,1
node16,node7,3
node9,node3,5
node19,node11,2
node14,node20,5
node2,node16,3
node12,node10,5
node17,node10,1
node10,node16,5
node12,node7,3
node13,node4,1
node3,node15,5
node7,node12,4
node4,node3,4
node1,node8,2
node19,node6,3
node4,node16,1
node1,node2,2
node12,node20,4
node5,node9,2
node19,node1,5
node2,node6,1
node11,node8,3
node8,node11,3
node19,node16,2
node6,node16,4
node12,node6,5
node4,node17,1
node2,node13,1
node5,node7,4
node15,node10,5
node2,node12,1
node4,node13,2
node4,node9,1
node9,node12,4
node15,node6,1
node3,node2,4
node6,node20,5
node1,node3,1
node3,node5,2
node12,node5,2
node11,node19,2
node17,node13,2
node17,node9,4
node17,node15,4
node9,node19,5
node1,node7,4
node4,node18,5
node15,node10,2
node8,node4,2
node19,node17,4
node6,node13,4
node16,node10,1
node13,node15,5
node2,node1,1
node13,node11,2
node18,node15,3
node6,node10,3
node7,node10,5
node20,node16,3
node6,node1,1
node2,node17,3
node5,node20,5
node12,node8,4
node12,node18,2
node1,node6,5
node15,node5,5
node17,node1,1
node11,node13,4
node12,node2,5
node10,node19,2
node11,node13,1
node5,node12,5
node17,node10,4
node5,node11,2
node8,node9,2
node17,node2,2
node7,node17,3
node18,node8,4
node15,node8,3
node9,node10,1
node2,node1,2
node14,node4,1
node2,node20,4
node3,node13,5
node20,node16,5
node9,node18,3
node7,node8,5
node20,node16,2
node11,node1,4
node14,node17,1
node3,node17,3
node1,node4,1
node9,node11,1
node16,node15,5
node6,node7,2
node5,node6,2
node4,node9,3
node12,node9,2
